minimal_pair,paradigm,delta_score_42_childes,delta_score_13_childes,delta_score_30_childes,delta_score_42_wiki,delta_score_13_wiki,delta_score_30_wiki,delta_avg_childes,delta_avg_wiki
"die feinde zweifeln am wetter und erzählen eine geschichte über die ferien, der feind zweifelt am wetter und erzählen eine geschichte über die ferien",long_vp_coord,-1.2107725143432617,-0.007313251495361328,1.518183708190918,1.1367340087890643,-0.08507633209228516,-0.9213438034057599,0.10003264745076497,0.04343795776367306
"der feind zweifelt am wetter und spielt mit dem ball auf dem hof, die feinde zweifeln am wetter und spielt mit dem ball auf dem hof",long_vp_coord,3.8198323249816895,2.4974937438964844,4.531655788421631,2.176889419555664,1.3208770751953125,1.9630975723266602,3.6163272857666016,1.8202880223592122
"die feinde zweifeln am wetter und spielen mit dem ball auf dem hof, der feind zweifelt am wetter und spielen mit dem ball auf dem hof",long_vp_coord,0.7440748214721662,1.4305615425109863,1.584834098815918,0.47496223449706854,1.7725896835327148,0.6000356674194336,1.2531568209330235,0.9491958618164057
"der feind zweifelt am wetter und kommt mit dem bus zum tennisplatz, die feinde zweifeln am wetter und kommt mit dem bus zum tennisplatz",long_vp_coord,2.634129524230959,1.3712859153747559,3.02010440826416,0.7598171234130859,1.3692851066589355,1.1742825508117676,2.3418399492899584,1.1011282602945964
"die feinde zweifeln am wetter und kommen mit dem bus zum tennisplatz, der feind zweifelt am wetter und kommen mit dem bus zum tennisplatz",long_vp_coord,0.34422874450683594,0.9604072570800799,1.178468704223631,1.8436708450317383,0.8565049171447754,0.9568309783935547,0.8277015686035156,1.2190022468566895
"der feind konstruiert ein modell und fürchtet den starken sturm, die feinde konstruieren ein modell und fürchtet den starken sturm",long_vp_coord,0.9401321411132812,0.1776738166809082,0.9011297225952148,2.6651992797851562,1.2703466415405273,2.706428050994873,0.6729785601298014,2.213991324106852
"die feinde konstruieren ein modell und fürchten den starken sturm, der feind konstruiert ein modell und fürchten den starken sturm",long_vp_coord,1.2525348663330078,0.8509593009948713,0.29409646987915217,-0.5685787200927734,0.4273386001586914,-1.6422767639160156,0.7991968790690104,-0.5945056279500326
"der feind konstruiert ein modell und schält den reifen grünen apfel, die feinde konstruieren ein modell und schält den reifen grünen apfel",long_vp_coord,0.4626455307006818,0.8716630935668963,0.8134889602661133,0.0746607780456543,0.5124197006225586,-0.03624534606933594,0.7159325281778971,0.18361171086629233
"die feinde konstruieren ein modell und schälen den reifen grünen apfel, der feind konstruiert ein modell und schälen den reifen grünen apfel",long_vp_coord,1.1725597381591797,0.5163707733154279,0.9552898406982422,3.7120137214660627,0.22877740859985352,2.3731341361999494,0.8814067840576166,2.104641755421955
"der feind konstruiert ein modell und taucht in das wasser des meeres, die feinde konstruieren ein modell und taucht in das wasser des meeres",long_vp_coord,0.40226173400878906,1.831974983215332,1.812962532043457,1.011481761932373,2.1180458068847656,1.659801959991455,1.3490664164225261,1.5964431762695312
"die feinde konstruieren ein modell und tauchen in das wasser des meeres, der feind konstruiert ein modell und tauchen in das wasser des meeres",long_vp_coord,0.5532317161560059,-0.229888916015625,-0.5868291854858398,0.4474906921386719,0.24359798431396662,1.4135160446166992,-0.087828795115153,0.7015349070231126
"der feind konstruiert ein modell und kennt die antwort auf die frage, die feinde konstruieren ein modell und kennt die antwort auf die frage",long_vp_coord,1.1056747436523438,2.109126091003418,1.468862533569336,0.3644251823425293,-0.07930707931518555,0.5151548385620117,1.5612211227416992,0.26675764719645184
"die feinde konstruieren ein modell und kennen die antwort auf die frage, der feind konstruiert ein modell und kennen die antwort auf die frage",long_vp_coord,0.17425727844238104,1.7969198226928729,1.4171972274780291,1.0785274505615234,2.0462379455566406,2.041853904724121,1.129458109537761,1.722206433614095
"der feind konstruiert ein modell und schreibt einen brief an verwandte, die feinde konstruieren ein modell und schreibt einen brief an verwandte",long_vp_coord,0.6559209823608398,1.7216081619262695,1.690256118774414,1.00225830078125,2.1832776069641113,2.411301612854004,1.3559284210205078,1.865612506866455
"die feinde konstruieren ein modell und schreiben einen brief an verwandte, der feind konstruiert ein modell und schreiben einen brief an verwandte",long_vp_coord,0.5036220550537109,1.4028863906860352,1.4715175628662092,1.8573627471923828,2.5719079971313477,0.2934589385986328,1.1260086695353184,1.5742432276407878
"der feind konstruiert ein modell und erzählt eine geschichte über die ferien, die feinde konstruieren ein modell und erzählt eine geschichte über die ferien",long_vp_coord,0.6034812927246112,1.631901741027832,1.5410938262939435,1.814208984375,3.4947423934936523,4.11639404296875,1.2588256200154622,3.141781806945801
"die feinde konstruieren ein modell und erzählen eine geschichte über die ferien, der feind konstruiert ein modell und erzählen eine geschichte über die ferien",long_vp_coord,-0.2712106704711932,0.07312202453613281,0.7858343124389666,-0.9914579391479492,-0.2637786865234357,-0.08784770965576172,0.19591522216796875,-0.4476947784423822
"der feind konstruiert ein modell und spielt mit dem ball auf dem hof, die feinde konstruieren ein modell und spielt mit dem ball auf dem hof",long_vp_coord,1.3784027099609357,2.855076789855959,2.9464807510375977,1.3499898910522479,2.432424545288084,2.0265750885009766,2.393320083618164,1.9363298416137695
"die feinde konstruieren ein modell und spielen mit dem ball auf dem hof, der feind konstruiert ein modell und spielen mit dem ball auf dem hof",long_vp_coord,0.7480106353759748,1.6660423278808576,1.3676567077636719,1.8985099792480469,2.494725227355957,1.65997314453125,1.260569890340168,2.0177361170450845
"der feind konstruiert ein modell und kommt mit dem bus zum tennisplatz, die feinde konstruieren ein modell und kommt mit dem bus zum tennisplatz",long_vp_coord,0.8004598617553711,1.6119775772094709,2.9317808151245117,0.6067743301391602,1.9297399520874023,1.3633193969726562,1.7814060846964512,1.299944559733073
"die feinde konstruieren ein modell und kommen mit dem bus zum tennisplatz, der feind konstruiert ein modell und kommen mit dem bus zum tennisplatz",long_vp_coord,0.37943458557128906,1.2014589309692347,0.5054969787597638,1.8395662307739258,2.2082386016845703,2.079740524291992,0.6954634984334293,2.0425151189168296
"der feind fürchtet den starken sturm und schält den reifen grünen apfel, die feinde fürchten den starken sturm und schält den reifen grünen apfel",long_vp_coord,2.1847476959228516,2.8034629821777344,2.024529457092285,0.9582815170288068,0.8021016120910627,0.9085197448730469,2.3375800450642905,0.8896342913309722
"die feinde fürchten den starken sturm und schälen den reifen grünen apfel, der feind fürchtet den starken sturm und schälen den reifen grünen apfel",long_vp_coord,0.16864109039306285,-0.09115695953368963,-0.988032341003418,0.5454082489013672,0.640043258666994,0.8117818832397461,-0.3035160700480149,0.6657444636027025
"der feind fürchtet den starken sturm und taucht in das wasser des meeres, die feinde fürchten den starken sturm und taucht in das wasser des meeres",long_vp_coord,1.9209213256835938,0.3972616195678711,1.4409184455871582,2.9951066970825213,1.1039881706237793,1.0380353927612305,1.2530337969462078,1.712376753489177
"die feinde fürchten den starken sturm und tauchen in das wasser des meeres, der feind fürchtet den starken sturm und tauchen in das wasser des meeres",long_vp_coord,0.7543430328369158,-0.04513263702392578,-1.1080636978149414,-1.12715482711792,0.8935933113098145,0.843536376953125,-0.1329511006673171,0.2033249537150065
"der feind fürchtet den starken sturm und kennt die antwort auf die frage, die feinde fürchten den starken sturm und kennt die antwort auf die frage",long_vp_coord,2.69315242767334,2.272907257080078,2.246312141418457,3.574702262878418,0.4740724563598633,1.2029495239257812,2.4041239420572915,1.7505747477213542
"die feinde fürchten den starken sturm und kennen die antwort auf die frage, der feind fürchtet den starken sturm und kennen die antwort auf die frage",long_vp_coord,0.2933311462402344,0.9673271179199219,0.5474414825439453,-3.9060192108154297,1.271352767944336,0.3006172180175781,0.6026999155680338,-0.7780164082845052
"der feind fürchtet den starken sturm und schreibt einen brief an verwandte, die feinde fürchten den starken sturm und schreibt einen brief an verwandte",long_vp_coord,2.9519224166870117,2.625363349914551,2.85109329223633,3.6837148666381836,1.807347297668457,1.926367759704588,2.8094596862792973,2.4724766413370762
"die feinde fürchten den starken sturm und schreiben einen brief an verwandte, der feind fürchtet den starken sturm und schreiben einen brief an verwandte",long_vp_coord,0.9840383529663086,0.2171010971069336,0.1742992401123029,-1.8910017013549822,0.7928218841552734,-0.8261928558349592,0.4584795633951817,-0.6414575576782227
"der feind fürchtet den starken sturm und erzählt eine geschichte über die ferien, die feinde fürchten den starken sturm und erzählt eine geschichte über die ferien",long_vp_coord,2.611449718475342,1.5203342437744123,1.9172449111938477,5.202112197875977,4.0894289016723615,6.0362629890441895,2.0163429578145338,5.109268029530843
"die feinde fürchten den starken sturm und erzählen eine geschichte über die ferien, der feind fürchtet den starken sturm und erzählen eine geschichte über die ferien",long_vp_coord,-1.307065963745119,-0.7003183364868164,0.056825637817381036,-1.9349088668823242,-0.48009967803955256,-0.5037622451782209,-0.6501862208048514,-0.9729235967000326
"der feind fürchtet den starken sturm und spielt mit dem ball auf dem hof, die feinde fürchten den starken sturm und spielt mit dem ball auf dem hof",long_vp_coord,4.879385948181152,3.5748767852783185,3.0247392654418945,3.7232046127319336,1.8718185424804688,2.083963394165039,3.8263339996337886,2.559662183125814
"die feinde fürchten den starken sturm und spielen mit dem ball auf dem hof, der feind fürchtet den starken sturm und spielen mit dem ball auf dem hof",long_vp_coord,-0.7317209243774414,-0.3429851531982422,0.18154144287109197,-1.1989459991455078,0.7582998275756836,1.4879941940307617,-0.2977215449015305,0.3491160074869792
"der feind fürchtet den starken sturm und kommt mit dem bus zum tennisplatz, die feinde fürchten den starken sturm und kommt mit dem bus zum tennisplatz",long_vp_coord,2.2413411140441895,1.575760841369629,1.4863471984863272,2.8918185234069824,0.8157896995544434,0.7409424781799316,1.7678163846333819,1.4828502337137859
"die feinde fürchten den starken sturm und kommen mit dem bus zum tennisplatz, der feind fürchtet den starken sturm und kommen mit dem bus zum tennisplatz",long_vp_coord,0.5933132171630859,0.9331808090209979,0.4197225570678711,-1.3592567443847692,1.6970434188842773,1.7414026260375977,0.6487388610839849,0.6930631001790353
"der feind schält den reifen grünen apfel und taucht in das wasser des meeres, die feinde schälen den reifen grünen apfel und taucht in das wasser des meeres",long_vp_coord,0.9666929244995099,0.7374134063720703,1.6921644210815447,-0.6578197479248047,-0.23924016952514648,-0.6609044075012189,1.1320902506510417,-0.5193214416503901
"die feinde schälen den reifen grünen apfel und tauchen in das wasser des meeres, der feind schält den reifen grünen apfel und tauchen in das wasser des meeres",long_vp_coord,2.711979866027832,1.952951431274414,0.29868030548095703,1.82291793823242,3.0783562660217285,1.0372633934020996,1.6545372009277344,1.9795125325520828
"der feind schält den reifen grünen apfel und kennt die antwort auf die frage, die feinde schälen den reifen grünen apfel und kennt die antwort auf die frage",long_vp_coord,1.6268863677978498,2.0642967224121094,1.531768798828125,1.7165632247924805,-0.048370361328123224,0.9506845474243164,1.7409839630126946,0.8729591369628912
"die feinde schälen den reifen grünen apfel und kennen die antwort auf die frage, der feind schält den reifen grünen apfel und kennen die antwort auf die frage",long_vp_coord,0.16771888732910156,2.2118892669677717,0.32210350036620916,-0.3007020950317383,0.6503200531005842,1.015470504760744,0.9005705515543608,0.4550294876098633
"der feind schält den reifen grünen apfel und schreibt einen brief an verwandte, die feinde schälen den reifen grünen apfel und schreibt einen brief an verwandte",long_vp_coord,1.1121158599853533,2.3231773376464844,2.270780563354492,2.4634618759155273,2.1721553802490234,1.9203729629516602,1.9020245869954433,2.185330073038737
"die feinde schälen den reifen grünen apfel und schreiben einen brief an verwandte, der feind schält den reifen grünen apfel und schreiben einen brief an verwandte",long_vp_coord,1.0178251266479492,1.4482450485229474,-0.5107688903808576,1.180528640747072,1.5766487121582031,0.29743099212646484,0.6517670949300131,1.0182027816772468
"der feind schält den reifen grünen apfel und erzählt eine geschichte über die ferien, die feinde schälen den reifen grünen apfel und erzählt eine geschichte über die ferien",long_vp_coord,0.5536231994628871,1.665580749511717,1.5038661956787127,3.047980785369873,2.8348455429077166,2.366763114929199,1.2410233815511056,2.749863147735596
"die feinde schälen den reifen grünen apfel und erzählen eine geschichte über die ferien, der feind schält den reifen grünen apfel und erzählen eine geschichte über die ferien",long_vp_coord,0.18790340423583984,0.4671611785888672,0.208709716796875,1.2851772308349592,1.022007942199707,0.27157115936279297,0.28792476654052734,0.8595854441324864
"der feind schält den reifen grünen apfel und spielt mit dem ball auf dem hof, die feinde schälen den reifen grünen apfel und spielt mit dem ball auf dem hof",long_vp_coord,1.9727735519409197,3.6165103912353516,3.0884103775024414,2.2110681533813477,-0.16417217254638494,1.9784317016601562,2.8925647735595708,1.3417758941650397
"die feinde schälen den reifen grünen apfel und spielen mit dem ball auf dem hof, der feind schält den reifen grünen apfel und spielen mit dem ball auf dem hof",long_vp_coord,1.147404670715332,0.9487504959106463,-0.3805551528930664,0.6819162368774414,3.8603854179382324,2.2734375,0.571866671244304,2.2719130516052246
"der feind schält den reifen grünen apfel und kommt mit dem bus zum tennisplatz, die feinde schälen den reifen grünen apfel und kommt mit dem bus zum tennisplatz",long_vp_coord,1.2263298034667969,2.4904403686523438,2.6937856674194336,0.8866577148437482,0.2756462097167969,0.6420497894287109,2.136851946512858,0.6014512379964186
"die feinde schälen den reifen grünen apfel und kommen mit dem bus zum tennisplatz, der feind schält den reifen grünen apfel und kommen mit dem bus zum tennisplatz",long_vp_coord,0.38198947906493963,1.4415893554687518,-0.1518068313598615,2.115659236907959,3.0262565612792987,2.8145499229431135,0.5572573343912767,2.6521552403767905
"der feind taucht in das wasser des meeres und kennt die antwort auf die frage, die feinde tauchen in das wasser des meeres und kennt die antwort auf die frage",long_vp_coord,1.996893882751463,1.4418630599975568,2.211576461791992,1.5346946716308594,0.5538463592529279,0.6106595993041992,1.8834444681803373,0.8997335433959955
"die feinde tauchen in das wasser des meeres und kennen die antwort auf die frage, der feind taucht in das wasser des meeres und kennen die antwort auf die frage",long_vp_coord,0.3367347717285156,2.496793746948244,1.1900100708007812,-0.30774402618408025,1.9367284774780291,2.681735992431639,1.3411795298258469,1.436906814575196
"der feind taucht in das wasser des meeres und schreibt einen brief an verwandte, die feinde tauchen in das wasser des meeres und schreibt einen brief an verwandte",long_vp_coord,2.107458114624025,3.2359933853149414,3.3669891357421875,1.6185293197631836,-0.020964622497558594,1.062278747558592,2.903480211893718,0.8866144816080723
"die feinde tauchen in das wasser des meeres und schreiben einen brief an verwandte, der feind taucht in das wasser des meeres und schreiben einen brief an verwandte",long_vp_coord,0.5005435943603516,-0.014645576477050781,0.7766456604003924,2.3618221282958984,2.8147220611572283,1.7360963821411133,0.4208478927612311,2.3042135238647465
"der feind taucht in das wasser des meeres und erzählt eine geschichte über die ferien, die feinde tauchen in das wasser des meeres und erzählt eine geschichte über die ferien",long_vp_coord,1.658336162567137,2.129011154174803,0.8357095718383771,4.697740077972412,3.643749237060547,3.7951502799987793,1.5410189628601056,4.045546531677246
"die feinde tauchen in das wasser des meeres und erzählen eine geschichte über die ferien, der feind taucht in das wasser des meeres und erzählen eine geschichte über die ferien",long_vp_coord,-0.13293933868408203,-1.0142793655395508,1.7985305786132812,0.22541427612304865,0.9743967056274432,0.22022438049316406,0.2171039581298828,0.4733451207478853
"der feind taucht in das wasser des meeres und spielt mit dem ball auf dem hof, die feinde tauchen in das wasser des meeres und spielt mit dem ball auf dem hof",long_vp_coord,3.7750496864318848,2.790308952331543,2.7636489868164062,2.1308417320251447,0.8108987808227539,1.9113330841064453,3.1096692085266113,1.6176911989847813
"die feinde tauchen in das wasser des meeres und spielen mit dem ball auf dem hof, der feind taucht in das wasser des meeres und spielen mit dem ball auf dem hof",long_vp_coord,0.728632926940918,0.5209665298461914,2.517237663269041,2.6849327087402344,1.5047664642333967,2.654128074645996,1.2556123733520501,2.2812757492065425
"der feind taucht in das wasser des meeres und kommt mit dem bus zum tennisplatz, die feinde tauchen in das wasser des meeres und kommt mit dem bus zum tennisplatz",long_vp_coord,1.796422004699707,1.3403511047363281,2.7236995697021484,1.7498054504394531,-0.24328327178955078,-0.22493886947631836,1.9534908930460613,0.42719443639119464
"die feinde tauchen in das wasser des meeres und kommen mit dem bus zum tennisplatz, der feind taucht in das wasser des meeres und kommen mit dem bus zum tennisplatz",long_vp_coord,0.654545783996582,1.0506935119628924,0.41900157928466975,2.8562374114990234,3.423947811126709,3.7068142890930176,0.7080802917480481,3.3289998372395835
"der feind kennt die antwort auf die frage und schreibt einen brief an verwandte, die feinde kennen die antwort auf die frage und schreibt einen brief an verwandte",long_vp_coord,0.4836711883544922,1.139366626739502,1.7921061515808105,0.5949716567993164,0.8536167144775391,0.3654823303222656,1.1383813222249348,0.6046902338663737
"die feinde kennen die antwort auf die frage und schreiben einen brief an verwandte, der feind kennt die antwort auf die frage und schreiben einen brief an verwandte",long_vp_coord,2.757999897003174,1.357022762298584,2.7898154258728027,0.4810142517089844,1.163050651550293,0.5964937210083008,2.301612695058187,0.7468528747558594
"der feind kennt die antwort auf die frage und erzählt eine geschichte über die ferien, die feinde kennen die antwort auf die frage und erzählt eine geschichte über die ferien",long_vp_coord,1.189291000366211,1.5641751289367676,1.677943229675293,0.31572914123535156,0.694694519042967,0.9953451156616211,1.477136452992757,0.6685895919799799
"die feinde kennen die antwort auf die frage und erzählen eine geschichte über die ferien, der feind kennt die antwort auf die frage und erzählen eine geschichte über die ferien",long_vp_coord,0.7299594879150391,-0.4071993827819824,1.4243721961975098,-0.052959442138671875,0.4307823181152308,1.2960243225097656,0.5823774337768555,0.5579490661621082
"der feind kennt die antwort auf die frage und spielt mit dem ball auf dem hof, die feinde kennen die antwort auf die frage und spielt mit dem ball auf dem hof",long_vp_coord,2.103701591491699,2.672301769256592,3.062528133392334,0.043089866638183594,0.7491273880004901,-0.02669715881347834,2.6128438313802085,0.2551733652750651
"die feinde kennen die antwort auf die frage und spielen mit dem ball auf dem hof, der feind kennt die antwort auf die frage und spielen mit dem ball auf dem hof",long_vp_coord,1.43304443359375,-0.1446380615234375,1.7618722915649432,0.044313430786131036,0.6342811584472656,0.9500389099121094,1.0167595545450852,0.542877833048502
"der feind kennt die antwort auf die frage und kommt mit dem bus zum tennisplatz, die feinde kennen die antwort auf die frage und kommt mit dem bus zum tennisplatz",long_vp_coord,0.5415997505187988,0.865537166595459,2.1245779991149902,-0.07007408142089844,0.4346590042114258,0.6693973541259766,1.1772383054097493,0.34466075897216797
"die feinde kennen die antwort auf die frage und kommen mit dem bus zum tennisplatz, der feind kennt die antwort auf die frage und kommen mit dem bus zum tennisplatz",long_vp_coord,2.6707658767700195,2.0170059204101562,1.8807668685913086,0.5674409866333008,-0.020040512084960938,0.6064224243164062,2.1895128885904946,0.38460763295491535
"der feind schreibt einen brief an verwandte und erzählt eine geschichte über die ferien, die feinde schreiben einen brief an verwandte und erzählt eine geschichte über die ferien",long_vp_coord,1.8884854316711426,2.9541330337524414,1.7163124084472656,0.5350160598754883,2.0783119201660156,1.166425704956053,2.186310291290283,1.2599178949991856
"die feinde schreiben einen brief an verwandte und erzählen eine geschichte über die ferien, der feind schreibt einen brief an verwandte und erzählen eine geschichte über die ferien",long_vp_coord,1.7855796813964826,0.5807461738586426,1.9410905838012695,0.3244781494140625,0.7652420997619629,0.9762096405029297,1.435805479685465,0.6886432965596517
"der feind schreibt einen brief an verwandte und spielt mit dem ball auf dem hof, die feinde schreiben einen brief an verwandte und spielt mit dem ball auf dem hof",long_vp_coord,4.2055487632751465,3.5410280227661133,4.24925422668457,2.8022937774658203,-0.6624011993408203,0.7635049819946289,3.998610337575277,0.967799186706543
"die feinde schreiben einen brief an verwandte und spielen mit dem ball auf dem hof, der feind schreibt einen brief an verwandte und spielen mit dem ball auf dem hof",long_vp_coord,2.1543540954589844,2.081028938293457,2.2389469146728516,0.8225841522216797,2.879442214965822,1.1498203277587873,2.158109982808431,1.617282231648763
"der feind schreibt einen brief an verwandte und kommt mit dem bus zum tennisplatz, die feinde schreiben einen brief an verwandte und kommt mit dem bus zum tennisplatz",long_vp_coord,1.8860158920288086,1.3154430389404297,2.729186534881592,2.096343994140625,1.3643207550048828,1.2391586303710938,1.9768818219502766,1.5666077931722004
"die feinde schreiben einen brief an verwandte und kommen mit dem bus zum tennisplatz, der feind schreibt einen brief an verwandte und kommen mit dem bus zum tennisplatz",long_vp_coord,1.4775137901306152,2.159956932067871,2.6412744522094727,0.6397819519042969,1.0668296813964826,0.6978120803833026,2.0929150581359863,0.8014745712280273
"der feind erzählt eine geschichte über die ferien und spielt mit dem ball auf dem hof, die feinde erzählen eine geschichte über die ferien und spielt mit dem ball auf dem hof",long_vp_coord,1.1028413772583008,1.3848533630371112,1.7122087478637695,2.8916997909545934,2.239908218383789,3.571099281311035,1.3999678293863937,2.9009024302164725
"die feinde erzählen eine geschichte über die ferien und spielen mit dem ball auf dem hof, der feind erzählt eine geschichte über die ferien und spielen mit dem ball auf dem hof",long_vp_coord,1.2521028518676776,2.454899787902832,1.1546707153320312,2.6505661010742188,3.0306100845336914,0.06875801086425781,1.6205577850341804,1.9166447321573894
"der feind erzählt eine geschichte über die ferien und kommt mit dem bus zum tennisplatz, die feinde erzählen eine geschichte über die ferien und kommt mit dem bus zum tennisplatz",long_vp_coord,0.3582344055175781,1.2876358032226562,1.281301498413086,4.7020649909973145,3.4365420341491673,4.163216114044191,0.9757239023844401,4.100607713063558
"die feinde erzählen eine geschichte über die ferien und kommen mit dem bus zum tennisplatz, der feind erzählt eine geschichte über die ferien und kommen mit dem bus zum tennisplatz",long_vp_coord,0.776237964630127,1.2516822814941406,0.5796003341674805,-0.027242660522460938,1.2250332832336426,0.6652545928955069,0.869173526763916,0.6210150718688962
"der feind spielt mit dem ball auf dem hof und kommt mit dem bus zum tennisplatz, die feinde spielen mit dem ball auf dem hof und kommt mit dem bus zum tennisplatz",long_vp_coord,1.9054903984069824,1.8947758674621582,2.979539394378662,0.6097607612609863,0.2475571632385254,0.7438335418701172,2.259935220082601,0.533717155456543
"die feinde spielen mit dem ball auf dem hof und kommen mit dem bus zum tennisplatz, der feind spielt mit dem ball auf dem hof und kommen mit dem bus zum tennisplatz",long_vp_coord,3.139132022857666,2.3017158508300746,1.392666816711424,1.7281818389892596,2.7034096717834473,2.567004680633545,2.277838230133055,2.3328653971354174
"der architekt zweifelt am wetter und konstruiert ein modell, die architekten zweifeln am wetter und konstruiert ein modell",long_vp_coord,1.5562744140625,0.7737569808959961,-1.4452743530273438,1.268857002258299,2.3145875930786133,4.639567375183109,0.2949190139770508,2.7410039901733403
"die architekten zweifeln am wetter und konstruieren ein modell, der architekt zweifelt am wetter und konstruieren ein modell",long_vp_coord,-1.073179244995119,-1.3872027397155762,1.975059509277342,3.132676124572752,2.3427228927612305,0.6126289367675781,-0.1617741584777844,2.029342651367187
"der architekt zweifelt am wetter und fürchtet den starken sturm, die architekten zweifeln am wetter und fürchtet den starken sturm",long_vp_coord,0.7283077239990217,0.7951245307922363,1.7865667343139666,2.2124805450439453,3.067898750305176,-0.6812276840209961,1.1033329963684082,1.533050537109375
"die architekten zweifeln am wetter und fürchten den starken sturm, der architekt zweifelt am wetter und fürchten den starken sturm",long_vp_coord,0.9758558273315447,0.8028516769409162,-0.08981895446777344,1.477982997894287,2.2475399971008265,2.333962440490721,0.5629628499348959,2.019828478495278
"der architekt zweifelt am wetter und schält den reifen grünen apfel, die architekten zweifeln am wetter und schält den reifen grünen apfel",long_vp_coord,-0.1198720932006836,1.3234558105468768,-0.34304332733154297,-0.389340877532959,-1.3780255317687988,0.8528189659118652,0.28684679667155005,-0.30484914779663086
"die architekten zweifeln am wetter und schälen den reifen grünen apfel, der architekt zweifelt am wetter und schälen den reifen grünen apfel",long_vp_coord,1.616342544555664,0.15517044067382812,2.7073535919189435,1.6520781517028809,3.1731309890747053,-0.4674224853515625,1.4929555257161453,1.4525955518086746
"der architekt zweifelt am wetter und taucht in das wasser des meeres, die architekten zweifeln am wetter und taucht in das wasser des meeres",long_vp_coord,1.5987787246704102,1.1538352966308594,2.090592384338379,-0.03721475601196289,0.2898936271667498,0.983065128326416,1.614402135213216,0.4119146664937343
"die architekten zweifeln am wetter und tauchen in das wasser des meeres, der architekt zweifelt am wetter und tauchen in das wasser des meeres",long_vp_coord,0.5537605285644531,0.5333776473999023,-1.1101441383361834,1.2605867385864258,2.685671806335449,0.4951877593994123,-0.007668654123942649,1.480482101440429
