sentence,de_childes_best_clm_42,de_childes_best_clm_30,de_childes_best_clm_13,de_wikipedia_best_clm_42,de_wikipedia_best_clm_30,de_wikipedia_best_clm_13
"der feind , der das mitglied vermeidet , fürchten",-18.258330821990967,-16.763774871826172,-12.513790607452393,-16.71006441116333,-15.771148204803467,-11.746622562408447
"die feinde , die die mitglieder vermeiden , fürchten",-18.384443759918213,-17.277202606201172,-13.306238174438477,-13.76932954788208,-13.300243854522705,-11.811895847320557
"der feind , der die mitglieder vermeidet , fürchten",-18.636739253997803,-17.220802307128906,-12.747560977935791,-16.083271503448486,-14.452959060668945,-11.542878150939941
"der feind , der das mitglied mag , schält",-21.501011848449707,-15.697213172912598,-15.959249496459961,-17.79065227508545,-15.653000354766846,-16.70890998840332
"die feinde , die das mitglied mögen , schält",-20.273674964904785,-15.825441360473633,-16.148998260498047,-16.09864902496338,-16.31483030319214,-17.579018592834473
"der feind , der die mitglieder mag , schält",-20.289021015167236,-14.09426498413086,-15.515172958374023,-17.234710693359375,-15.262233257293701,-16.569686889648438
"die feinde , die die mitglieder mögen , schält",-19.40609073638916,-14.345102310180664,-15.524188995361328,-15.809634685516357,-16.37218475341797,-17.081034660339355
"die feinde , die das mitglied mögen , schälen",-18.758251190185547,-16.701014518737793,-13.951010704040527,-14.658682346343994,-13.943784236907959,-18.443390369415283
"der feind , der das mitglied mag , schälen",-20.60044527053833,-15.840813636779785,-13.463035583496094,-20.13001537322998,-17.420592784881592,-20.577768325805664
"die feinde , die die mitglieder mögen , schälen",-17.609949111938477,-15.550215721130371,-12.974306106567383,-13.830111980438232,-14.43667459487915,-17.089459896087646
"der feind , der die mitglieder mag , schälen",-18.970693111419678,-14.415009498596191,-12.684831619262695,-18.721917152404785,-17.095547199249268,-18.810097694396973
"der feind , der das mitglied vermeidet , schält",-19.73955249786377,-12.547762870788574,-15.633030891418457,-17.02402400970459,-16.379624366760254,-16.33571720123291
"die feinde , die das mitglied vermeiden , schält",-19.904550075531006,-13.85305118560791,-15.765422821044922,-14.992298126220703,-16.247806072235107,-17.303503036499023
"der feind , der die mitglieder vermeidet , schält",-19.169384002685547,-11.696816444396973,-15.17739200592041,-16.176440238952637,-16.05118417739868,-16.78517770767212
"die feinde , die die mitglieder vermeiden , schält",-19.236606121063232,-12.49803638458252,-15.281072616577148,-15.031353950500488,-16.100616931915283,-18.130496978759766
"die feinde , die das mitglied vermeiden , schälen",-18.475289344787598,-14.96992301940918,-12.665441513061523,-15.328029155731201,-15.264379024505615,-17.240492820739746
"der feind , der das mitglied vermeidet , schälen",-19.3762845993042,-15.181751251220703,-15.154704093933105,-19.67463779449463,-17.287567615509033,-19.03244638442993
"die feinde , die die mitglieder vermeiden , schälen",-17.492568969726562,-14.191777229309082,-11.941060066223145,-14.430202960968018,-15.577430248260498,-17.124187469482422
"der feind , der die mitglieder vermeidet , schälen",-18.321327209472656,-14.533645629882812,-14.3595609664917,-17.80671501159668,-17.09292221069336,-18.555274963378906
"der feind , der das mitglied mag , taucht",-12.641895294189453,-13.900389671325684,-13.783306121826172,-8.713128089904785,-8.96902322769165,-9.884089946746826
"die feinde , die das mitglied mögen , taucht",-10.871997833251953,-14.182509422302246,-14.078784942626953,-8.379942417144775,-9.229493141174316,-10.514312267303467
"der feind , der die mitglieder mag , taucht",-12.787610054016113,-14.28329086303711,-13.895678520202637,-8.425564289093018,-9.58223581314087,-10.32211971282959
"die feinde , die die mitglieder mögen , taucht",-11.055468559265137,-14.804112434387207,-14.323417663574219,-9.083533763885498,-10.09363842010498,-11.001210689544678
"die feinde , die das mitglied mögen , tauchen",-12.583600044250488,-11.771273612976074,-11.834528923034668,-9.376634120941162,-10.757922172546387,-13.593339443206787
"der feind , der das mitglied mag , tauchen",-12.97123908996582,-12.426519393920898,-12.813861846923828,-12.464745998382568,-12.60353708267212,-14.837015628814697
"die feinde , die die mitglieder mögen , tauchen",-13.007643699645996,-11.618242263793945,-11.5625638961792,-9.137941837310791,-10.688326835632324,-12.484421253204346
"der feind , der die mitglieder mag , tauchen",-13.420088768005371,-12.35039234161377,-12.398868560791016,-11.246010303497314,-12.342661380767822,-13.156529426574707
"der feind , der das mitglied vermeidet , taucht",-12.279899597167969,-13.175037384033203,-13.400070190429688,-7.770028114318848,-8.809937953948975,-8.375128269195557
"die feinde , die das mitglied vermeiden , taucht",-11.164017677307129,-13.045928001403809,-13.221394538879395,-7.889125347137451,-8.225460052490234,-9.496179103851318
"der feind , der die mitglieder vermeidet , taucht",-12.344247817993164,-13.676443099975586,-13.216306686401367,-7.262433052062988,-8.402622699737549,-8.97004747390747
"die feinde , die die mitglieder vermeiden , taucht",-11.249930381774902,-13.580857276916504,-12.993023872375488,-8.622260570526123,-9.119446277618408,-10.513408660888672
"die feinde , die das mitglied vermeiden , tauchen",-13.061969757080078,-12.031749725341797,-12.381885528564453,-9.621002674102783,-10.346978664398193,-12.916900634765625
"der feind , der das mitglied vermeidet , tauchen",-13.437671661376953,-13.392864227294922,-14.051393508911133,-11.024624824523926,-12.128468036651611,-12.793018817901611
"die feinde , die die mitglieder vermeiden , tauchen",-13.462520599365234,-11.727500915527344,-11.874547958374023,-9.300670623779297,-10.622430801391602,-11.653068542480469
"der feind , der die mitglieder vermeidet , tauchen",-13.814169883728027,-13.325207710266113,-13.537684440612793,-9.818595886230469,-11.262550830841064,-11.568499088287354
"der feind , der das mitglied mag , kennt",-9.645773887634277,-8.319740295410156,-9.168938636779785,-8.653708457946777,-9.733929634094238,-8.557857513427734
"die feinde , die das mitglied mögen , kennt",-9.086299896240234,-9.098747253417969,-9.558951377868652,-9.33142375946045,-9.73823070526123,-9.872699737548828
"der feind , der die mitglieder mag , kennt",-9.78548812866211,-8.628692626953125,-8.862405776977539,-10.24010944366455,-11.593685150146484,-9.827446937561035
"die feinde , die die mitglieder mögen , kennt",-9.20742416381836,-9.425711631774902,-9.376214981079102,-10.539994239807129,-10.29539680480957,-11.314064025878906
"die feinde , die das mitglied mögen , kennen",-9.789955139160156,-10.261117935180664,-7.684253692626953,-10.821087837219238,-10.092185020446777,-8.597908973693848
"der feind , der das mitglied mag , kennen",-10.210317611694336,-9.189201354980469,-8.173474311828613,-10.480375289916992,-9.869304656982422,-9.098057746887207
"die feinde , die die mitglieder mögen , kennen",-9.815011024475098,-10.05270004272461,-7.376943111419678,-10.198912620544434,-10.204505920410156,-8.970788955688477
"der feind , der die mitglieder mag , kennen",-9.987695693969727,-8.914030075073242,-8.012558937072754,-9.943670272827148,-9.114557266235352,-8.480849266052246
"der feind , der das mitglied vermeidet , kennt",-9.703011512756348,-7.873969078063965,-8.775079727172852,-7.0558857917785645,-7.24928092956543,-9.281078338623047
"die feinde , die das mitglied vermeiden , kennt",-9.613975524902344,-7.848503589630127,-8.85999870300293,-8.786625862121582,-8.771180152893066,-9.657953262329102
"der feind , der die mitglieder vermeidet , kennt",-9.702543258666992,-8.1209135055542,-8.592649459838867,-7.511463642120361,-7.8625922203063965,-9.663537979125977
"die feinde , die die mitglieder vermeiden , kennt",-9.66291618347168,-7.906731605529785,-8.361881256103516,-9.117452621459961,-8.707998275756836,-10.633726119995117
"die feinde , die das mitglied vermeiden , kennen",-10.104765892028809,-8.984538078308105,-7.641434669494629,-11.820255279541016,-10.45540714263916,-9.455954551696777
"der feind , der das mitglied vermeidet , kennen",-10.344560623168945,-8.43613338470459,-8.814376831054688,-11.43431568145752,-11.225929260253906,-12.312466621398926
"die feinde , die die mitglieder vermeiden , kennen",-10.029565811157227,-8.622695922851562,-7.263951301574707,-11.140467643737793,-10.389589309692383,-10.186959266662598
"der feind , der die mitglieder vermeidet , kennen",-10.223786354064941,-8.31917667388916,-8.664382934570312,-11.138577461242676,-11.44512939453125,-11.857059478759766
"der feind , der das mitglied mag , schreibt",-9.213118553161621,-10.282721519470215,-12.505677223205566,-9.252650260925293,-7.95076847076416,-8.686638832092285
"die feinde , die das mitglied mögen , schreibt",-8.205035209655762,-10.242795944213867,-12.1310396194458,-8.98398208618164,-7.815883636474609,-10.025748252868652
"der feind , der die mitglieder mag , schreibt",-9.321304321289062,-10.371393203735352,-11.988601684570312,-9.85617733001709,-7.941430568695068,-9.622931480407715
"die feinde , die die mitglieder mögen , schreibt",-8.22189712524414,-10.156156539916992,-11.813322067260742,-9.547901153564453,-7.669651031494141,-10.831717491149902
"die feinde , die das mitglied mögen , schreiben",-10.161417007446289,-10.72517204284668,-10.639408111572266,-9.45777416229248,-9.159836769104004,-9.665567398071289
"der feind , der das mitglied mag , schreiben",-10.208712577819824,-9.027694702148438,-10.0208158493042,-12.930534362792969,-11.259429931640625,-10.980063438415527
"die feinde , die die mitglieder mögen , schreiben",-10.190391540527344,-9.895480155944824,-10.52557373046875,-9.182303428649902,-9.700174331665039,-10.236289978027344
"der feind , der die mitglieder mag , schreiben",-9.907039642333984,-8.609301567077637,-10.161967277526855,-12.227027893066406,-10.329691886901855,-10.844736099243164
"der feind , der das mitglied vermeidet , schreibt",-8.821767807006836,-10.026590347290039,-11.968416213989258,-6.934145450592041,-6.743487358093262,-8.165361404418945
"die feinde , die das mitglied vermeiden , schreibt",-8.169722557067871,-9.918564796447754,-11.639848709106445,-8.484910011291504,-6.564325332641602,-10.018318176269531
"der feind , der die mitglieder vermeidet , schreibt",-8.720942497253418,-9.788540840148926,-11.508811950683594,-6.785028457641602,-5.97968864440918,-8.094876289367676
"die feinde , die die mitglieder vermeiden , schreibt",-7.938018798828125,-9.480499267578125,-10.871171951293945,-8.575111389160156,-6.282069206237793,-10.369257926940918
"die feinde , die das mitglied vermeiden , schreiben",-10.396095275878906,-10.757559776306152,-10.698187828063965,-9.590991973876953,-8.80862808227539,-8.893930435180664
"der feind , der das mitglied vermeidet , schreiben",-10.744396209716797,-11.083816528320312,-11.785676956176758,-9.839153289794922,-10.273764610290527,-10.714658737182617
"die feinde , die die mitglieder vermeiden , schreiben",-10.257182121276855,-10.45356559753418,-10.306254386901855,-8.86279296875,-8.905303955078125,-9.40294361114502
"der feind , der die mitglieder vermeidet , schreiben",-10.668514251708984,-11.097697257995605,-11.801648139953613,-9.501904487609863,-10.302072525024414,-10.39113712310791
"der feind , der das mitglied mag , erzählt",-11.120368003845215,-9.916036605834961,-11.292464256286621,-8.834444046020508,-8.575860977172852,-10.287903785705566
"die feinde , die das mitglied mögen , erzählt",-10.836454391479492,-10.600865364074707,-11.625652313232422,-9.844987869262695,-10.948954582214355,-11.602421760559082
"der feind , der die mitglieder mag , erzählt",-11.24489688873291,-9.9761962890625,-10.340510368347168,-9.642390251159668,-9.456435203552246,-11.943403244018555
"die feinde , die die mitglieder mögen , erzählt",-10.970248222351074,-10.638578414916992,-10.627448081970215,-11.017495155334473,-11.895345687866211,-13.1666898727417
"die feinde , die das mitglied mögen , erzählen",-11.56867790222168,-12.757325172424316,-12.147797584533691,-11.533681869506836,-12.880348205566406,-10.293045997619629
"der feind , der das mitglied mag , erzählen",-11.467520713806152,-10.713146209716797,-10.569068908691406,-14.149428367614746,-13.253375053405762,-10.732254981994629
"die feinde , die die mitglieder mögen , erzählen",-11.352273941040039,-12.115081787109375,-11.65283489227295,-11.282200813293457,-13.5556640625,-10.031182289123535
"der feind , der die mitglieder mag , erzählen",-10.816545486450195,-10.095297813415527,-10.317322731018066,-13.012210845947266,-12.730829238891602,-9.740265846252441
"der feind , der das mitglied vermeidet , erzählt",-10.57040023803711,-10.121183395385742,-10.669044494628906,-8.959043502807617,-8.3089280128479,-11.694098472595215
"die feinde , die das mitglied vermeiden , erzählt",-10.387788772583008,-10.180356979370117,-10.981494903564453,-10.180045127868652,-11.092995643615723,-12.976354598999023
"der feind , der die mitglieder vermeidet , erzählt",-10.624353408813477,-10.036580085754395,-9.772455215454102,-9.571380615234375,-8.579428672790527,-12.736324310302734
"die feinde , die die mitglieder vermeiden , erzählt",-10.475492477416992,-9.833724975585938,-9.826287269592285,-11.474183082580566,-12.093740463256836,-14.727335929870605
"die feinde , die das mitglied vermeiden , erzählen",-11.407454490661621,-12.438353538513184,-11.559688568115234,-12.077653884887695,-12.721044540405273,-9.931059837341309
"der feind , der das mitglied vermeidet , erzählen",-11.565577507019043,-12.315818786621094,-10.976408958435059,-12.985116958618164,-13.021106719970703,-10.379339218139648
"die feinde , die die mitglieder vermeiden , erzählen",-11.037538528442383,-12.017627716064453,-10.856992721557617,-11.465937614440918,-13.271275520324707,-10.06562328338623
"der feind , der die mitglieder vermeidet , erzählen",-11.152377128601074,-12.030056953430176,-10.845321655273438,-12.172460556030273,-13.113764762878418,-9.965424537658691
"der feind , der das mitglied mag , spielt",-9.424753189086914,-9.914978981018066,-7.706289291381836,-8.529912948608398,-8.896820068359375,-7.14201545715332
"die feinde , die das mitglied mögen , spielt",-9.384132385253906,-10.534578323364258,-8.535058975219727,-11.76337718963623,-9.566160202026367,-7.398070335388184
"der feind , der die mitglieder mag , spielt",-9.657391548156738,-9.551057815551758,-7.414549827575684,-10.513800621032715,-10.967475891113281,-8.250907897949219
"die feinde , die die mitglieder mögen , spielt",-9.602424621582031,-10.173734664916992,-8.26287841796875,-13.279813766479492,-10.924453735351562,-9.020855903625488
"die feinde , die das mitglied mögen , spielen",-11.705133438110352,-10.755263328552246,-9.690149307250977,-10.946711540222168,-11.416048049926758,-5.957535743713379
"der feind , der das mitglied mag , spielen",-10.93200397491455,-9.315775871276855,-8.98078727722168,-10.22329330444336,-12.449615478515625,-8.826906204223633
"die feinde , die die mitglieder mögen , spielen",-11.677041053771973,-9.718515396118164,-9.540250778198242,-10.193710327148438,-11.89333724975586,-6.436929225921631
"der feind , der die mitglieder mag , spielen",-10.606110572814941,-8.194697380065918,-9.12952995300293,-9.220099449157715,-11.458573341369629,-7.873622417449951
"der feind , der das mitglied vermeidet , spielt",-9.099209785461426,-9.709922790527344,-7.571693420410156,-8.050044059753418,-8.56583023071289,-8.500797271728516
"die feinde , die das mitglied vermeiden , spielt",-9.466619491577148,-10.159215927124023,-8.384248733520508,-9.953295707702637,-8.492094039916992,-6.942902088165283
"der feind , der die mitglieder vermeidet , spielt",-9.173046112060547,-9.346820831298828,-7.214262008666992,-8.753445625305176,-9.601790428161621,-8.360631942749023
"die feinde , die die mitglieder vermeiden , spielt",-9.450094223022461,-9.729791641235352,-7.689958095550537,-11.170332908630371,-9.45834732055664,-7.961700439453125
"die feinde , die das mitglied vermeiden , spielen",-12.220124244689941,-11.354737281799316,-10.857789993286133,-9.912994384765625,-10.055746078491211,-6.294134616851807
"der feind , der das mitglied vermeidet , spielen",-11.754032135009766,-11.800382614135742,-11.54055118560791,-10.28648567199707,-11.912322044372559,-9.771625518798828
"die feinde , die die mitglieder vermeiden , spielen",-12.044445037841797,-10.904051780700684,-10.365851402282715,-9.30982494354248,-10.068550109863281,-6.522106170654297
"der feind , der die mitglieder vermeidet , spielen",-11.728004455566406,-11.483614921569824,-11.444876670837402,-9.754842758178711,-12.027681350708008,-8.754281044006348
"der feind , der das mitglied mag , kommt",-9.441048622131348,-10.017696380615234,-8.789022445678711,-7.9154253005981445,-7.844283103942871,-6.090550422668457
"die feinde , die das mitglied mögen , kommt",-8.847657203674316,-9.434674263000488,-8.818209648132324,-8.337932586669922,-7.141476631164551,-6.211331844329834
"der feind , der die mitglieder mag , kommt",-9.612552642822266,-9.954687118530273,-8.495594024658203,-10.000140190124512,-9.649335861206055,-7.36732292175293
"die feinde , die die mitglieder mögen , kommt",-8.883708953857422,-9.767985343933105,-8.919031143188477,-9.825288772583008,-7.667603969573975,-7.774247169494629
"die feinde , die das mitglied mögen , kommen",-10.362306594848633,-10.213793754577637,-9.176338195800781,-6.459316730499268,-5.891712188720703,-6.9944305419921875
"der feind , der das mitglied mag , kommen",-10.648994445800781,-9.208318710327148,-9.376129150390625,-9.708198547363281,-8.546893119812012,-9.04905891418457
"die feinde , die die mitglieder mögen , kommen",-10.167400360107422,-9.324379920959473,-9.244144439697266,-6.410349369049072,-6.173159122467041,-7.324782371520996
"der feind , der die mitglieder mag , kommen",-10.267010688781738,-8.233545303344727,-9.368253707885742,-9.80994701385498,-7.65389347076416,-8.621072769165039
"der feind , der das mitglied vermeidet , kommt",-9.191667556762695,-8.60940170288086,-7.544781684875488,-5.40254545211792,-6.318192481994629,-6.478307247161865
"die feinde , die das mitglied vermeiden , kommt",-8.73124885559082,-8.07513427734375,-7.724525451660156,-5.882204532623291,-6.205502510070801,-5.788027763366699
"der feind , der die mitglieder vermeidet , kommt",-9.028278350830078,-8.450895309448242,-7.162301540374756,-5.589781761169434,-6.786777496337891,-6.849112510681152
"die feinde , die die mitglieder vermeiden , kommt",-8.4924955368042,-7.995025157928467,-7.2778730392456055,-6.878803730010986,-6.9509382247924805,-6.4428935050964355
"die feinde , die das mitglied vermeiden , kommen",-10.593892097473145,-9.674175262451172,-8.685035705566406,-5.819761753082275,-5.45125675201416,-7.686675548553467
"der feind , der das mitglied vermeidet , kommen",-10.864206314086914,-10.489789962768555,-9.740601539611816,-6.6550164222717285,-7.145270347595215,-8.87858772277832
"die feinde , die die mitglieder vermeiden , kommen",-10.243974685668945,-8.745439529418945,-8.240598678588867,-5.478236675262451,-5.352455139160156,-7.319664478302002
"der feind , der die mitglieder vermeidet , kommen",-10.525089263916016,-9.79778003692627,-9.48005485534668,-6.1242995262146,-7.554215431213379,-8.377638816833496
"der feind , der der bauer mag , zweifelt",-16.174444675445557,-17.96803331375122,-16.542283535003662,-20.23704481124878,-18.266180992126465,-21.874087810516357
"die feinde , die der bauer mögen , zweifelt",-16.78469467163086,-18.15629768371582,-17.04238986968994,-17.761337757110596,-20.45506763458252,-21.708608627319336
"der feind , der die bauern mag , zweifelt",-17.05294132232666,-17.99111032485962,-17.568657875061035,-20.152872562408447,-19.695927143096924,-18.1108980178833
"die feinde , die die bauern mögen , zweifelt",-17.50394868850708,-18.73314094543457,-17.7964506149292,-17.078810691833496,-21.14852237701416,-19.078757286071777
"die feinde , die der bauer mögen , zweifeln",-18.69043254852295,-18.516663551330566,-16.702674865722656,-16.91272497177124,-19.02974224090576,-14.882736682891846
"der feind , der der bauer mag , zweifeln",-17.185834884643555,-18.187626838684082,-15.942174911499023,-17.215129852294922,-19.596957683563232,-17.752405166625977
"die feinde , die die bauern mögen , zweifeln",-18.70876979827881,-18.78556537628174,-17.319064140319824,-16.118825912475586,-17.050930500030518,-12.44896936416626
"der feind , der die bauern mag , zweifeln",-17.498852729797363,-18.22575569152832,-17.080368518829346,-16.978854656219482,-18.2630672454834,-15.999074935913086
"der feind , der der bauer vermeidet , zweifelt",-15.908668518066406,-17.158926963806152,-16.743374824523926,-19.723490238189697,-21.55849552154541,-20.441709995269775
"die feinde , die der bauer vermeiden , zweifelt",-16.90566062927246,-17.333779335021973,-17.506898880004883,-21.422517776489258,-23.598783493041992,-24.323520183563232
"der feind , der die bauern vermeidet , zweifelt",-16.600131511688232,-16.809640884399414,-17.860485076904297,-19.34126615524292,-22.081972122192383,-20.12235975265503
"die feinde , die die bauern vermeiden , zweifelt",-17.498284339904785,-17.923718452453613,-18.306756019592285,-20.251221179962158,-24.067970275878906,-20.740354537963867
"die feinde , die der bauer vermeiden , zweifeln",-19.412848472595215,-18.605175971984863,-17.675058364868164,-18.70664691925049,-20.025376319885254,-16.876423835754395
"der feind , der der bauer vermeidet , zweifeln",-17.874507904052734,-18.585830688476562,-16.814269542694092,-16.76655387878418,-20.563140869140625,-16.751800060272217
"die feinde , die die bauern vermeiden , zweifeln",-19.37175464630127,-18.820488929748535,-18.032118797302246,-16.776317596435547,-17.310898303985596,-15.883710384368896
"der feind , der die bauern vermeidet , zweifeln",-17.83370876312256,-18.24437713623047,-17.573749542236328,-15.85648488998413,-18.126065731048584,-15.487102508544922
"der feind , der der bauer mag , konstruiert",-15.479578018188477,-15.753617286682129,-16.24520206451416,-12.82109260559082,-17.744006156921387,-11.893514633178711
"die feinde , die der bauer mögen , konstruiert",-15.788853645324707,-14.877640724182129,-16.71870994567871,-12.533029556274414,-18.18395709991455,-11.743417739868164
"der feind , der die bauern mag , konstruiert",-16.360255241394043,-16.071542739868164,-16.607661247253418,-13.509458541870117,-16.201616287231445,-11.99904727935791
"die feinde , die die bauern mögen , konstruiert",-16.811285972595215,-15.748885154724121,-17.150765419006348,-12.76130485534668,-17.30802631378174,-12.089995384216309
"die feinde , die der bauer mögen , konstruieren",-15.493513107299805,-15.265646934509277,-17.448430061340332,-16.08428192138672,-18.731410026550293,-15.19007396697998
"der feind , der der bauer mag , konstruieren",-14.690499305725098,-15.54905891418457,-17.23170280456543,-18.769705772399902,-20.674524307250977,-16.593074798583984
"die feinde , die die bauern mögen , konstruieren",-16.050068855285645,-15.399567604064941,-17.80137348175049,-14.698198318481445,-17.547358512878418,-14.106781959533691
