sentence,de_childes_best_clm_42,de_childes_best_clm_30,de_childes_best_clm_13,de_wikipedia_best_clm_42,de_wikipedia_best_clm_30,de_wikipedia_best_clm_13
die feinde zweifeln am wetter und schreibt einen brief an verwandte,-11.552962303161621,-11.936527252197266,-11.134719848632812,-13.042133331298828,-14.049089431762695,-12.691546440124512
die feinde zweifeln am wetter und schreiben einen brief an verwandte,-9.580513954162598,-7.677652359008789,-9.148192405700684,-13.087672233581543,-12.264358520507812,-12.42637825012207
der feind zweifelt am wetter und schreiben einen brief an verwandte,-10.215616226196289,-9.738987922668457,-10.84420108795166,-12.98829460144043,-10.793569564819336,-12.846848487854004
der feind zweifelt am wetter und erzählt eine geschichte über die ferien,-8.910040855407715,-7.88365364074707,-8.963659286499023,-10.616072654724121,-10.067376136779785,-11.204545021057129
die feinde zweifeln am wetter und erzählt eine geschichte über die ferien,-11.70012092590332,-9.85041332244873,-10.341737747192383,-12.398110389709473,-16.43106746673584,-14.943794250488281
die feinde zweifeln am wetter und erzählen eine geschichte über die ferien,-11.233736991882324,-9.313063621520996,-7.8394455909729,-14.277166366577148,-13.079290390014648,-14.215824127197266
der feind zweifelt am wetter und erzählen eine geschichte über die ferien,-10.022964477539062,-10.831247329711914,-7.832132339477539,-15.413900375366211,-12.157946586608887,-14.13074779510498
der feind zweifelt am wetter und spielt mit dem ball auf dem hof,-6.762650012969971,-5.616114139556885,-6.948025703430176,-9.380837440490723,-10.551037788391113,-10.059773445129395
die feinde zweifeln am wetter und spielt mit dem ball auf dem hof,-10.58248233795166,-10.147769927978516,-9.44551944732666,-11.557726860046387,-12.514135360717773,-11.380650520324707
die feinde zweifeln am wetter und spielen mit dem ball auf dem hof,-8.38290023803711,-6.707093238830566,-6.500669002532959,-10.194192886352539,-10.467649459838867,-7.786257743835449
der feind zweifelt am wetter und spielen mit dem ball auf dem hof,-9.126975059509277,-8.291927337646484,-7.931230545043945,-10.66915512084961,-11.0676851272583,-9.558847427368164
der feind zweifelt am wetter und kommt mit dem bus zum tennisplatz,-6.643230438232422,-6.1071977615356445,-7.068493366241455,-7.494152069091797,-7.621829509735107,-7.109078884124756
die feinde zweifeln am wetter und kommt mit dem bus zum tennisplatz,-9.277359962463379,-9.127302169799805,-8.439779281616211,-8.253969192504883,-8.796112060546875,-8.478363990783691
die feinde zweifeln am wetter und kommen mit dem bus zum tennisplatz,-7.926218032836914,-8.435162544250488,-8.754255294799805,-8.788902282714844,-8.768327713012695,-7.584134578704834
der feind zweifelt am wetter und kommen mit dem bus zum tennisplatz,-8.27044677734375,-9.613631248474121,-9.714662551879883,-10.632573127746582,-9.72515869140625,-8.44063949584961
der feind konstruiert ein modell und fürchtet den starken sturm,-14.72441577911377,-13.892244815826416,-13.484819889068604,-14.751750946044922,-16.486473560333252,-18.01780605316162
die feinde konstruieren ein modell und fürchtet den starken sturm,-15.66454792022705,-14.79337453842163,-13.662493705749512,-17.416950225830078,-19.192901611328125,-19.28815269470215
die feinde konstruieren ein modell und fürchten den starken sturm,-15.918997287750244,-14.556104183197021,-14.98104190826416,-17.234997749328613,-18.37646770477295,-14.746037483215332
der feind konstruiert ein modell und fürchten den starken sturm,-17.171532154083252,-14.850200653076172,-15.832001209259033,-16.66641902923584,-16.734190940856934,-15.173376083374023
der feind konstruiert ein modell und schält den reifen grünen apfel,-13.440940856933594,-10.779769897460938,-12.327722549438477,-13.582443714141846,-16.758296966552734,-15.659855842590332
die feinde konstruieren ein modell und schält den reifen grünen apfel,-13.903586387634277,-11.59325885772705,-13.199385643005371,-13.6571044921875,-16.7220516204834,-16.17227554321289
die feinde konstruieren ein modell und schälen den reifen grünen apfel,-13.66840934753418,-12.239501953125,-12.877899169921875,-13.088502407073975,-15.302501201629639,-16.96093463897705
der feind konstruiert ein modell und schälen den reifen grünen apfel,-14.84096908569336,-13.194791793823242,-13.394269943237305,-16.80051612854004,-17.67563533782959,-17.189712047576904
der feind konstruiert ein modell und taucht in das wasser des meeres,-9.91100788116455,-9.721089363098145,-10.622549057006836,-7.637362957000732,-7.787308216094971,-8.081678867340088
die feinde konstruieren ein modell und taucht in das wasser des meeres,-10.31326961517334,-11.534051895141602,-12.454524040222168,-8.648844718933105,-9.447110176086426,-10.199724674224854
die feinde konstruieren ein modell und tauchen in das wasser des meeres,-8.235300540924072,-8.717677116394043,-9.222006797790527,-9.638452053070068,-8.213263034820557,-12.235856533050537
der feind konstruiert ein modell und tauchen in das wasser des meeres,-8.788532257080078,-8.130847930908203,-8.992117881774902,-10.08594274520874,-9.626779079437256,-12.479454517364502
der feind konstruiert ein modell und kennt die antwort auf die frage,-9.067850112915039,-8.8160400390625,-11.154480934143066,-7.404037952423096,-7.053739547729492,-7.455975532531738
die feinde konstruieren ein modell und kennt die antwort auf die frage,-10.173524856567383,-10.284902572631836,-13.263607025146484,-7.768463134765625,-7.568894386291504,-7.376668453216553
die feinde konstruieren ein modell und kennen die antwort auf die frage,-11.522222518920898,-9.317503929138184,-10.505060195922852,-10.26659870147705,-13.042529106140137,-11.525789260864258
der feind konstruiert ein modell und kennen die antwort auf die frage,-11.696479797363281,-10.734701156616211,-12.301980018615723,-11.345126152038574,-15.084383010864258,-13.572027206420898
der feind konstruiert ein modell und schreibt einen brief an verwandte,-8.878382682800293,-9.444602966308594,-10.388911247253418,-7.550167083740234,-8.316177368164062,-7.417342662811279
die feinde konstruieren ein modell und schreibt einen brief an verwandte,-9.534303665161133,-11.134859085083008,-12.110519409179688,-8.552425384521484,-10.727478981018066,-9.60062026977539
die feinde konstruieren ein modell und schreiben einen brief an verwandte,-9.754204750061035,-8.038063049316406,-8.562186241149902,-8.01434326171875,-7.4544358253479,-7.847370147705078
der feind konstruiert ein modell und schreiben einen brief an verwandte,-10.257826805114746,-9.509580612182617,-9.965072631835938,-9.871706008911133,-7.747894763946533,-10.419278144836426
der feind konstruiert ein modell und erzählt eine geschichte über die ferien,-9.761797904968262,-9.384032249450684,-11.296762466430664,-7.391512870788574,-9.248817443847656,-9.394556045532227
die feinde konstruieren ein modell und erzählt eine geschichte über die ferien,-10.365279197692871,-10.925126075744629,-12.928664207458496,-9.205721855163574,-13.365211486816406,-12.889298439025879
die feinde konstruieren ein modell und erzählen eine geschichte über die ferien,-10.715887069702148,-9.326916694641113,-10.921379089355469,-11.84742546081543,-11.248343467712402,-11.751007080078125
der feind konstruiert ein modell und erzählen eine geschichte über die ferien,-10.444676399230957,-10.112751007080078,-10.994501113891602,-10.85596752166748,-11.16049575805664,-11.487228393554688
der feind konstruiert ein modell und spielt mit dem ball auf dem hof,-8.745548248291016,-8.15789794921875,-9.709344863891602,-8.603790283203125,-9.886737823486328,-9.076469421386719
die feinde konstruieren ein modell und spielt mit dem ball auf dem hof,-10.123950958251953,-11.104378700256348,-12.564421653747559,-9.953780174255371,-11.913312911987305,-11.508893966674805
die feinde konstruieren ein modell und spielen mit dem ball auf dem hof,-10.223267555236816,-8.703473091125488,-9.621785163879395,-9.544055938720703,-8.257122039794922,-7.523571014404297
der feind konstruiert ein modell und spielen mit dem ball auf dem hof,-10.971278190612793,-10.07112979888916,-11.287827491760254,-11.44256591796875,-9.917095184326172,-10.018296241760254
der feind konstruiert ein modell und kommt mit dem bus zum tennisplatz,-7.349773406982422,-8.251681327819824,-9.052215576171875,-5.932877540588379,-6.117020130157471,-7.175943374633789
die feinde konstruieren ein modell und kommt mit dem bus zum tennisplatz,-8.150233268737793,-11.183462142944336,-10.664193153381348,-6.539651870727539,-7.480339527130127,-9.105683326721191
die feinde konstruieren ein modell und kommen mit dem bus zum tennisplatz,-7.813419342041016,-10.422773361206055,-9.605494499206543,-6.924849510192871,-5.841657638549805,-6.437649726867676
der feind konstruiert ein modell und kommen mit dem bus zum tennisplatz,-8.192853927612305,-10.92827033996582,-10.806953430175781,-8.764415740966797,-7.921398162841797,-8.645888328552246
der feind fürchtet den starken sturm und schält den reifen grünen apfel,-13.019227027893066,-11.9159574508667,-12.049205780029297,-14.132246017456055,-15.862468719482422,-13.491692066192627
die feinde fürchten den starken sturm und schält den reifen grünen apfel,-15.203974723815918,-13.940486907958984,-14.852668762207031,-15.090527534484863,-16.77098846435547,-14.293793678283691
die feinde fürchten den starken sturm und schälen den reifen grünen apfel,-13.455967903137207,-13.128778457641602,-14.089996337890625,-13.46337890625,-13.821524143218994,-13.749442100524902
der feind fürchtet den starken sturm und schälen den reifen grünen apfel,-13.624608993530273,-12.140746116638184,-13.998839378356934,-14.008787155151367,-14.63330602645874,-14.389485359191895
der feind fürchtet den starken sturm und taucht in das wasser des meeres,-7.322103500366211,-6.646180629730225,-8.967121124267578,-10.247059345245361,-11.514797687530518,-10.8318452835083
die feinde fürchten den starken sturm und taucht in das wasser des meeres,-9.243024826049805,-8.087099075317383,-9.36438274383545,-13.24216604232788,-12.552833080291748,-11.93583345413208
die feinde fürchten den starken sturm und tauchen in das wasser des meeres,-8.409772872924805,-7.815550327301025,-11.48440933227539,-11.015878677368164,-10.779873371124268,-11.206791400909424
der feind fürchtet den starken sturm und tauchen in das wasser des meeres,-9.164115905761719,-6.707486629486084,-11.439276695251465,-9.888723850250244,-11.623409748077393,-12.100384712219238
der feind fürchtet den starken sturm und kennt die antwort auf die frage,-8.849138259887695,-8.276716232299805,-10.200528144836426,-8.550358772277832,-11.057209014892578,-11.54206371307373
die feinde fürchten den starken sturm und kennt die antwort auf die frage,-11.542290687561035,-10.523028373718262,-12.473435401916504,-12.12506103515625,-12.26015853881836,-12.016136169433594
die feinde fürchten den starken sturm und kennen die antwort auf die frage,-12.104706764221191,-11.616472244262695,-12.692302703857422,-18.5042781829834,-14.16781234741211,-14.118935585021973
der feind fürchtet den starken sturm und kennen die antwort auf die frage,-12.398037910461426,-12.16391372680664,-13.659629821777344,-14.598258972167969,-14.468429565429688,-15.390288352966309
der feind fürchtet den starken sturm und schreibt einen brief an verwandte,-9.771758079528809,-9.74035358428955,-10.493410110473633,-9.91611099243164,-10.748053550720215,-10.178228378295898
die feinde fürchten den starken sturm und schreibt einen brief an verwandte,-12.72368049621582,-12.591446876525879,-13.118773460388184,-13.599825859069824,-12.674421310424805,-11.985575675964355
die feinde fürchten den starken sturm und schreiben einen brief an verwandte,-12.356646537780762,-10.098836898803711,-11.456358909606934,-15.655420303344727,-12.444588661193848,-12.79111385345459
der feind fürchtet den starken sturm und schreiben einen brief an verwandte,-13.34068489074707,-10.273136138916016,-11.673460006713867,-13.764418601989746,-11.618395805358887,-13.583935737609863
der feind fürchtet den starken sturm und erzählt eine geschichte über die ferien,-7.548434734344482,-9.3748779296875,-8.723471641540527,-8.496988296508789,-11.496891975402832,-9.79017448425293
die feinde fürchten den starken sturm und erzählt eine geschichte über die ferien,-10.159884452819824,-11.292122840881348,-10.243805885314941,-13.699100494384766,-17.53315496444702,-13.879603385925293
die feinde fürchten den starken sturm und erzählen eine geschichte über die ferien,-13.413373947143555,-9.448453903198242,-10.97144603729248,-15.724605560302734,-13.442377090454102,-13.941011428833008
der feind fürchtet den starken sturm und erzählen eine geschichte über die ferien,-12.106307983398438,-9.505279541015625,-10.271127700805664,-13.78969669342041,-12.938614845275879,-13.460911750793457
der feind fürchtet den starken sturm und spielt mit dem ball auf dem hof,-7.957684516906738,-9.56065559387207,-10.00815200805664,-9.581083297729492,-10.82360553741455,-10.556381225585938
die feinde fürchten den starken sturm und spielt mit dem ball auf dem hof,-12.83707046508789,-12.585394859313965,-13.583028793334961,-13.304287910461426,-12.90756893157959,-12.428199768066406
die feinde fürchten den starken sturm und spielen mit dem ball auf dem hof,-13.09288501739502,-11.049858093261719,-11.671935081481934,-12.895105361938477,-10.958894729614258,-11.63736343383789
der feind fürchtet den starken sturm und spielen mit dem ball auf dem hof,-12.361164093017578,-11.231399536132812,-11.328949928283691,-11.696159362792969,-12.44688892364502,-12.395663261413574
der feind fürchtet den starken sturm und kommt mit dem bus zum tennisplatz,-5.661734104156494,-7.0636444091796875,-7.522635459899902,-7.339099407196045,-7.110385894775391,-7.816421985626221
die feinde fürchten den starken sturm und kommt mit dem bus zum tennisplatz,-7.903075218200684,-8.549991607666016,-9.098396301269531,-10.230917930603027,-7.851328372955322,-8.632211685180664
die feinde fürchten den starken sturm und kommen mit dem bus zum tennisplatz,-7.940181732177734,-8.25015640258789,-10.451431274414062,-11.484457015991211,-8.6932373046875,-8.971363067626953
der feind fürchtet den starken sturm und kommen mit dem bus zum tennisplatz,-8.53349494934082,-8.669878959655762,-11.384612083435059,-10.125200271606445,-10.434639930725098,-10.66840648651123
der feind schält den reifen grünen apfel und taucht in das wasser des meeres,-12.289397239685059,-9.745420455932617,-12.885892868041992,-13.312726974487305,-11.087987899780273,-8.753264427185059
die feinde schälen den reifen grünen apfel und taucht in das wasser des meeres,-13.25609016418457,-11.43758487701416,-13.623306274414062,-12.6549072265625,-10.427083492279053,-8.514024257659912
die feinde schälen den reifen grünen apfel und tauchen in das wasser des meeres,-8.931753158569336,-8.997984409332275,-11.859230041503906,-8.954767227172852,-9.140433311462402,-8.765038013458252
der feind schält den reifen grünen apfel und tauchen in das wasser des meeres,-11.643733024597168,-9.296664714813232,-13.81218147277832,-10.777685165405273,-10.177696704864502,-11.84339427947998
der feind schält den reifen grünen apfel und kennt die antwort auf die frage,-11.589333534240723,-11.342835426330566,-11.594976425170898,-10.681413650512695,-12.273218154907227,-13.267192840576172
die feinde schälen den reifen grünen apfel und kennt die antwort auf die frage,-13.216219902038574,-12.874604225158691,-13.659273147583008,-12.397976875305176,-13.223902702331543,-13.218822479248047
die feinde schälen den reifen grünen apfel und kennen die antwort auf die frage,-15.030104637145996,-14.165842056274414,-14.722681045532227,-11.58310604095459,-12.737561225891113,-14.48509693145752
der feind schält den reifen grünen apfel und kennen die antwort auf die frage,-15.197823524475098,-14.487945556640625,-16.9345703125,-11.282403945922852,-13.753031730651855,-15.135416984558105
der feind schält den reifen grünen apfel und schreibt einen brief an verwandte,-10.445943832397461,-10.260359764099121,-11.394807815551758,-10.011344909667969,-9.99789810180664,-10.08493423461914
die feinde schälen den reifen grünen apfel und schreibt einen brief an verwandte,-11.558059692382812,-12.531140327453613,-13.717985153198242,-12.474806785583496,-11.9182710647583,-12.257089614868164
die feinde schälen den reifen grünen apfel und schreiben einen brief an verwandte,-12.629477500915527,-13.070841789245605,-11.994966506958008,-11.143180847167969,-10.447404861450195,-11.322153091430664
der feind schält den reifen grünen apfel und schreiben einen brief an verwandte,-13.647302627563477,-12.560072898864746,-13.443211555480957,-12.323709487915039,-10.74483585357666,-12.898801803588867
der feind schält den reifen grünen apfel und erzählt eine geschichte über die ferien,-12.492700576782227,-12.227669715881348,-13.280532836914062,-10.83185338973999,-10.179255485534668,-9.369460105895996
die feinde schälen den reifen grünen apfel und erzählt eine geschichte über die ferien,-13.046323776245117,-13.731535911560059,-14.946113586425781,-13.879834175109863,-12.546018600463867,-12.204305648803711
die feinde schälen den reifen grünen apfel und erzählen eine geschichte über die ferien,-13.48112678527832,-13.27743148803711,-12.505863189697266,-12.852874755859375,-12.6511869430542,-12.95425796508789
der feind schält den reifen grünen apfel und erzählen eine geschichte über die ferien,-13.66903018951416,-13.486141204833984,-12.973024368286133,-14.138051986694336,-12.922758102416992,-13.976265907287598
der feind schält den reifen grünen apfel und spielt mit dem ball auf dem hof,-11.336973190307617,-10.900620460510254,-11.567501068115234,-10.560104370117188,-11.890056610107422,-12.054315567016602
die feinde schälen den reifen grünen apfel und spielt mit dem ball auf dem hof,-13.309746742248535,-13.989030838012695,-15.184011459350586,-12.771172523498535,-13.868488311767578,-11.890143394470215
die feinde schälen den reifen grünen apfel und spielen mit dem ball auf dem hof,-11.296343803405762,-12.753314971923828,-11.500754356384277,-9.245384216308594,-9.502891540527344,-7.81365442276001
der feind schält den reifen grünen apfel und spielen mit dem ball auf dem hof,-12.443748474121094,-12.372759819030762,-12.449504852294922,-9.927300453186035,-11.776329040527344,-11.674039840698242
der feind schält den reifen grünen apfel und kommt mit dem bus zum tennisplatz,-7.448221206665039,-8.454919815063477,-9.15705394744873,-9.785295486450195,-8.740754127502441,-8.751651763916016
die feinde schälen den reifen grünen apfel und kommt mit dem bus zum tennisplatz,-8.674551010131836,-11.14870548248291,-11.647494316101074,-10.671953201293945,-9.382803916931152,-9.027297973632812
die feinde schälen den reifen grünen apfel und kommen mit dem bus zum tennisplatz,-9.225200653076172,-11.595754623413086,-10.958600997924805,-7.706305027008057,-7.479716777801514,-7.661052703857422
der feind schält den reifen grünen apfel und kommen mit dem bus zum tennisplatz,-9.607190132141113,-11.443947792053223,-12.400190353393555,-9.821964263916016,-10.294266700744629,-10.687309265136719
der feind taucht in das wasser des meeres und kennt die antwort auf die frage,-9.01449966430664,-9.702878952026367,-10.201187133789062,-8.381214141845703,-11.003850936889648,-11.090507507324219
die feinde tauchen in das wasser des meeres und kennt die antwort auf die frage,-11.011393547058105,-11.91445541381836,-11.643050193786621,-9.915908813476562,-11.614510536193848,-11.644353866577148
die feinde tauchen in das wasser des meeres und kennen die antwort auf die frage,-13.738696098327637,-12.832286834716797,-11.722677230834961,-11.615226745605469,-11.832066535949707,-11.94013786315918
der feind taucht in das wasser des meeres und kennen die antwort auf die frage,-14.075430870056152,-14.022296905517578,-14.219470977783203,-11.307482719421387,-14.513802528381348,-13.876866340637207
der feind taucht in das wasser des meeres und schreibt einen brief an verwandte,-9.063047409057617,-9.365928649902344,-8.521689414978027,-9.666847229003906,-11.716662406921387,-11.891924858093262
die feinde tauchen in das wasser des meeres und schreibt einen brief an verwandte,-11.17050552368164,-12.732917785644531,-11.757682800292969,-11.28537654876709,-12.77894115447998,-11.870960235595703
die feinde tauchen in das wasser des meeres und schreiben einen brief an verwandte,-13.140532493591309,-12.598934173583984,-11.477181434631348,-11.191584587097168,-11.25686264038086,-13.030745506286621
der feind taucht in das wasser des meeres und schreiben einen brief an verwandte,-13.64107608795166,-13.375579833984375,-11.462535858154297,-13.553406715393066,-12.992959022521973,-15.845467567443848
der feind taucht in das wasser des meeres und erzählt eine geschichte über die ferien,-7.953022480010986,-10.816205024719238,-8.515484809875488,-9.866337299346924,-11.947376251220703,-12.708739280700684
die feinde tauchen in das wasser des meeres und erzählt eine geschichte über die ferien,-9.611358642578125,-11.651914596557617,-10.644495964050293,-14.564077377319336,-15.742526531219482,-16.35248851776123
die feinde tauchen in das wasser des meeres und erzählen eine geschichte über die ferien,-11.022042274475098,-10.139423370361328,-10.449207305908203,-12.484140396118164,-12.755559921264648,-12.66090202331543
der feind taucht in das wasser des meeres und erzählen eine geschichte über die ferien,-10.889102935791016,-11.93795394897461,-9.434927940368652,-12.709554672241211,-12.975784301757812,-13.635298728942871
der feind taucht in das wasser des meeres und spielt mit dem ball auf dem hof,-7.599206447601318,-6.892383575439453,-8.630701065063477,-7.621527194976807,-8.744916915893555,-8.060211181640625
die feinde tauchen in das wasser des meeres und spielt mit dem ball auf dem hof,-11.374256134033203,-9.65603256225586,-11.42101001739502,-9.752368927001953,-10.65625,-8.871109962463379
die feinde tauchen in das wasser des meeres und spielen mit dem ball auf dem hof,-11.838590621948242,-8.93032169342041,-11.176806449890137,-8.832907676696777,-9.640233039855957,-8.04031753540039
der feind taucht in das wasser des meeres und spielen mit dem ball auf dem hof,-12.56722354888916,-11.447559356689453,-11.697772979736328,-11.517840385437012,-12.294361114501953,-9.545083999633789
der feind taucht in das wasser des meeres und kommt mit dem bus zum tennisplatz,-6.540799140930176,-6.129854202270508,-6.562373638153076,-5.103050231933594,-6.6554460525512695,-3.418935775756836
die feinde tauchen in das wasser des meeres und kommt mit dem bus zum tennisplatz,-8.337221145629883,-8.853553771972656,-7.902724742889404,-6.852855682373047,-6.430507183074951,-3.175652503967285
die feinde tauchen in das wasser des meeres und kommen mit dem bus zum tennisplatz,-9.652495384216309,-9.55521011352539,-9.572408676147461,-5.885396957397461,-6.318831920623779,-5.856137752532959
der feind taucht in das wasser des meeres und kommen mit dem bus zum tennisplatz,-10.30704116821289,-9.974211692810059,-10.623102188110352,-8.741634368896484,-10.025646209716797,-9.280085563659668
der feind kennt die antwort auf die frage und schreibt einen brief an verwandte,-5.558290958404541,-6.242681980133057,-6.920409679412842,-7.038821697235107,-8.390984535217285,-8.422967910766602
die feinde kennen die antwort auf die frage und schreibt einen brief an verwandte,-6.041962146759033,-8.034788131713867,-8.059776306152344,-7.633793354034424,-8.75646686553955,-9.27658462524414
die feinde kennen die antwort auf die frage und schreiben einen brief an verwandte,-6.82515287399292,-4.997100353240967,-6.501953601837158,-10.137560844421387,-6.658537864685059,-8.722809791564941
der feind kennt die antwort auf die frage und schreiben einen brief an verwandte,-9.583152770996094,-7.7869157791137695,-7.858976364135742,-10.618575096130371,-7.255031585693359,-9.885860443115234
der feind kennt die antwort auf die frage und erzählt eine geschichte über die ferien,-6.603741645812988,-5.529543876647949,-6.544997692108154,-10.579303741455078,-11.4647798538208,-11.109090805053711
die feinde kennen die antwort auf die frage und erzählt eine geschichte über die ferien,-7.793032646179199,-7.207487106323242,-8.109172821044922,-10.89503288269043,-12.460124969482422,-11.80378532409668
die feinde kennen die antwort auf die frage und erzählen eine geschichte über die ferien,-7.629575729370117,-5.6325459480285645,-6.788003921508789,-13.063746452331543,-11.0111722946167,-11.234193801879883
der feind kennt die antwort auf die frage und erzählen eine geschichte über die ferien,-8.359535217285156,-7.056918144226074,-6.380804538726807,-13.010787010192871,-12.307196617126465,-11.664976119995117
der feind kennt die antwort auf die frage und spielt mit dem ball auf dem hof,-5.895436763763428,-5.1957173347473145,-7.055861949920654,-9.380558967590332,-11.567950248718262,-9.808956146240234
die feinde kennen die antwort auf die frage und spielt mit dem ball auf dem hof,-7.999138355255127,-8.258245468139648,-9.728163719177246,-9.423648834228516,-11.541253089904785,-10.558083534240723
die feinde kennen die antwort auf die frage und spielen mit dem ball auf dem hof,-9.171212196350098,-8.322578430175781,-11.07231616973877,-10.80038833618164,-10.34695816040039,-10.338506698608398
der feind kennt die antwort auf die frage und spielen mit dem ball auf dem hof,-10.604256629943848,-10.084450721740723,-10.927678108215332,-10.844701766967773,-11.2969970703125,-10.972787857055664
der feind kennt die antwort auf die frage und kommt mit dem bus zum tennisplatz,-7.047701835632324,-5.24344539642334,-7.835641384124756,-6.235632419586182,-6.791676998138428,-8.248988151550293
die feinde kennen die antwort auf die frage und kommt mit dem bus zum tennisplatz,-7.589301586151123,-7.36802339553833,-8.701178550720215,-6.165558338165283,-7.461074352264404,-8.683647155761719
die feinde kennen die antwort auf die frage und kommen mit dem bus zum tennisplatz,-8.633604049682617,-8.367012023925781,-8.57094955444336,-6.621420383453369,-6.8154144287109375,-9.871370315551758
der feind kennt die antwort auf die frage und kommen mit dem bus zum tennisplatz,-11.304369926452637,-10.24777889251709,-10.587955474853516,-7.18886137008667,-7.421836853027344,-9.851329803466797
der feind schreibt einen brief an verwandte und erzählt eine geschichte über die ferien,-6.729330539703369,-7.888338088989258,-6.6123809814453125,-7.853919982910156,-9.218032836914062,-6.503262519836426
die feinde schreiben einen brief an verwandte und erzählt eine geschichte über die ferien,-8.617815971374512,-9.604650497436523,-9.566514015197754,-8.388936042785645,-10.384458541870117,-8.581574440002441
die feinde schreiben einen brief an verwandte und erzählen eine geschichte über die ferien,-7.836652755737305,-7.126885414123535,-6.613491058349609,-8.538934230804443,-7.002065658569336,-8.847582817077637
der feind schreibt einen brief an verwandte und erzählen eine geschichte über die ferien,-9.622232437133789,-9.067975997924805,-7.194237232208252,-8.863412380218506,-7.978275299072266,-9.6128249168396
der feind schreibt einen brief an verwandte und spielt mit dem ball auf dem hof,-7.206033229827881,-5.406676292419434,-6.1158599853515625,-10.524500846862793,-11.00101089477539,-10.713050842285156
die feinde schreiben einen brief an verwandte und spielt mit dem ball auf dem hof,-11.411581993103027,-9.655930519104004,-9.656888008117676,-13.326794624328613,-11.76451587677002,-10.050649642944336
die feinde schreiben einen brief an verwandte und spielen mit dem ball auf dem hof,-9.305530548095703,-7.772983551025391,-8.147130012512207,-10.554742813110352,-9.263143539428711,-8.616291999816895
der feind schreibt einen brief an verwandte und spielen mit dem ball auf dem hof,-11.459884643554688,-10.011930465698242,-10.228158950805664,-11.377326965332031,-10.4129638671875,-11.495734214782715
