sentence,de_childes_best_clm_42,de_childes_best_clm_30,de_childes_best_clm_13,de_wikipedia_best_clm_42,de_wikipedia_best_clm_30,de_wikipedia_best_clm_13
"der feind , den das mitglied mag , konstruieren",-15.062980651855469,-13.791382789611816,-19.242530822753906,-15.68401050567627,-16.594636917114258,-14.277775764465332
"die feinde , die die mitglieder mögen , konstruieren",-15.204874992370605,-13.783608436584473,-17.7059965133667,-14.47311019897461,-17.311911582946777,-13.943231582641602
"der feind , den die mitglieder mögen , konstruieren",-14.995929718017578,-14.577672958374023,-18.392516136169434,-14.059414863586426,-17.062487602233887,-14.514912605285645
"der feind , den das mitglied vermeidet , konstruiert",-15.009427070617676,-14.334576606750488,-17.369192600250244,-11.269020080566406,-12.900662422180176,-12.598679542541504
"die feinde , die das mitglied vermeidet , konstruiert",-14.7748384475708,-13.596169471740723,-17.012537956237793,-11.579422950744629,-12.125044822692871,-11.782041549682617
"der feind , den die mitglieder vermeiden , konstruiert",-14.752721786499023,-13.780269622802734,-16.472960472106934,-12.491104125976562,-16.041183471679688,-13.289400100708008
"die feinde , die die mitglieder vermeiden , konstruiert",-14.869665145874023,-12.979365348815918,-15.608256340026855,-12.7522611618042,-14.985214233398438,-12.792399406433105
"die feinde , die das mitglied vermeidet , konstruieren",-15.991695404052734,-13.476922988891602,-18.789573669433594,-15.27448844909668,-12.938278198242188,-14.69711971282959
"der feind , den das mitglied vermeidet , konstruieren",-15.892117500305176,-14.310935974121094,-19.227342128753662,-14.53011417388916,-14.085419654846191,-15.430487632751465
"die feinde , die die mitglieder vermeiden , konstruieren",-15.454224586486816,-13.235527992248535,-16.57405662536621,-14.353362083435059,-14.724207878112793,-14.181366920471191
"der feind , den die mitglieder vermeiden , konstruieren",-15.17298698425293,-14.175277709960938,-17.590123176574707,-13.852362632751465,-15.851491928100586,-14.415335655212402
"der feind , den das mitglied mag , fürchtet",-15.921299457550049,-18.552371501922607,-15.07880687713623,-15.79971170425415,-14.423282623291016,-20.621590614318848
"die feinde , die das mitglied mag , fürchtet",-16.476712226867676,-19.37931728363037,-15.124744415283203,-16.31678056716919,-14.313906192779541,-23.272894382476807
"der feind , den die mitglieder mögen , fürchtet",-16.467143058776855,-18.825977325439453,-14.867911338806152,-12.641952991485596,-12.319150924682617,-18.00138807296753
"die feinde , die die mitglieder mögen , fürchtet",-17.06850528717041,-19.09053325653076,-14.646276950836182,-12.664660930633545,-12.623042583465576,-19.23808240890503
"die feinde , die das mitglied mag , fürchten",-18.13656997680664,-18.73342514038086,-13.769432067871094,-15.799823760986328,-12.715240001678467,-13.955633163452148
"der feind , den das mitglied mag , fürchten",-18.394019603729248,-18.079745769500732,-13.225505352020264,-14.942370414733887,-12.592490196228027,-13.18124008178711
"die feinde , die die mitglieder mögen , fürchten",-18.62136936187744,-19.323030471801758,-13.663785457611084,-13.177737712860107,-12.1703782081604,-11.102734088897705
"der feind , den die mitglieder mögen , fürchten",-18.647034645080566,-19.052656173706055,-13.54572868347168,-13.276112079620361,-11.671117305755615,-10.879281997680664
"der feind , den das mitglied vermeidet , fürchtet",-16.9126033782959,-17.484836101531982,-14.259343147277832,-13.267292976379395,-13.70044469833374,-15.53884744644165
"die feinde , die das mitglied vermeidet , fürchtet",-17.5101318359375,-18.217272758483887,-14.208828926086426,-14.617844104766846,-14.056077480316162,-17.395297527313232
"der feind , den die mitglieder vermeiden , fürchtet",-17.098473072052002,-17.114684581756592,-14.519044876098633,-13.02396821975708,-14.338140964508057,-16.95943021774292
"die feinde , die die mitglieder vermeiden , fürchtet",-17.59882116317749,-17.431729316711426,-14.184861660003662,-13.670979499816895,-13.897358894348145,-18.319260597229004
"die feinde , die das mitglied vermeidet , fürchten",-18.243539810180664,-17.64911460876465,-12.770237922668457,-16.944026470184326,-15.121667861938477,-12.018688201904297
"der feind , den das mitglied vermeidet , fürchten",-18.411797523498535,-17.048044681549072,-12.373753070831299,-16.071420192718506,-15.368571281433105,-11.176520824432373
"die feinde , die die mitglieder vermeiden , fürchten",-18.384443759918213,-17.277202606201172,-13.306238174438477,-13.76932954788208,-13.300243854522705,-11.811895847320557
"der feind , den die mitglieder vermeiden , fürchten",-18.54658269882202,-17.040785312652588,-13.286054134368896,-13.06294584274292,-13.27394437789917,-11.011037349700928
"der feind , den das mitglied mag , schält",-21.932109832763672,-16.08948040008545,-15.691634178161621,-17.08991050720215,-16.229674339294434,-16.781606674194336
"die feinde , die das mitglied mag , schält",-20.859527587890625,-15.175860404968262,-15.992279052734375,-17.26093292236328,-16.65267038345337,-17.04655885696411
"der feind , den die mitglieder mögen , schält",-19.93730068206787,-14.985668182373047,-15.606212615966797,-15.676791191101074,-16.11493158340454,-17.214405059814453
"die feinde , die die mitglieder mögen , schält",-19.40609073638916,-14.345102310180664,-15.524188995361328,-15.809634685516357,-16.37218475341797,-17.081034660339355
"die feinde , die das mitglied mag , schälen",-19.21834087371826,-15.655550003051758,-13.415745735168457,-16.796380519866943,-15.368503093719482,-19.813237190246582
"der feind , den das mitglied mag , schälen",-20.622700214385986,-15.905021667480469,-13.245231628417969,-18.87890911102295,-16.61050844192505,-19.160683631896973
"die feinde , die die mitglieder mögen , schälen",-17.609949111938477,-15.550215721130371,-12.974306106567383,-13.830111980438232,-14.43667459487915,-17.089459896087646
"der feind , den die mitglieder mögen , schälen",-18.478907108306885,-15.677165031433105,-13.289281845092773,-16.004030227661133,-15.392363548278809,-17.2807674407959
"der feind , den das mitglied vermeidet , schält",-20.132699489593506,-12.927186965942383,-15.338896751403809,-16.592833042144775,-16.64835023880005,-16.54252815246582
"die feinde , die das mitglied vermeidet , schält",-19.23561716079712,-12.37231159210205,-15.515164375305176,-15.500840187072754,-16.494473457336426,-17.36147975921631
"der feind , den die mitglieder vermeiden , schält",-19.758557319641113,-13.092985153198242,-15.277223587036133,-15.758885860443115,-16.048278331756592,-17.75406551361084
"die feinde , die die mitglieder vermeiden , schält",-19.236606121063232,-12.49803638458252,-15.281072616577148,-15.031353950500488,-16.100616931915283,-18.130496978759766
"die feinde , die das mitglied vermeidet , schälen",-18.162436485290527,-15.029379844665527,-14.812012672424316,-15.39302110671997,-14.687716960906982,-18.95382261276245
"der feind , den das mitglied vermeidet , schälen",-19.33236312866211,-15.26534652709961,-14.965418815612793,-18.631632328033447,-16.473285675048828,-17.812074661254883
"die feinde , die die mitglieder vermeiden , schälen",-17.492568969726562,-14.191777229309082,-11.941060066223145,-14.430202960968018,-15.577430248260498,-17.124187469482422
"der feind , den die mitglieder vermeiden , schälen",-18.43195629119873,-14.182784080505371,-12.286893844604492,-16.743390560150146,-16.679913997650146,-17.16629409790039
"der feind , den das mitglied mag , taucht",-12.113602638244629,-14.260167121887207,-14.044234275817871,-9.29303789138794,-9.745737075805664,-9.96366262435913
"die feinde , die das mitglied mag , taucht",-11.660903930664062,-13.60947322845459,-13.844810485839844,-8.65852165222168,-9.346238136291504,-10.540354251861572
"der feind , den die mitglieder mögen , taucht",-11.392345428466797,-15.192302703857422,-14.488733291625977,-8.41618299484253,-9.407405853271484,-10.469453811645508
"die feinde , die die mitglieder mögen , taucht",-11.055468559265137,-14.804112434387207,-14.323417663574219,-9.083533763885498,-10.09363842010498,-11.001210689544678
"die feinde , die das mitglied mag , tauchen",-12.752217292785645,-11.364705085754395,-12.138603210449219,-10.899616718292236,-11.23332166671753,-15.539392948150635
"der feind , den das mitglied mag , tauchen",-12.899646759033203,-12.255143165588379,-12.402627944946289,-12.149529933929443,-12.503776550292969,-14.871479511260986
"die feinde , die die mitglieder mögen , tauchen",-13.007643699645996,-11.618242263793945,-11.5625638961792,-9.137941837310791,-10.688326835632324,-12.484421253204346
"der feind , den die mitglieder mögen , tauchen",-13.221328735351562,-12.864169120788574,-11.944361686706543,-9.762316703796387,-10.901761054992676,-12.363542556762695
"der feind , den das mitglied vermeidet , taucht",-11.768425941467285,-13.609787940979004,-13.544229507446289,-8.087173461914062,-9.138345718383789,-8.586861610412598
"die feinde , die das mitglied vermeidet , taucht",-11.357752799987793,-12.819767951965332,-13.319454193115234,-8.01112413406372,-8.84014081954956,-9.702435493469238
"der feind , den die mitglieder vermeiden , taucht",-11.646818161010742,-14.095009803771973,-13.414298057556152,-7.316112518310547,-8.763677597045898,-9.371727466583252
"die feinde , die die mitglieder vermeiden , taucht",-11.249930381774902,-13.580857276916504,-12.993023872375488,-8.622260570526123,-9.119446277618408,-10.513408660888672
"die feinde , die das mitglied vermeidet , tauchen",-13.084513664245605,-12.160260200500488,-13.161882400512695,-10.007282733917236,-10.440374851226807,-13.226804733276367
"der feind , den das mitglied vermeidet , tauchen",-13.349015235900879,-13.486979484558105,-13.537185668945312,-10.932269096374512,-12.044610023498535,-12.522053718566895
"die feinde , die die mitglieder vermeiden , tauchen",-13.462520599365234,-11.727500915527344,-11.874547958374023,-9.300670623779297,-10.622430801391602,-11.653068542480469
"der feind , den die mitglieder vermeiden , tauchen",-13.6779146194458,-13.185230255126953,-12.500913619995117,-9.289780616760254,-10.816484451293945,-11.01854944229126
"der feind , den das mitglied mag , kennt",-9.524466514587402,-8.748467445373535,-9.853989601135254,-8.689923286437988,-10.146591186523438,-9.467641830444336
"die feinde , die das mitglied mag , kennt",-9.707895278930664,-8.58273983001709,-9.552678108215332,-9.460762023925781,-10.139456748962402,-9.50610065460205
"der feind , den die mitglieder mögen , kennt",-9.06196117401123,-9.340694427490234,-9.520522117614746,-9.560309410095215,-9.981740951538086,-10.787026405334473
"die feinde , die die mitglieder mögen , kennt",-9.20742416381836,-9.425711631774902,-9.376214981079102,-10.539994239807129,-10.29539680480957,-11.314064025878906
"die feinde , die das mitglied mag , kennen",-10.257564544677734,-9.72308349609375,-7.467131614685059,-10.862283706665039,-9.431400299072266,-7.282254219055176
"der feind , den das mitglied mag , kennen",-9.853302955627441,-9.773063659667969,-7.814892768859863,-10.290643692016602,-9.416841506958008,-9.309564590454102
"die feinde , die die mitglieder mögen , kennen",-9.815011024475098,-10.05270004272461,-7.376943111419678,-10.198912620544434,-10.204505920410156,-8.970788955688477
"der feind , den die mitglieder mögen , kennen",-9.407085418701172,-10.282645225524902,-7.8594770431518555,-10.183265686035156,-9.936585426330566,-10.075242042541504
"der feind , den das mitglied vermeidet , kennt",-9.677375793457031,-8.41651725769043,-9.329599380493164,-7.142444610595703,-7.164933681488037,-9.874177932739258
"die feinde , die das mitglied vermeidet , kennt",-9.681587219238281,-8.016176223754883,-9.120612144470215,-7.731734275817871,-8.241962432861328,-9.827985763549805
"der feind , den die mitglieder vermeiden , kennt",-9.571882247924805,-7.8000569343566895,-8.711783409118652,-8.493464469909668,-8.718912124633789,-10.527924537658691
"die feinde , die die mitglieder vermeiden , kennt",-9.66291618347168,-7.906731605529785,-8.361881256103516,-9.117452621459961,-8.707998275756836,-10.633726119995117
"die feinde , die das mitglied vermeidet , kennen",-10.280221939086914,-8.661909103393555,-7.831579208374023,-11.201055526733398,-11.070000648498535,-10.238123893737793
"der feind , den das mitglied vermeidet , kennen",-10.099615097045898,-9.08489990234375,-8.100147247314453,-11.45995807647705,-11.122432708740234,-12.19569206237793
"die feinde , die die mitglieder vermeiden , kennen",-10.029565811157227,-8.622695922851562,-7.263951301574707,-11.140467643737793,-10.389589309692383,-10.186959266662598
"der feind , den die mitglieder vermeiden , kennen",-9.78485107421875,-8.82937240600586,-7.8019914627075195,-11.47960090637207,-10.714508056640625,-11.069952964782715
"der feind , den das mitglied mag , schreibt",-9.123987197875977,-10.906389236450195,-13.058133125305176,-9.036141395568848,-8.2501220703125,-8.635018348693848
"die feinde , die das mitglied mag , schreibt",-8.566634178161621,-10.142339706420898,-12.316457748413086,-9.974337577819824,-8.558813095092773,-10.568050384521484
"der feind , den die mitglieder mögen , schreibt",-8.732227325439453,-10.829341888427734,-12.452897071838379,-7.86139440536499,-7.01852560043335,-9.027957916259766
"die feinde , die die mitglieder mögen , schreibt",-8.22189712524414,-10.156156539916992,-11.813322067260742,-9.547901153564453,-7.669651031494141,-10.831717491149902
"die feinde , die das mitglied mag , schreiben",-10.078149795532227,-9.238429069519043,-9.87974739074707,-12.7200288772583,-9.854203224182129,-10.111062049865723
"der feind , den das mitglied mag , schreiben",-9.891260147094727,-9.153079986572266,-9.753365516662598,-12.039048194885254,-11.168204307556152,-10.314745903015137
"die feinde , die die mitglieder mögen , schreiben",-10.190391540527344,-9.895480155944824,-10.52557373046875,-9.182303428649902,-9.700174331665039,-10.236289978027344
"der feind , den die mitglieder mögen , schreiben",-10.08239459991455,-10.143482208251953,-10.799180030822754,-9.392606735229492,-10.261520385742188,-9.846419334411621
"der feind , den das mitglied vermeidet , schreibt",-8.72877025604248,-10.635053634643555,-12.276189804077148,-6.859441757202148,-6.7038679122924805,-8.224376678466797
"die feinde , die das mitglied vermeidet , schreibt",-8.060150146484375,-9.81359577178955,-11.655720710754395,-8.134105682373047,-7.438237190246582,-9.939229011535645
"der feind , den die mitglieder vermeiden , schreibt",-8.466306686401367,-10.166752815246582,-11.718046188354492,-6.870556354522705,-5.592046737670898,-8.85483455657959
"die feinde , die die mitglieder vermeiden , schreibt",-7.938018798828125,-9.480499267578125,-10.871171951293945,-8.575111389160156,-6.282069206237793,-10.369257926940918
"die feinde , die das mitglied vermeidet , schreiben",-10.505106925964355,-10.953389167785645,-11.375730514526367,-9.155462265014648,-9.360621452331543,-9.951542854309082
"der feind , den das mitglied vermeidet , schreiben",-10.428398132324219,-11.215338706970215,-11.177090644836426,-9.021342277526855,-10.359957695007324,-10.232303619384766
"die feinde , die die mitglieder vermeiden , schreiben",-10.257182121276855,-10.45356559753418,-10.306254386901855,-8.86279296875,-8.905303955078125,-9.40294361114502
"der feind , den die mitglieder vermeiden , schreiben",-10.222007751464844,-10.560138702392578,-10.618036270141602,-8.790858268737793,-10.473567962646484,-9.706578254699707
"der feind , den das mitglied mag , erzählt",-11.136883735656738,-10.610336303710938,-12.37391471862793,-8.590435981750488,-8.687800884246826,-11.441683769226074
"die feinde , die das mitglied mag , erzählt",-11.061641693115234,-10.395966529846191,-11.680318832397461,-9.551697731018066,-11.28742790222168,-11.293184280395508
"der feind , den die mitglieder mögen , erzählt",-11.224250793457031,-10.8414888381958,-11.229439735412598,-9.390323638916016,-9.993509292602539,-13.06231689453125
"die feinde , die die mitglieder mögen , erzählt",-10.970248222351074,-10.638578414916992,-10.627448081970215,-11.017495155334473,-11.895345687866211,-13.1666898727417
"die feinde , die das mitglied mag , erzählen",-11.180033683776855,-11.308985710144043,-11.532654762268066,-13.171520233154297,-12.827621459960938,-10.376741409301758
"der feind , den das mitglied mag , erzählen",-10.991364479064941,-11.032615661621094,-11.481220245361328,-13.084068298339844,-13.032371520996094,-10.203712463378906
"die feinde , die die mitglieder mögen , erzählen",-11.352273941040039,-12.115081787109375,-11.65283489227295,-11.282200813293457,-13.5556640625,-10.031182289123535
"der feind , den die mitglieder mögen , erzählen",-11.209362983703613,-11.994345664978027,-11.962132453918457,-10.917315483093262,-13.794808387756348,-9.669495582580566
"der feind , den das mitglied vermeidet , erzählt",-10.440581321716309,-10.692561149597168,-11.570661544799805,-8.818132400512695,-8.26269245147705,-12.454948425292969
"die feinde , die das mitglied vermeidet , erzählt",-10.452804565429688,-10.550373077392578,-11.060811042785645,-10.060325622558594,-10.481640815734863,-12.40587043762207
"der feind , den die mitglieder vermeiden , erzählt",-10.456096649169922,-9.79480266571045,-10.43043041229248,-9.363409996032715,-10.449790954589844,-13.8472318649292
"die feinde , die die mitglieder vermeiden , erzählt",-10.475492477416992,-9.833724975585938,-9.826287269592285,-11.474183082580566,-12.093740463256836,-14.727335929870605
"die feinde , die das mitglied vermeidet , erzählen",-11.227273941040039,-12.611869812011719,-11.790787696838379,-12.24796199798584,-12.512413024902344,-10.59510326385498
"der feind , den das mitglied vermeidet , erzählen",-11.043315887451172,-12.709979057312012,-11.49951171875,-12.231420516967773,-12.62026596069336,-10.03087043762207
"die feinde , die die mitglieder vermeiden , erzählen",-11.037538528442383,-12.017627716064453,-10.856992721557617,-11.465937614440918,-13.271275520324707,-10.06562328338623
"der feind , den die mitglieder vermeiden , erzählen",-10.88978385925293,-11.764333724975586,-11.067096710205078,-11.367572784423828,-13.380162239074707,-9.88644027709961
"der feind , den das mitglied mag , spielt",-9.799845695495605,-10.752846717834473,-8.732575416564941,-8.602032661437988,-9.419723510742188,-7.472550392150879
"die feinde , die das mitglied mag , spielt",-9.541418075561523,-10.295937538146973,-8.130182266235352,-9.859601974487305,-9.502853393554688,-6.920870780944824
"der feind , den die mitglieder mögen , spielt",-9.96507740020752,-10.601517677307129,-8.792072296142578,-10.763360977172852,-10.768184661865234,-9.277637481689453
"die feinde , die die mitglieder mögen , spielt",-9.602424621582031,-10.173734664916992,-8.26287841796875,-13.279813766479492,-10.924453735351562,-9.020855903625488
"die feinde , die das mitglied mag , spielen",-11.302331924438477,-9.40446949005127,-8.59044075012207,-10.806671142578125,-10.757814407348633,-6.258730411529541
"der feind , den das mitglied mag , spielen",-10.916156768798828,-9.344306945800781,-8.19251823425293,-10.01554012298584,-12.30075454711914,-7.935654640197754
"die feinde , die die mitglieder mögen , spielen",-11.677041053771973,-9.718515396118164,-9.540250778198242,-10.193710327148438,-11.89333724975586,-6.436929225921631
"der feind , den die mitglieder mögen , spielen",-11.511512756347656,-9.781859397888184,-9.698570251464844,-9.570964813232422,-12.70891284942627,-7.436285972595215
"der feind , den das mitglied vermeidet , spielt",-9.3739595413208,-10.61081314086914,-8.599649429321289,-8.35402774810791,-8.605691909790039,-8.604484558105469
"die feinde , die das mitglied vermeidet , spielt",-9.025203704833984,-9.947343826293945,-8.034817695617676,-9.9453125,-9.1077880859375,-7.827671051025391
"der feind , den die mitglieder vermeiden , spielt",-9.79238510131836,-10.07760238647461,-8.472424507141113,-8.595837593078613,-8.9324369430542,-8.695365905761719
"die feinde , die die mitglieder vermeiden , spielt",-9.450094223022461,-9.729791641235352,-7.689958095550537,-11.170332908630371,-9.45834732055664,-7.961700439453125
"die feinde , die das mitglied vermeidet , spielen",-11.966144561767578,-11.580401420593262,-11.027265548706055,-10.480170249938965,-10.36975383758545,-7.0799784660339355
"der feind , den das mitglied vermeidet , spielen",-11.720026969909668,-12.067709922790527,-10.71802806854248,-10.115302085876465,-11.67502498626709,-9.025850296020508
"die feinde , die die mitglieder vermeiden , spielen",-12.044445037841797,-10.904051780700684,-10.365851402282715,-9.30982494354248,-10.068550109863281,-6.522106170654297
"der feind , den die mitglieder vermeiden , spielen",-11.928287506103516,-10.911452293395996,-10.566445350646973,-8.618498802185059,-11.402582168579102,-8.145889282226562
"der feind , den das mitglied mag , kommt",-9.494213104248047,-9.669079780578613,-9.528353691101074,-7.796758651733398,-7.701566696166992,-6.085216045379639
"die feinde , die das mitglied mag , kommt",-9.355796813964844,-9.506224632263184,-8.785405158996582,-8.421876907348633,-7.988650321960449,-6.464557647705078
"der feind , den die mitglieder mögen , kommt",-9.068904876708984,-9.49567699432373,-9.337177276611328,-8.222844123840332,-7.340545177459717,-7.6200151443481445
"die feinde , die die mitglieder mögen , kommt",-8.883708953857422,-9.767985343933105,-8.919031143188477,-9.825288772583008,-7.667603969573975,-7.774247169494629
"die feinde , die das mitglied mag , kommen",-10.317438125610352,-8.918004035949707,-8.686705589294434,-8.923562049865723,-6.768293380737305,-7.638513565063477
"der feind , den das mitglied mag , kommen",-10.62240982055664,-8.812516212463379,-8.801972389221191,-9.412069320678711,-8.290643692016602,-8.413846015930176
"die feinde , die die mitglieder mögen , kommen",-10.167400360107422,-9.324379920959473,-9.244144439697266,-6.410349369049072,-6.173159122467041,-7.324782371520996
"der feind , den die mitglieder mögen , kommen",-10.48173999786377,-9.173383712768555,-9.519664764404297,-6.83321475982666,-7.194579601287842,-7.944260597229004
"der feind , den das mitglied vermeidet , kommt",-9.232033729553223,-8.183680534362793,-8.089715957641602,-5.5372633934021,-5.944614410400391,-6.507575988769531
"die feinde , die das mitglied vermeidet , kommt",-8.957230567932129,-7.9250030517578125,-7.52783727645874,-5.302156448364258,-6.2617573738098145,-6.5990424156188965
"der feind , den die mitglieder vermeiden , kommt",-8.707650184631348,-7.793788433074951,-7.868501663208008,-5.618153095245361,-6.175331115722656,-6.421971321105957
"die feinde , die die mitglieder vermeiden , kommt",-8.4924955368042,-7.995025157928467,-7.2778730392456055,-6.878803730010986,-6.9509382247924805,-6.4428935050964355
"die feinde , die das mitglied vermeidet , kommen",-10.364082336425781,-9.773859977722168,-8.542123794555664,-4.67266321182251,-5.548650741577148,-7.599610805511475
"der feind , den das mitglied vermeidet , kommen",-10.851258277893066,-10.250990867614746,-8.752305030822754,-6.401351451873779,-6.926258087158203,-8.314002990722656
"die feinde , die die mitglieder vermeiden , kommen",-10.243974685668945,-8.745439529418945,-8.240598678588867,-5.478236675262451,-5.352455139160156,-7.319664478302002
"der feind , den die mitglieder vermeiden , kommen",-10.693902015686035,-8.746061325073242,-8.708927154541016,-6.579746723175049,-6.864435195922852,-7.804516315460205
"der feind , den der bauer mag , zweifelt",-17.19356632232666,-18.26052474975586,-16.821589469909668,-20.931873321533203,-18.954383850097656,-21.310111045837402
"die feinde , die der bauer mag , zweifelt",-16.483680248260498,-18.28560161590576,-17.208072662353516,-19.91273832321167,-18.669416427612305,-22.269393920898438
"der feind , den die bauern mögen , zweifelt",-18.017948627471924,-18.75502109527588,-17.38196849822998,-18.278132438659668,-21.86982488632202,-19.34675884246826
"die feinde , die die bauern mögen , zweifelt",-17.50394868850708,-18.73314094543457,-17.7964506149292,-17.078810691833496,-21.14852237701416,-19.078757286071777
"die feinde , die der bauer mag , zweifeln",-17.537353515625,-18.432323455810547,-16.798820972442627,-18.492952346801758,-19.27158784866333,-16.798442363739014
"der feind , den der bauer mag , zweifeln",-18.328975677490234,-18.565616607666016,-16.25005865097046,-17.3262882232666,-19.696396827697754,-16.5987606048584
"die feinde , die die bauern mögen , zweifeln",-18.70876979827881,-18.78556537628174,-17.319064140319824,-16.118825912475586,-17.050930500030518,-12.44896936416626
"der feind , den die bauern mögen , zweifeln",-19.26032781600952,-19.0106201171875,-16.955183506011963,-15.182414054870605,-17.928396701812744,-12.683549404144287
"der feind , den der bauer vermeidet , zweifelt",-16.76332950592041,-17.457599639892578,-17.287826538085938,-19.840103149414062,-21.49563217163086,-20.30146551132202
"die feinde , die der bauer vermeidet , zweifelt",-16.20655059814453,-17.475173950195312,-17.46141529083252,-19.36182928085327,-20.7937650680542,-21.63933801651001
"der feind , den die bauern vermeiden , zweifelt",-17.730141639709473,-17.756195068359375,-17.889772415161133,-20.835225582122803,-24.911142349243164,-20.882174015045166
"die feinde , die die bauern vermeiden , zweifelt",-17.498284339904785,-17.923718452453613,-18.306756019592285,-20.251221179962158,-24.067970275878906,-20.740354537963867
"die feinde , die der bauer vermeidet , zweifeln",-18.210482597351074,-18.971513748168945,-17.552812576293945,-17.77718734741211,-18.83780336380005,-16.737860679626465
"der feind , den der bauer vermeidet , zweifeln",-18.727421760559082,-19.01048755645752,-17.188962936401367,-16.176287174224854,-19.81007671356201,-16.294063568115234
"die feinde , die die bauern vermeiden , zweifeln",-19.37175464630127,-18.820488929748535,-18.032118797302246,-16.776317596435547,-17.310898303985596,-15.883710384368896
"der feind , den die bauern vermeiden , zweifeln",-19.645100593566895,-18.832046508789062,-17.637545585632324,-15.840178966522217,-19.04353141784668,-15.208322525024414
"der feind , den der bauer mag , konstruiert",-16.152915000915527,-15.973764419555664,-17.247620582580566,-12.476259231567383,-17.942421913146973,-11.954042434692383
"die feinde , die der bauer mag , konstruiert",-15.720799446105957,-15.134647369384766,-17.04241180419922,-12.754227638244629,-17.992196083068848,-11.599268913269043
"der feind , den die bauern mögen , konstruiert",-16.853654861450195,-16.63928508758545,-17.10448932647705,-12.440053939819336,-17.012314796447754,-12.29903507232666
"die feinde , die die bauern mögen , konstruiert",-16.811285972595215,-15.748885154724121,-17.150765419006348,-12.76130485534668,-17.30802631378174,-12.089995384216309
"die feinde , die der bauer mag , konstruieren",-14.582412719726562,-14.867937088012695,-17.931129455566406,-17.78327465057373,-19.81412982940674,-15.378255844116211
"der feind , den der bauer mag , konstruieren",-14.823169708251953,-15.632936477661133,-18.331945419311523,-16.970462799072266,-19.67222785949707,-15.994633674621582
"die feinde , die die bauern mögen , konstruieren",-16.050068855285645,-15.399567604064941,-17.80137348175049,-14.698198318481445,-17.547358512878418,-14.106781959533691
