sentence,de_childes_best_clm_42,de_childes_best_clm_30,de_childes_best_clm_13,de_wikipedia_best_clm_42,de_wikipedia_best_clm_30,de_wikipedia_best_clm_13
die feinde zweifeln und spielen,-8.953980445861816,-7.738337516784668,-9.680274963378906,-10.879974365234375,-12.291486740112305,-8.871390342712402
der feind zweifelt und spielen,-9.879863739013672,-9.356790542602539,-9.672539710998535,-11.91849422454834,-11.88428020477295,-10.241596221923828
der feind zweifelt und kommt,-6.591244697570801,-7.061577320098877,-7.936473846435547,-10.46930980682373,-9.758759498596191,-9.815851211547852
die feinde zweifeln und kommt,-9.750532150268555,-10.080480575561523,-9.093015670776367,-10.116583824157715,-11.983163833618164,-9.022497177124023
die feinde zweifeln und kommen,-8.520676612854004,-8.347586631774902,-8.667108535766602,-9.501533508300781,-10.246658325195312,-7.610912799835205
der feind zweifelt und kommen,-8.098567962646484,-9.74207878112793,-9.290782928466797,-11.785088539123535,-9.863734245300293,-8.880647659301758
der feind konstruiert und fürchtet,-13.255252361297607,-13.552692890167236,-12.028175354003906,-10.924713134765625,-10.424407482147217,-14.474286079406738
die feinde konstruieren und fürchtet,-14.428070068359375,-14.586540699005127,-12.844953536987305,-14.652984619140625,-15.545487880706787,-19.133728504180908
die feinde konstruieren und fürchten,-15.296560287475586,-14.025967121124268,-13.413381576538086,-13.361364841461182,-13.733077049255371,-12.698997020721436
der feind konstruiert und fürchten,-16.767325401306152,-14.27536916732788,-13.450567245483398,-14.218070030212402,-11.583512783050537,-12.324979782104492
der feind konstruiert und schält,-12.87049388885498,-10.387029647827148,-10.943546295166016,-13.569517135620117,-17.956669330596924,-15.16283369064331
die feinde konstruieren und schält,-12.899604797363281,-10.67775821685791,-10.997016906738281,-13.049649238586426,-17.468856811523438,-14.606981754302979
die feinde konstruieren und schälen,-11.995338439941406,-10.828121185302734,-10.220898628234863,-12.906744956970215,-15.618099689483643,-15.136705875396729
der feind konstruiert und schälen,-15.08997917175293,-13.096230506896973,-12.056753158569336,-18.721096992492676,-18.05079412460327,-18.877490043640137
der feind konstruiert und taucht,-10.145156860351562,-9.069862365722656,-11.421650886535645,-7.58726167678833,-8.940994262695312,-9.36592960357666
die feinde konstruieren und taucht,-11.49001693725586,-10.88726806640625,-12.671934127807617,-9.612084865570068,-10.89369010925293,-10.89484167098999
die feinde konstruieren und tauchen,-9.061735153198242,-10.042417526245117,-9.371968269348145,-8.897985935211182,-8.938319206237793,-11.37882375717163
der feind konstruiert und tauchen,-10.43220329284668,-10.068767547607422,-10.62511920928955,-8.99529218673706,-10.333896160125732,-12.356979846954346
der feind konstruiert und kennt,-7.9325737953186035,-8.025169372558594,-9.423233985900879,-8.404436111450195,-8.885668754577637,-9.707829475402832
die feinde konstruieren und kennt,-9.074347496032715,-10.142130851745605,-10.900904655456543,-9.50271987915039,-8.818017959594727,-8.565634727478027
die feinde konstruieren und kennen,-9.668124198913574,-7.713981628417969,-8.544103622436523,-10.82988166809082,-13.498573303222656,-13.35524845123291
der feind konstruiert und kennen,-11.777006149291992,-10.281730651855469,-11.743452072143555,-12.3050537109375,-13.981427192687988,-15.863113403320312
der feind konstruiert und schreibt,-7.668634414672852,-9.680540084838867,-8.891607284545898,-9.606795310974121,-9.397811889648438,-8.894109725952148
die feinde konstruieren und schreibt,-8.601020812988281,-11.804855346679688,-10.460968971252441,-10.440740585327148,-12.292892456054688,-11.691143989562988
die feinde konstruieren und schreiben,-7.368535995483398,-6.522984027862549,-6.483246803283691,-8.206504821777344,-9.069647789001465,-9.319931030273438
der feind konstruiert und schreiben,-11.039161682128906,-10.026972770690918,-9.273673057556152,-10.204202651977539,-9.17296028137207,-10.905617713928223
der feind konstruiert und erzählt,-9.291852951049805,-8.40446949005127,-10.40987491607666,-7.649477005004883,-7.497593879699707,-8.443467140197754
die feinde konstruieren und erzählt,-9.776568412780762,-9.853031158447266,-10.961658477783203,-10.193549156188965,-13.609068870544434,-13.624799728393555
die feinde konstruieren und erzählen,-8.73332405090332,-8.389287948608398,-8.722855567932129,-11.976571083068848,-13.8306303024292,-13.033767700195312
der feind konstruiert und erzählen,-10.554496765136719,-10.656216621398926,-10.010308265686035,-11.515348434448242,-11.230806350708008,-12.576923370361328
der feind konstruiert und spielt,-7.564842700958252,-7.682607650756836,-7.761960029602051,-9.224252700805664,-8.189302444458008,-9.92263412475586
die feinde konstruieren und spielt,-9.5455904006958,-10.99766731262207,-11.043953895568848,-10.528858184814453,-11.247092247009277,-12.176164627075195
die feinde konstruieren und spielen,-7.714046478271484,-7.242702484130859,-8.3683443069458,-9.393680572509766,-9.481372833251953,-8.947358131408691
der feind konstruiert und spielen,-11.702266693115234,-10.92707633972168,-10.649906158447266,-11.670633316040039,-10.754812240600586,-11.443578720092773
der feind konstruiert und kommt,-6.533864498138428,-6.932335376739502,-7.655473709106445,-7.71729850769043,-7.996513843536377,-8.024063110351562
die feinde konstruieren und kommt,-8.353216171264648,-10.616878509521484,-10.161694526672363,-7.946669578552246,-8.50792407989502,-9.615031242370605
die feinde konstruieren und kommen,-7.790117263793945,-10.052385330200195,-9.327149391174316,-6.255185127258301,-7.1808576583862305,-7.93135404586792
der feind konstruiert und kommen,-9.896318435668945,-11.08514404296875,-10.89413833618164,-8.294313430786133,-8.960305213928223,-9.182382583618164
der feind fürchtet und schält,-13.421976089477539,-9.956249237060547,-9.181129455566406,-13.487103939056396,-16.38766384124756,-13.677093029022217
die feinde fürchten und schält,-14.522417068481445,-10.872870445251465,-12.900242805480957,-12.557764530181885,-15.209863662719727,-13.740144729614258
die feinde fürchten und schälen,-12.2622652053833,-10.71110725402832,-12.461438179016113,-10.463724136352539,-14.167299270629883,-14.282458305358887
der feind fürchtet und schälen,-14.395149230957031,-11.403082847595215,-11.705437660217285,-17.845988750457764,-17.86258316040039,-17.440006256103516
der feind fürchtet und taucht,-9.559659004211426,-8.117053985595703,-11.283010482788086,-9.010966300964355,-7.973005771636963,-8.525228023529053
die feinde fürchten und taucht,-13.26806354522705,-11.769499778747559,-14.186403274536133,-14.14382553100586,-11.32473611831665,-12.448707103729248
die feinde fürchten und tauchen,-11.607250213623047,-11.957365036010742,-13.44743537902832,-11.024801254272461,-9.793559551239014,-9.797884464263916
der feind fürchtet und tauchen,-12.186110496520996,-10.829461097717285,-10.854917526245117,-10.3671236038208,-9.793002605438232,-11.008421421051025
der feind fürchtet und kennt,-7.541609764099121,-7.06966495513916,-8.666608810424805,-9.126291275024414,-8.79549789428711,-11.10757827758789
die feinde fürchten und kennt,-11.936805725097656,-10.967118263244629,-14.381888389587402,-14.036155700683594,-11.997963905334473,-10.758137702941895
die feinde fürchten und kennen,-9.239563941955566,-8.888581275939941,-12.436443328857422,-16.02938461303711,-13.210369110107422,-14.557937622070312
der feind fürchtet und kennen,-10.851755142211914,-9.808195114135742,-12.48635196685791,-14.391976356506348,-13.501692771911621,-15.553384780883789
der feind fürchtet und schreibt,-8.001025199890137,-8.05718994140625,-9.252466201782227,-9.603631973266602,-8.632111549377441,-10.219858169555664
die feinde fürchten und schreibt,-12.2278470993042,-11.371041297912598,-14.906070709228516,-13.563624382019043,-12.594221115112305,-12.662272453308105
die feinde fürchten und schreiben,-6.9682769775390625,-6.271649360656738,-11.018538475036621,-11.537545204162598,-8.80319595336914,-10.639692306518555
der feind fürchtet und schreiben,-10.682611465454102,-8.068894386291504,-10.721373558044434,-11.070128440856934,-6.048763275146484,-10.12629508972168
der feind fürchtet und erzählt,-7.555727958679199,-7.309680461883545,-7.708946228027344,-8.784516334533691,-7.644466876983643,-6.927196979522705
die feinde fürchten und erzählt,-12.102941513061523,-9.25484848022461,-11.536993026733398,-14.167865753173828,-16.831305027008057,-13.154582023620605
die feinde fürchten und erzählen,-10.619139671325684,-8.690108299255371,-11.36478042602539,-16.415183067321777,-13.446218490600586,-12.383783340454102
der feind fürchtet und erzählen,-10.95336627960205,-8.31188678741455,-9.374382019042969,-12.300862312316895,-10.436240196228027,-11.300901412963867
der feind fürchtet und spielt,-5.773375034332275,-6.9265265464782715,-7.580796241760254,-10.69084358215332,-9.154479026794434,-10.231782913208008
die feinde fürchten und spielt,-11.548264503479004,-12.36722183227539,-13.590418815612793,-14.219636917114258,-13.241384506225586,-13.08967113494873
die feinde fürchten und spielen,-8.364567756652832,-8.49061393737793,-11.195838928222656,-11.145115852355957,-11.918861389160156,-10.948749542236328
der feind fürchtet und spielen,-10.778464317321777,-8.4443359375,-10.162601470947266,-11.145950317382812,-9.368298530578613,-10.64378547668457
der feind fürchtet und kommt,-6.948042869567871,-7.8404998779296875,-7.879870414733887,-9.667016983032227,-8.652167320251465,-10.823673248291016
die feinde fürchten und kommt,-9.719246864318848,-10.577689170837402,-10.980192184448242,-11.751452445983887,-10.422329902648926,-10.526939392089844
die feinde fürchten und kommen,-8.23472785949707,-10.185056686401367,-11.347770690917969,-10.462404251098633,-8.064447402954102,-9.855402946472168
der feind fürchtet und kommen,-9.786025047302246,-9.711376190185547,-11.624670028686523,-9.629327774047852,-8.75957202911377,-10.152070999145508
der feind schält und taucht,-11.514198303222656,-8.56552505493164,-11.364943504333496,-11.405530452728271,-9.227275371551514,-10.581976413726807
die feinde schälen und taucht,-13.13619327545166,-10.345651626586914,-12.80278205871582,-13.123573780059814,-11.687551021575928,-11.774203777313232
die feinde schälen und tauchen,-8.910282135009766,-9.046765804290771,-9.777958869934082,-10.511157989501953,-9.895875453948975,-9.48333215713501
der feind schält und tauchen,-13.411956787109375,-11.158862113952637,-12.821516990661621,-11.700221061706543,-10.725966930389404,-11.490056037902832
der feind schält und kennt,-9.065309524536133,-8.671185493469238,-8.748458862304688,-10.856071472167969,-8.907075881958008,-11.5945463180542
die feinde schälen und kennt,-11.755081176757812,-9.073792457580566,-10.040567398071289,-12.535138130187988,-11.408220291137695,-10.584866523742676
die feinde schälen und kennen,-10.961241722106934,-7.985836982727051,-8.206975936889648,-13.932476997375488,-13.973236083984375,-13.972268104553223
der feind schält und kennen,-13.650713920593262,-11.555176734924316,-12.761873245239258,-13.908707618713379,-14.182470321655273,-14.599468231201172
der feind schält und schreibt,-8.108177185058594,-9.351606369018555,-8.900041580200195,-11.848872184753418,-9.062867164611816,-10.98445987701416
die feinde schälen und schreibt,-10.258034706115723,-11.07781982421875,-12.041848182678223,-13.16907787322998,-13.699989318847656,-13.13051700592041
die feinde schälen und schreiben,-8.226349830627441,-7.7638750076293945,-7.401404857635498,-12.89244556427002,-12.303382873535156,-12.388068199157715
der feind schält und schreiben,-11.662080764770508,-10.679340362548828,-10.573801040649414,-12.389226913452148,-8.888593673706055,-11.392021179199219
der feind schält und erzählt,-9.837130546569824,-9.540022850036621,-9.541728973388672,-9.513999938964844,-7.828497409820557,-7.006901741027832
die feinde schälen und erzählt,-11.043563842773438,-10.064645767211914,-11.582510948181152,-15.227360725402832,-18.127809524536133,-14.885313510894775
die feinde schälen und erzählen,-9.99937629699707,-8.979087829589844,-8.391339302062988,-13.948832511901855,-11.778308868408203,-12.902938842773438
der feind schält und erzählen,-12.42240047454834,-11.506783485412598,-10.249946594238281,-13.107072830200195,-10.215697288513184,-11.839433670043945
der feind schält und spielt,-6.758657932281494,-7.9954729080200195,-6.848378658294678,-13.320499420166016,-11.017662048339844,-12.840867042541504
die feinde schälen und spielt,-10.33808422088623,-10.874387741088867,-11.518813133239746,-13.766895294189453,-14.27949047088623,-11.746850967407227
die feinde schälen und spielen,-7.636624336242676,-8.672019958496094,-8.1215181350708,-10.676369667053223,-12.008076667785645,-8.433294296264648
der feind schält und spielen,-10.442360877990723,-11.607144355773926,-10.193133354187012,-12.59801959991455,-12.061776161193848,-11.825285911560059
der feind schält und kommt,-5.863558292388916,-6.7128400802612305,-7.252833366394043,-11.128690719604492,-9.912576675415039,-10.049917221069336
die feinde schälen und kommt,-8.558393478393555,-9.184568405151367,-10.42605972290039,-8.827959060668945,-10.90184497833252,-8.184456825256348
die feinde schälen und kommen,-6.557220935821533,-8.899144172668457,-9.119709014892578,-7.767621994018555,-8.56524658203125,-6.324824333190918
der feind schält und kommen,-9.740554809570312,-11.217011451721191,-11.045352935791016,-10.779780387878418,-9.890178680419922,-11.093111991882324
der feind taucht und kennt,-8.367131233215332,-9.269216537475586,-10.6240234375,-8.262718200683594,-7.628885269165039,-9.262186050415039
die feinde tauchen und kennt,-10.324466705322266,-9.336626052856445,-10.85284423828125,-13.041741371154785,-11.95584487915039,-11.254716873168945
die feinde tauchen und kennen,-12.723310470581055,-11.254459381103516,-10.397124290466309,-14.711767196655273,-12.455872535705566,-14.185200691223145
der feind taucht und kennen,-14.330811500549316,-13.683581352233887,-14.470479965209961,-13.395742416381836,-12.99393367767334,-15.733301162719727
der feind taucht und schreibt,-7.999459266662598,-8.403374671936035,-8.111602783203125,-8.802779197692871,-8.111968994140625,-9.282652854919434
die feinde tauchen und schreibt,-10.100103378295898,-10.26152229309082,-11.075695991516113,-13.10958480834961,-13.05984878540039,-13.549880981445312
die feinde tauchen und schreiben,-10.104158401489258,-10.425081253051758,-10.061046600341797,-13.63280200958252,-10.80423641204834,-12.210135459899902
der feind taucht und schreiben,-12.447600364685059,-13.521445274353027,-11.563432693481445,-10.763050079345703,-8.044315338134766,-11.368659973144531
der feind taucht und erzählt,-8.846508026123047,-10.854044914245605,-9.049760818481445,-7.66300630569458,-7.4865264892578125,-7.413034439086914
die feinde tauchen und erzählt,-10.900734901428223,-10.344905853271484,-11.042072296142578,-14.575905799865723,-17.816686630249023,-14.573434352874756
die feinde tauchen und erzählen,-12.056894302368164,-9.938233375549316,-10.430436134338379,-12.236932754516602,-11.729419708251953,-11.851509094238281
der feind taucht und erzählen,-12.621994972229004,-11.609975814819336,-9.904346466064453,-11.423717498779297,-10.320235252380371,-11.330108642578125
der feind taucht und spielt,-5.885277271270752,-6.214675426483154,-7.137277603149414,-7.728033065795898,-8.098596572875977,-8.760612487792969
die feinde tauchen und spielt,-10.463971138000488,-9.304366111755371,-11.115076065063477,-13.07216739654541,-13.446709632873535,-11.593873023986816
die feinde tauchen und spielen,-9.814374923706055,-9.634669303894043,-10.986452102661133,-10.61599349975586,-9.072906494140625,-8.238031387329102
der feind taucht und spielen,-12.803284645080566,-12.140027046203613,-10.739407539367676,-10.41226863861084,-9.15872573852539,-9.490256309509277
der feind taucht und kommt,-4.875990867614746,-5.663666248321533,-6.423515319824219,-6.555490970611572,-6.529794216156006,-7.0041680335998535
die feinde tauchen und kommt,-7.566050052642822,-8.330270767211914,-9.17382526397705,-8.852193832397461,-9.600811004638672,-7.418555736541748
die feinde tauchen und kommen,-7.504364967346191,-9.023187637329102,-9.562070846557617,-8.282463073730469,-7.553808212280273,-6.627548694610596
der feind taucht und kommen,-10.84926986694336,-10.116351127624512,-9.986747741699219,-8.812708854675293,-8.01829719543457,-9.325830459594727
der feind kennt und schreibt,-8.062854766845703,-8.18580436706543,-6.478773593902588,-7.920657157897949,-9.2108793258667,-8.406782150268555
die feinde kennen und schreibt,-11.98878288269043,-11.53597354888916,-12.203173637390137,-8.702539443969727,-8.967586517333984,-11.072599411010742
die feinde kennen und schreiben,-6.516764163970947,-6.172595024108887,-6.316761493682861,-6.715989112854004,-8.297660827636719,-9.113641738891602
der feind kennt und schreiben,-11.065120697021484,-9.840131759643555,-7.87744140625,-9.621338844299316,-8.590583801269531,-11.358904838562012
der feind kennt und erzählt,-9.185799598693848,-7.146677494049072,-7.415294647216797,-7.941614151000977,-7.806606769561768,-7.636795997619629
die feinde kennen und erzählt,-12.042586326599121,-9.073712348937988,-10.30611515045166,-7.911553859710693,-11.596150398254395,-10.193260192871094
die feinde kennen und erzählen,-8.386208534240723,-8.137048721313477,-7.573121547698975,-9.799242973327637,-9.937325477600098,-11.604633331298828
der feind kennt und erzählen,-10.032951354980469,-8.494616508483887,-7.797939300537109,-11.15939712524414,-9.87758731842041,-11.577582359313965
der feind kennt und spielt,-7.359043598175049,-6.363019943237305,-5.4801249504089355,-8.011964797973633,-10.837301254272461,-9.850090026855469
die feinde kennen und spielt,-13.512651443481445,-11.637042999267578,-11.475207328796387,-9.372909545898438,-10.646391868591309,-9.076401710510254
die feinde kennen und spielen,-7.471317768096924,-8.102795600891113,-8.695474624633789,-8.771662712097168,-8.927345275878906,-8.035467147827148
der feind kennt und spielen,-10.489574432373047,-10.07172966003418,-9.155311584472656,-10.561716079711914,-10.0338716506958,-11.112886428833008
der feind kennt und kommt,-7.030825614929199,-6.016243934631348,-7.443202972412109,-6.174104690551758,-7.968311309814453,-8.688464164733887
die feinde kennen und kommt,-10.401225090026855,-9.571288108825684,-10.711718559265137,-5.797350883483887,-7.7486748695373535,-6.521398544311523
die feinde kennen und kommen,-8.806966781616211,-8.470797538757324,-8.636265754699707,-4.888073921203613,-5.368879318237305,-6.503948211669922
der feind kennt und kommen,-11.063962936401367,-10.185653686523438,-10.183349609375,-8.044273376464844,-8.874476432800293,-9.482240676879883
der feind schreibt und erzählt,-9.151914596557617,-8.687973022460938,-8.507279396057129,-8.829984664916992,-7.082564830780029,-6.531037330627441
die feinde schreiben und erzählt,-11.58578109741211,-9.874909400939941,-10.558307647705078,-7.946367263793945,-13.732845306396484,-10.332063674926758
die feinde schreiben und erzählen,-7.596746444702148,-6.957707405090332,-5.86959981918335,-8.513372898101807,-9.837693214416504,-9.339821338653564
der feind schreibt und erzählen,-11.964377403259277,-10.991395950317383,-9.092891693115234,-11.32323932647705,-8.831265926361084,-10.954734802246094
der feind schreibt und spielt,-5.009610176086426,-5.700261116027832,-5.231940269470215,-8.353540420532227,-9.633623123168945,-10.00566291809082
die feinde schreiben und spielt,-11.040230751037598,-10.335718154907227,-10.864561080932617,-11.51427173614502,-12.535530090332031,-9.718032836914062
die feinde schreiben und spielen,-6.955951690673828,-6.120614528656006,-6.5606255531311035,-7.474981784820557,-9.177596092224121,-7.364566326141357
der feind schreibt und spielen,-11.79067611694336,-11.383060455322266,-9.998754501342773,-11.18004322052002,-8.549450874328613,-11.08611011505127
der feind schreibt und kommt,-6.1028923988342285,-5.957217216491699,-5.8564772605896,-7.072601318359375,-7.684690475463867,-8.663270950317383
die feinde schreiben und kommt,-9.964077949523926,-9.749217987060547,-9.33741283416748,-9.343558311462402,-11.039993286132812,-9.888031005859375
die feinde schreiben und kommen,-9.58530044555664,-8.108501434326172,-7.528848171234131,-6.260497570037842,-8.243616104125977,-7.47653865814209
der feind schreibt und kommen,-11.98018741607666,-12.544635772705078,-10.180182456970215,-7.165059566497803,-7.11745023727417,-8.885065078735352
der feind erzählt und spielt,-7.143381595611572,-7.9267096519470215,-6.99833345413208,-7.643316268920898,-8.326667785644531,-9.839085578918457
die feinde erzählen und spielt,-9.394937515258789,-9.569599151611328,-9.234949111938477,-12.50533390045166,-13.034412384033203,-11.597105979919434
die feinde erzählen und spielen,-7.465301990509033,-9.153436660766602,-7.479747295379639,-7.040073394775391,-8.792991638183594,-5.945993900299072
der feind erzählt und spielen,-10.687515258789062,-11.695828437805176,-10.111315727233887,-10.514800071716309,-9.548656463623047,-11.613214492797852
der feind erzählt und kommt,-7.626162528991699,-7.875498294830322,-7.970608711242676,-6.289579391479492,-6.71763801574707,-7.2904744148254395
die feinde erzählen und kommt,-8.686235427856445,-8.972579002380371,-9.909985542297363,-10.854896545410156,-12.301236152648926,-11.220128059387207
die feinde erzählen und kommen,-7.929360389709473,-9.476646423339844,-10.383792877197266,-7.416238784790039,-8.178646087646484,-6.799400329589844
der feind erzählt und kommen,-9.99411392211914,-12.377294540405273,-11.242298126220703,-7.636972904205322,-8.047484397888184,-8.302038192749023
der feind spielt und kommt,-6.167214393615723,-6.174344539642334,-6.586085796356201,-7.721854209899902,-6.109111309051514,-7.003139019012451
die feinde spielen und kommt,-11.243070602416992,-10.557458877563477,-10.37508487701416,-6.827115535736084,-7.506404876708984,-7.205102443695068
die feinde spielen und kommen,-8.791169166564941,-9.144135475158691,-9.236164093017578,-6.54270601272583,-6.103976249694824,-5.778191089630127
der feind spielt und kommen,-13.08450984954834,-12.449361801147461,-11.552735328674316,-9.882719993591309,-8.542083740234375,-9.706366539001465
der architekt zweifelt und konstruiert,-13.446654319763184,-17.048011779785156,-16.76758861541748,-12.262585639953613,-9.212976455688477,-10.645380020141602
die architekten zweifeln und konstruiert,-15.512598991394043,-15.589906692504883,-19.000142574310303,-15.240446090698242,-15.157341003417969,-13.344508171081543
die architekten zweifeln und konstruieren,-14.182040214538574,-14.230935096740723,-19.838394165039062,-13.861313819885254,-12.54365062713623,-14.1528959274292
der architekt zweifelt und konstruieren,-13.06814193725586,-17.296871185302734,-17.073914051055908,-16.540451049804688,-13.176817893981934,-16.282896041870117
der architekt zweifelt und fürchtet,-12.665719509124756,-13.060128211975098,-11.775572776794434,-14.718870162963867,-16.875951290130615,-18.543219089508057
die architekten zweifeln und fürchtet,-13.521692276000977,-15.60783863067627,-12.459576606750488,-17.527159214019775,-17.033530235290527,-21.093986988067627
die architekten zweifeln und fürchten,-12.546682834625244,-14.755781173706055,-13.091688632965088,-13.090755939483643,-13.852495193481445,-12.617053031921387
der architekt zweifelt und fürchten,-12.769546508789062,-13.757614135742188,-13.541056156158447,-15.355121612548828,-14.814652919769287,-14.734659671783447
der architekt zweifelt und schält,-15.39236068725586,-14.371644973754883,-10.66241455078125,-16.66315460205078,-19.028260707855225,-19.128321170806885
die architekten zweifeln und schält,-13.287187576293945,-13.566143989562988,-12.466299057006836,-16.947429656982422,-18.356361865997314,-17.967388153076172
die architekten zweifeln und schälen,-12.27769660949707,-12.682273864746094,-11.920618057250977,-14.412703037261963,-14.784486293792725,-14.921592712402344
der architekt zweifelt und schälen,-15.9650297164917,-16.120576858520508,-12.419971466064453,-17.394453048706055,-17.439939975738525,-19.984960556030273
der architekt zweifelt und taucht,-12.410672187805176,-11.49831771850586,-11.124675750732422,-11.401809692382812,-12.185029029846191,-11.40950870513916
die architekten zweifeln und taucht,-14.207907676696777,-13.671920776367188,-12.495019912719727,-13.0376296043396,-13.057997226715088,-12.553194046020508
die architekten zweifeln und tauchen,-9.519495010375977,-10.668421745300293,-9.64864730834961,-9.923731803894043,-11.724853992462158,-9.777184009552002
der architekt zweifelt und tauchen,-10.704849243164062,-9.097306251525879,-9.755595207214355,-10.987153053283691,-13.70862865447998,-12.760186195373535
der architekt zweifelt und kennt,-11.801384925842285,-11.225290298461914,-9.891963005065918,-10.763444900512695,-9.527265548706055,-9.791863441467285
die architekten zweifeln und kennt,-12.718393325805664,-12.753167152404785,-12.398207664489746,-12.904945373535156,-11.884987831115723,-10.837321281433105
die architekten zweifeln und kennen,-10.896280288696289,-10.711548805236816,-11.466485977172852,-11.005989074707031,-12.044656753540039,-10.3506498336792
der architekt zweifelt und kennen,-11.717854499816895,-12.514824867248535,-11.993376731872559,-12.793753623962402,-14.063128471374512,-14.682655334472656
der architekt zweifelt und schreibt,-10.541369438171387,-8.961315155029297,-10.22314739227295,-11.495146751403809,-11.315557479858398,-10.954727172851562
die architekten zweifeln und schreibt,-12.274393081665039,-12.634798049926758,-12.063435554504395,-13.061484336853027,-12.577698707580566,-13.133746147155762
die architekten zweifeln und schreiben,-9.484457969665527,-10.03527545928955,-10.986159324645996,-11.931769371032715,-10.925436973571777,-8.725379943847656
der architekt zweifelt und schreiben,-9.940714836120605,-11.505912780761719,-12.333236694335938,-14.29145622253418,-10.118056297302246,-11.489562034606934
der architekt zweifelt und erzählt,-11.346274375915527,-11.008994102478027,-8.825366973876953,-9.094820976257324,-7.589785099029541,-8.644630432128906
