sentence,de_childes_best_clm_42,de_childes_best_clm_30,de_childes_best_clm_13,de_wikipedia_best_clm_42,de_wikipedia_best_clm_30,de_wikipedia_best_clm_13
"die fahrgäste , die der matrose vermeiden , schaukeln",-15.926301002502441,-17.494224548339844,-15.693157196044922,-26.69023895263672,-19.387736320495605,-25.171608924865723
"der fahrgast , der der matrose vermeidet , schaukeln",-15.446226119995117,-17.076358795166016,-16.014772415161133,-29.550511360168457,-22.940585136413574,-27.099366188049316
"die fahrgäste , die die matrosen vermeiden , schaukeln",-15.655609130859375,-18.090953826904297,-15.600202560424805,-25.51351547241211,-19.720355987548828,-24.49970817565918
"der fahrgast , der die matrosen vermeidet , schaukeln",-15.357090950012207,-17.273714065551758,-16.3619441986084,-27.8405704498291,-22.54091167449951,-26.058353424072266
"der fahrgast , der der matrose mag , flüchtet",-19.51215410232544,-21.03536367416382,-16.384634017944336,-14.40123462677002,-13.794243335723877,-16.19886541366577
"die fahrgäste , die der matrose mögen , flüchtet",-19.701902389526367,-21.38310194015503,-17.130906581878662,-14.698854446411133,-14.009210586547852,-15.762678623199463
"der fahrgast , der die matrosen mag , flüchtet",-19.931639671325684,-21.101045608520508,-17.558239936828613,-14.53717851638794,-14.290022373199463,-14.718289852142334
"die fahrgäste , die die matrosen mögen , flüchtet",-20.15536642074585,-21.564897537231445,-18.040771484375,-15.376194477081299,-14.92949390411377,-16.03325605392456
"die fahrgäste , die der matrose mögen , flüchten",-16.792387008666992,-23.848559379577637,-16.660130977630615,-16.100744247436523,-13.283958435058594,-14.64302110671997
"der fahrgast , der der matrose mag , flüchten",-17.417142868041992,-23.189441680908203,-16.019054412841797,-21.31594944000244,-15.485615253448486,-18.911550045013428
"die fahrgäste , die die matrosen mögen , flüchten",-16.637131690979004,-23.77016830444336,-16.90694236755371,-15.021392345428467,-13.221603393554688,-13.674656391143799
"der fahrgast , der die matrosen mag , flüchten",-17.131897926330566,-23.14736557006836,-16.56257200241089,-19.16001272201538,-14.639597415924072,-15.906452655792236
"der fahrgast , der der matrose vermeidet , flüchtet",-19.15604066848755,-20.54320478439331,-16.50693988800049,-13.375248908996582,-11.900489807128906,-12.428447246551514
"die fahrgäste , die der matrose vermeiden , flüchtet",-18.43183183670044,-19.425273895263672,-16.25834035873413,-14.500879287719727,-13.198526382446289,-15.67240571975708
"der fahrgast , der die matrosen vermeidet , flüchtet",-19.270848751068115,-20.127397060394287,-17.459585189819336,-12.897335052490234,-12.364080905914307,-12.335894584655762
"die fahrgäste , die die matrosen vermeiden , flüchtet",-18.865705490112305,-19.4269757270813,-16.973594665527344,-15.514296054840088,-13.846591472625732,-16.09752082824707
"die fahrgäste , die der matrose vermeiden , flüchten",-16.3799467086792,-22.82203483581543,-16.475087642669678,-16.589472770690918,-14.10634994506836,-15.20184850692749
"der fahrgast , der der matrose vermeidet , flüchten",-18.209081649780273,-22.886271476745605,-17.345014095306396,-20.653606414794922,-16.55573844909668,-15.617741107940674
"die fahrgäste , die die matrosen vermeiden , flüchten",-16.24168872833252,-22.510433197021484,-16.496562004089355,-15.854262828826904,-13.546318531036377,-14.32978630065918
"der fahrgast , der die matrosen vermeidet , flüchten",-17.863876342773438,-22.39447021484375,-17.697383880615234,-18.805325031280518,-16.06170129776001,-14.901901245117188
"der fahrgast , der der matrose mag , riecht",-12.735617637634277,-13.452369689941406,-9.667935371398926,-15.239643096923828,-13.469383239746094,-12.163433074951172
"die fahrgäste , die der matrose mögen , riecht",-12.107414245605469,-13.680112838745117,-9.723414421081543,-14.304756164550781,-12.444084167480469,-14.990254402160645
"der fahrgast , der die matrosen mag , riecht",-12.229122161865234,-13.756386756896973,-9.34372615814209,-15.088736534118652,-13.521448135375977,-11.66122055053711
"die fahrgäste , die die matrosen mögen , riecht",-11.882126808166504,-13.971397399902344,-9.816054344177246,-14.097929954528809,-12.712458610534668,-15.290955543518066
"die fahrgäste , die der matrose mögen , riechen",-13.833711624145508,-12.001424789428711,-10.261491775512695,-10.350305557250977,-9.770072937011719,-16.544025421142578
"der fahrgast , der der matrose mag , riechen",-14.170367240905762,-11.471298217773438,-8.796306610107422,-13.348193168640137,-11.631632804870605,-17.214815616607666
"die fahrgäste , die die matrosen mögen , riechen",-13.46027946472168,-12.310837745666504,-10.115189552307129,-9.890753746032715,-9.554715156555176,-16.250264167785645
"der fahrgast , der die matrosen mag , riechen",-13.84742546081543,-12.311386108398438,-8.93639850616455,-12.498543739318848,-11.3040132522583,-15.742878913879395
"der fahrgast , der der matrose vermeidet , riecht",-12.123283386230469,-12.750120162963867,-9.183147430419922,-14.738801956176758,-13.305572509765625,-11.759444236755371
"die fahrgäste , die der matrose vermeiden , riecht",-11.649103164672852,-13.082897186279297,-8.741435050964355,-15.33836841583252,-12.9525728225708,-14.662816047668457
"der fahrgast , der die matrosen vermeidet , riecht",-11.941073417663574,-12.823271751403809,-8.982962608337402,-14.74268913269043,-13.540680885314941,-13.147604942321777
"die fahrgäste , die die matrosen vermeiden , riecht",-11.567461013793945,-13.235179901123047,-9.027200698852539,-15.55189037322998,-12.999581336975098,-15.543153762817383
"die fahrgäste , die der matrose vermeiden , riechen",-14.331425666809082,-13.882606506347656,-10.415600776672363,-10.283443450927734,-10.087105751037598,-13.40349292755127
"der fahrgast , der der matrose vermeidet , riechen",-15.032821655273438,-14.255297660827637,-11.091360092163086,-12.05900764465332,-11.891756057739258,-16.050111770629883
"die fahrgäste , die die matrosen vermeiden , riechen",-13.859858512878418,-13.948369026184082,-10.099316596984863,-10.094679832458496,-9.668800354003906,-13.884000778198242
"der fahrgast , der die matrosen vermeidet , riechen",-14.47350788116455,-14.270153045654297,-11.015843391418457,-11.23812484741211,-11.580229759216309,-16.35868740081787
"der fahrgast , der der matrose mag , wandert",-16.771875381469727,-15.5675687789917,-15.774211883544922,-11.790892601013184,-11.319217681884766,-11.141467094421387
"die fahrgäste , die der matrose mögen , wandert",-18.314759254455566,-15.783621788024902,-16.61240005493164,-12.3265380859375,-12.02773666381836,-12.389483451843262
"der fahrgast , der die matrosen mag , wandert",-16.777481079101562,-15.672355651855469,-15.815592765808105,-12.247024536132812,-11.275385856628418,-10.888535499572754
"die fahrgäste , die die matrosen mögen , wandert",-18.199634552001953,-16.262407302856445,-16.513754844665527,-13.22619915008545,-12.32082462310791,-12.473352909088135
"die fahrgäste , die der matrose mögen , wandern",-13.969324111938477,-10.10106372833252,-11.716608047485352,-10.803645133972168,-10.425262451171875,-8.546693801879883
"der fahrgast , der der matrose mag , wandern",-13.64569091796875,-9.4369478225708,-10.694252014160156,-14.86879825592041,-12.088203430175781,-12.04980182647705
"die fahrgäste , die die matrosen mögen , wandern",-13.966877937316895,-10.876449584960938,-11.634611129760742,-10.490814208984375,-10.035359382629395,-7.729888439178467
"der fahrgast , der die matrosen mag , wandern",-13.99541187286377,-10.21803092956543,-11.066374778747559,-12.96800422668457,-10.567142486572266,-8.755616188049316
"der fahrgast , der der matrose vermeidet , wandert",-16.464390754699707,-13.778701782226562,-16.22567844390869,-9.914433479309082,-10.028576850891113,-10.017071723937988
"die fahrgäste , die der matrose vermeiden , wandert",-17.027620315551758,-14.163921356201172,-16.008970260620117,-10.588122367858887,-10.620365142822266,-10.063766479492188
"der fahrgast , der die matrosen vermeidet , wandert",-16.338305473327637,-13.586675643920898,-16.39989948272705,-9.553157806396484,-9.60960865020752,-9.903782844543457
"die fahrgäste , die die matrosen vermeiden , wandert",-16.906880378723145,-14.419685363769531,-15.989861488342285,-11.481249809265137,-10.714834213256836,-10.553189277648926
"die fahrgäste , die der matrose vermeiden , wandern",-14.704524993896484,-11.465230941772461,-13.05704116821289,-9.531805992126465,-10.675817489624023,-7.137815475463867
"der fahrgast , der der matrose vermeidet , wandern",-14.612741470336914,-11.436494827270508,-12.902690887451172,-12.66340160369873,-12.705039024353027,-11.556368827819824
"die fahrgäste , die die matrosen vermeiden , wandern",-14.573594093322754,-12.046163558959961,-12.855291366577148,-9.228432655334473,-10.141877174377441,-6.526214599609375
"der fahrgast , der die matrosen vermeidet , wandern",-14.626449584960938,-11.798901557922363,-13.205862998962402,-10.921285629272461,-11.041292190551758,-8.89694595336914
"der fahrgast , der der matrose mag , feiert",-14.096975326538086,-13.998921394348145,-13.086133003234863,-9.844754219055176,-9.745901107788086,-10.704437255859375
"die fahrgäste , die der matrose mögen , feiert",-13.520410537719727,-13.6017427444458,-13.084854125976562,-10.601415634155273,-12.179587364196777,-10.055258750915527
"der fahrgast , der die matrosen mag , feiert",-13.58823299407959,-14.217641830444336,-12.950904846191406,-10.702692985534668,-10.959733963012695,-10.417830467224121
"die fahrgäste , die die matrosen mögen , feiert",-13.239033699035645,-13.841445922851562,-13.088492393493652,-11.415569305419922,-12.576489448547363,-10.504435539245605
"die fahrgäste , die der matrose mögen , feiern",-14.816793441772461,-11.157683372497559,-11.90760612487793,-11.985403537750244,-13.791513442993164,-11.360225677490234
"der fahrgast , der der matrose mag , feiern",-13.878133773803711,-9.996855735778809,-10.516950607299805,-17.17656707763672,-15.686588764190674,-13.040030479431152
"die fahrgäste , die die matrosen mögen , feiern",-14.872661590576172,-12.118388175964355,-12.104940414428711,-10.560735702514648,-13.130190372467041,-10.497215747833252
"der fahrgast , der die matrosen mag , feiern",-14.071873664855957,-10.911767959594727,-10.95742416381836,-14.112067222595215,-13.70596694946289,-11.341504573822021
"der fahrgast , der der matrose vermeidet , feiert",-12.866896629333496,-12.299850463867188,-11.481990814208984,-8.895448684692383,-12.103379249572754,-9.930788040161133
"die fahrgäste , die der matrose vermeiden , feiert",-12.322835922241211,-12.49984359741211,-11.924500465393066,-9.337484359741211,-12.142587661743164,-10.870587348937988
"der fahrgast , der die matrosen vermeidet , feiert",-12.541095733642578,-12.32178020477295,-11.677606582641602,-9.05144214630127,-12.298030853271484,-9.930389404296875
"die fahrgäste , die die matrosen vermeiden , feiert",-12.006150245666504,-12.715747833251953,-12.136378288269043,-9.932292938232422,-12.42604923248291,-11.234818458557129
"die fahrgäste , die der matrose vermeiden , feiern",-15.44556713104248,-12.29609489440918,-12.12557315826416,-12.211434364318848,-14.405412197113037,-12.476048469543457
"der fahrgast , der der matrose vermeidet , feiern",-15.486666679382324,-12.529220581054688,-12.158936500549316,-16.159864902496338,-15.829906940460205,-13.520578384399414
"die fahrgäste , die die matrosen vermeiden , feiern",-15.379892349243164,-13.067192077636719,-12.098896026611328,-10.936685562133789,-13.387507438659668,-11.47850751876831
"der fahrgast , der die matrosen vermeidet , feiern",-15.272581100463867,-12.576043128967285,-12.319830894470215,-13.999355792999268,-14.512557029724121,-12.571767330169678
"der fahrgast , der der matrose mag , verschwindet",-13.92201042175293,-12.6021146774292,-14.618288040161133,-11.454207420349121,-9.301722526550293,-9.430633544921875
"die fahrgäste , die der matrose mögen , verschwindet",-13.59878158569336,-12.80419635772705,-13.997563362121582,-13.516656875610352,-9.715435028076172,-9.280418395996094
"der fahrgast , der die matrosen mag , verschwindet",-14.158051490783691,-13.644146919250488,-14.380032539367676,-11.795838356018066,-10.305510520935059,-8.965362548828125
"die fahrgäste , die die matrosen mögen , verschwindet",-13.85102653503418,-13.651443481445312,-13.678610801696777,-14.450260162353516,-11.2250337600708,-9.497300148010254
"die fahrgäste , die der matrose mögen , verschwinden",-14.15003776550293,-13.420372009277344,-14.625639915466309,-11.654826164245605,-8.767457962036133,-10.453813552856445
"der fahrgast , der der matrose mag , verschwinden",-14.173166275024414,-12.876859664916992,-14.16050910949707,-14.003484725952148,-11.281704902648926,-13.847542762756348
"die fahrgäste , die die matrosen mögen , verschwinden",-13.79253101348877,-13.272258758544922,-13.763141632080078,-11.572312355041504,-9.07412052154541,-9.651930809020996
"der fahrgast , der die matrosen mag , verschwinden",-13.948247909545898,-13.243897438049316,-13.42436695098877,-12.98476791381836,-9.698137283325195,-12.084534645080566
"der fahrgast , der der matrose vermeidet , verschwindet",-12.6884126663208,-10.626283645629883,-13.603582382202148,-11.21930980682373,-8.536767959594727,-8.674784660339355
"die fahrgäste , die der matrose vermeiden , verschwindet",-12.786645889282227,-11.291946411132812,-13.358065605163574,-12.23659610748291,-9.291460990905762,-8.38419246673584
"der fahrgast , der die matrosen vermeidet , verschwindet",-12.775883674621582,-11.130518913269043,-13.340248107910156,-11.158875465393066,-9.291346549987793,-8.217303276062012
"die fahrgäste , die die matrosen vermeiden , verschwindet",-13.060470581054688,-11.872185707092285,-13.116533279418945,-12.920469284057617,-10.45802116394043,-8.59121036529541
"die fahrgäste , die der matrose vermeiden , verschwinden",-13.945711135864258,-12.118855476379395,-13.497129440307617,-11.095473289489746,-8.689300537109375,-9.119144439697266
"der fahrgast , der der matrose vermeidet , verschwinden",-14.27781867980957,-11.736452102661133,-14.033778190612793,-12.844176292419434,-11.188035011291504,-13.175037384033203
"die fahrgäste , die die matrosen vermeiden , verschwinden",-13.581060409545898,-11.811944961547852,-12.803618431091309,-11.036171913146973,-8.700166702270508,-8.315937995910645
"der fahrgast , der die matrosen vermeidet , verschwinden",-13.960309982299805,-11.474513053894043,-13.218406677246094,-11.981630325317383,-9.9640531539917,-11.824518203735352
"der fahrgast , der der matrose mag , denkt",-12.213580131530762,-11.250358581542969,-8.842971801757812,-11.14653491973877,-16.969926834106445,-19.448647499084473
"die fahrgäste , die der matrose mögen , denkt",-11.390702247619629,-10.68410873413086,-9.746947288513184,-12.297380924224854,-14.689436912536621,-18.45793581008911
"der fahrgast , der die matrosen mag , denkt",-11.828164100646973,-11.381036758422852,-8.99181842803955,-11.603074073791504,-16.563814640045166,-18.587181091308594
"die fahrgäste , die die matrosen mögen , denkt",-11.19823169708252,-10.933402061462402,-10.127901077270508,-13.14385175704956,-14.977230548858643,-18.50337266921997
"die fahrgäste , die der matrose mögen , denken",-14.736783027648926,-12.97187328338623,-13.549153327941895,-10.548545837402344,-12.103861808776855,-13.787666320800781
"der fahrgast , der der matrose mag , denken",-15.102049827575684,-12.356390953063965,-13.232409477233887,-13.190385818481445,-14.032794952392578,-14.696304321289062
"die fahrgäste , die die matrosen mögen , denken",-14.333113670349121,-13.260507583618164,-13.222723960876465,-10.350628852844238,-11.51704216003418,-13.956300735473633
"der fahrgast , der die matrosen mag , denken",-14.865797996520996,-13.150386810302734,-13.102498054504395,-12.624341011047363,-13.659198760986328,-14.70739459991455
"der fahrgast , der der matrose vermeidet , denkt",-12.116602897644043,-10.660764694213867,-8.304573059082031,-11.977976322174072,-15.687844276428223,-17.210204124450684
"die fahrgäste , die der matrose vermeiden , denkt",-11.844436645507812,-10.25619125366211,-8.797739028930664,-12.765716075897217,-15.013734817504883,-19.03294849395752
"der fahrgast , der die matrosen vermeidet , denkt",-11.66951847076416,-10.732864379882812,-8.510366439819336,-12.166746616363525,-16.412710189819336,-17.9095516204834
"die fahrgäste , die die matrosen vermeiden , denkt",-11.593121528625488,-10.534977912902832,-9.303693771362305,-13.298057556152344,-15.229883193969727,-18.886842250823975
"die fahrgäste , die der matrose vermeiden , denken",-14.57933235168457,-13.904275894165039,-12.678436279296875,-10.06139087677002,-12.326515197753906,-11.854701042175293
"der fahrgast , der der matrose vermeidet , denken",-15.267256736755371,-14.083518028259277,-13.529261589050293,-11.4345703125,-12.429086685180664,-13.52128791809082
"die fahrgäste , die die matrosen vermeiden , denken",-14.105613708496094,-14.12629222869873,-12.269632339477539,-9.985665321350098,-12.061634063720703,-12.239614486694336
"der fahrgast , der die matrosen vermeidet , denken",-14.725811958312988,-14.275703430175781,-13.31216812133789,-10.92350959777832,-12.449577331542969,-14.222293853759766
"der fahrgast , der der matrose mag , spricht",-11.109512329101562,-12.717767715454102,-10.829517364501953,-11.05351734161377,-7.990748405456543,-10.057417869567871
"die fahrgäste , die der matrose mögen , spricht",-10.797331809997559,-12.769194602966309,-11.425484657287598,-11.721355438232422,-9.70853042602539,-9.847614288330078
"der fahrgast , der die matrosen mag , spricht",-10.710437774658203,-13.487127304077148,-10.829843521118164,-11.785770416259766,-7.791750431060791,-9.876850128173828
"die fahrgäste , die die matrosen mögen , spricht",-10.663312911987305,-13.375423431396484,-11.597970008850098,-12.316981315612793,-9.658367156982422,-10.430538177490234
"die fahrgäste , die der matrose mögen , sprechen",-10.745033264160156,-12.394896507263184,-10.043188095092773,-12.59257984161377,-10.625064849853516,-9.790468215942383
"der fahrgast , der der matrose mag , sprechen",-10.178126335144043,-11.31926155090332,-8.64443588256836,-14.929046630859375,-11.45516300201416,-13.456202507019043
"die fahrgäste , die die matrosen mögen , sprechen",-10.87613296508789,-12.690189361572266,-9.70936107635498,-12.380040168762207,-10.198515892028809,-10.030311584472656
"der fahrgast , der die matrosen mag , sprechen",-10.42353630065918,-12.319424629211426,-8.630605697631836,-14.85743522644043,-10.552202224731445,-12.558037757873535
"der fahrgast , der der matrose vermeidet , spricht",-10.656707763671875,-11.95758056640625,-10.274711608886719,-8.663373947143555,-7.164076805114746,-9.696205139160156
"die fahrgäste , die der matrose vermeiden , spricht",-10.241007804870605,-12.367469787597656,-10.646370887756348,-9.49594497680664,-8.646663665771484,-9.165956497192383
"der fahrgast , der die matrosen vermeidet , spricht",-10.308599472045898,-12.477545738220215,-10.396055221557617,-8.378181457519531,-6.794139862060547,-9.114011764526367
"die fahrgäste , die die matrosen vermeiden , spricht",-9.987052917480469,-13.025123596191406,-11.004408836364746,-9.9855375289917,-8.366767883300781,-9.376726150512695
"die fahrgäste , die der matrose vermeiden , sprechen",-11.244176864624023,-14.191485404968262,-10.223731994628906,-11.390475273132324,-10.753032684326172,-8.26668930053711
"der fahrgast , der der matrose vermeidet , sprechen",-11.466801643371582,-14.204673767089844,-11.404471397399902,-12.490816116333008,-11.596823692321777,-10.903610229492188
"die fahrgäste , die die matrosen vermeiden , sprechen",-11.169797897338867,-14.342296600341797,-9.720097541809082,-11.29135513305664,-10.207469940185547,-8.524943351745605
"der fahrgast , der die matrosen vermeidet , sprechen",-11.140059471130371,-14.481810569763184,-11.10262680053711,-11.990347862243652,-11.255616188049316,-10.875161170959473
"der fahrgast , der der matrose mag , arbeitet",-11.457722663879395,-10.977377891540527,-11.196772575378418,-11.824630737304688,-10.417141914367676,-10.834681510925293
"die fahrgäste , die der matrose mögen , arbeitet",-11.61461353302002,-11.541604995727539,-11.980414390563965,-11.656136512756348,-10.893213272094727,-9.90481185913086
"der fahrgast , der die matrosen mag , arbeitet",-11.326525688171387,-11.79514217376709,-11.375554084777832,-12.702540397644043,-10.054070472717285,-10.047481536865234
"die fahrgäste , die die matrosen mögen , arbeitet",-11.66958236694336,-12.322227478027344,-12.22348403930664,-12.17937183380127,-11.077095031738281,-9.845240592956543
"die fahrgäste , die der matrose mögen , arbeiten",-13.753936767578125,-11.256433486938477,-12.310980796813965,-12.835662841796875,-11.096480369567871,-10.324796676635742
"der fahrgast , der der matrose mag , arbeiten",-12.510449409484863,-9.794657707214355,-11.854281425476074,-14.489439964294434,-12.331122398376465,-12.797654151916504
"die fahrgäste , die die matrosen mögen , arbeiten",-13.873783111572266,-12.03272533416748,-12.068976402282715,-12.787628173828125,-11.116498947143555,-10.258359909057617
"der fahrgast , der die matrosen mag , arbeiten",-13.0115966796875,-11.149591445922852,-11.9749755859375,-14.73624038696289,-11.800544738769531,-11.444846153259277
"der fahrgast , der der matrose vermeidet , arbeitet",-11.058505058288574,-11.02296257019043,-10.223664283752441,-10.720441818237305,-10.394783020019531,-10.560576438903809
"die fahrgäste , die der matrose vermeiden , arbeitet",-11.152410507202148,-11.075970649719238,-10.864904403686523,-11.084864616394043,-9.8139009475708,-10.206997871398926
"der fahrgast , der die matrosen vermeidet , arbeitet",-10.984453201293945,-11.364058494567871,-10.600955963134766,-10.983762741088867,-10.348387718200684,-10.229835510253906
"die fahrgäste , die die matrosen vermeiden , arbeitet",-11.166067123413086,-11.779484748840332,-11.331336975097656,-11.35231876373291,-9.783502578735352,-10.066423416137695
"die fahrgäste , die der matrose vermeiden , arbeiten",-14.122676849365234,-12.482723236083984,-12.448555946350098,-12.067447662353516,-10.092531204223633,-9.767874717712402
"der fahrgast , der der matrose vermeidet , arbeiten",-13.216833114624023,-12.111793518066406,-12.61895751953125,-12.477156639099121,-11.394899368286133,-11.717836380004883
"die fahrgäste , die die matrosen vermeiden , arbeiten",-14.062250137329102,-13.045122146606445,-12.101433753967285,-11.9862699508667,-9.913776397705078,-9.857331275939941
"der fahrgast , der die matrosen vermeidet , arbeiten",-13.297887802124023,-12.542593002319336,-12.736581802368164,-12.184236526489258,-11.152913093566895,-11.37466049194336
"der fahrgast , der der matrose mag , liegt",-10.72253131866455,-9.97160530090332,-8.708447456359863,-5.433380126953125,-3.702029228210449,-4.4679856300354
"die fahrgäste , die der matrose mögen , liegt",-11.001994132995605,-11.21899127960205,-9.332964897155762,-7.937742710113525,-5.8910231590271,-5.557468891143799
"der fahrgast , der die matrosen mag , liegt",-10.63361644744873,-10.65860366821289,-8.547811508178711,-6.9522881507873535,-4.437000274658203,-4.7937912940979
"die fahrgäste , die die matrosen mögen , liegt",-11.106340408325195,-11.958894729614258,-9.449440956115723,-9.105899810791016,-6.415371894836426,-6.9673357009887695
"die fahrgäste , die der matrose mögen , liegen",-12.52806282043457,-12.042216300964355,-12.036138534545898,-7.672152519226074,-6.9663004875183105,-4.55380392074585
"der fahrgast , der der matrose mag , liegen",-12.61566162109375,-10.696489334106445,-12.119829177856445,-10.2977876663208,-7.566989898681641,-8.031657218933105
"die fahrgäste , die die matrosen mögen , liegen",-12.212925910949707,-12.257749557495117,-11.739936828613281,-8.00822925567627,-6.81177282333374,-4.852426052093506
"der fahrgast , der die matrosen mag , liegen",-12.652889251708984,-11.064769744873047,-11.964303016662598,-9.372791290283203,-7.354146480560303,-6.600558757781982
"der fahrgast , der der matrose vermeidet , liegt",-10.016185760498047,-8.849933624267578,-7.452199935913086,-5.112729072570801,-4.079373359680176,-4.697052478790283
"die fahrgäste , die der matrose vermeiden , liegt",-10.041275978088379,-9.223869323730469,-7.689764022827148,-7.639996528625488,-5.052794933319092,-6.127788066864014
"der fahrgast , der die matrosen vermeidet , liegt",-9.983532905578613,-9.212007522583008,-7.345481872558594,-5.170727252960205,-3.5786914825439453,-4.44504976272583
"die fahrgäste , die die matrosen vermeiden , liegt",-10.106416702270508,-9.954559326171875,-8.008794784545898,-8.367789268493652,-5.41309118270874,-6.846612930297852
"die fahrgäste , die der matrose vermeiden , liegen",-13.297797203063965,-11.110368728637695,-11.910390853881836,-6.815186500549316,-6.074184417724609,-4.127098560333252
"der fahrgast , der der matrose vermeidet , liegen",-13.69734001159668,-12.105265617370605,-12.45986270904541,-8.82359504699707,-7.507386207580566,-7.056885242462158
"die fahrgäste , die die matrosen vermeiden , liegen",-12.66353988647461,-11.097933769226074,-11.352499008178711,-7.041508197784424,-5.96877908706665,-4.301153182983398
"der fahrgast , der die matrosen vermeidet , liegen",-13.226527214050293,-11.675310134887695,-12.052899360656738,-7.770272254943848,-7.135568618774414,-6.122285842895508
"der fahrgast , der die familie mag , schaukelt",-13.244993209838867,-13.410316467285156,-12.441192626953125,-23.00554656982422,-21.133052825927734,-21.140930652618408
"die fahrgäste , die die familie mögen , schaukelt",-12.753839492797852,-13.291863441467285,-13.375788688659668,-23.626455307006836,-20.908509254455566,-20.040539264678955
"der fahrgast , der die familien mag , schaukelt",-12.677011489868164,-13.794088363647461,-12.425105094909668,-23.660513401031494,-21.459339141845703,-21.541961193084717
"die fahrgäste , die die familien mögen , schaukelt",-12.671581268310547,-13.753083229064941,-13.299057006835938,-23.34572458267212,-20.67373037338257,-19.739125728607178
"die fahrgäste , die die familie mögen , schaukeln",-14.928010940551758,-14.647517204284668,-14.780625343322754,-26.744659423828125,-19.54614496231079,-22.381622314453125
"der fahrgast , der die familie mag , schaukeln",-13.417476654052734,-13.011941909790039,-13.960529327392578,-28.46880340576172,-22.114705085754395,-25.505868911743164
"die fahrgäste , die die familien mögen , schaukeln",-15.10254192352295,-15.958915710449219,-14.736739158630371,-26.148645401000977,-18.78925323486328,-22.49955940246582
"der fahrgast , der die familien mag , schaukeln",-14.447994232177734,-14.90606689453125,-14.33891773223877,-28.069457054138184,-21.407023429870605,-25.659064292907715
"der fahrgast , der die familie vermeidet , schaukelt",-12.237768173217773,-13.4466552734375,-11.40673828125,-23.004121780395508,-22.413721561431885,-22.64625120162964
"die fahrgäste , die die familie vermeiden , schaukelt",-11.76784896850586,-13.654838562011719,-12.509864807128906,-23.181554794311523,-20.97444248199463,-19.859097003936768
"der fahrgast , der die familien vermeidet , schaukelt",-12.03821086883545,-13.677318572998047,-11.553510665893555,-23.08687973022461,-22.21431255340576,-23.101794242858887
"die fahrgäste , die die familien vermeiden , schaukelt",-11.694063186645508,-13.76722526550293,-12.655760765075684,-23.30222177505493,-21.345192909240723,-21.061140060424805
"die fahrgäste , die die familie vermeiden , schaukeln",-15.371578216552734,-17.28656578063965,-15.646102905273438,-26.266362190246582,-19.447837829589844,-23.495315551757812
"der fahrgast , der die familie vermeidet , schaukeln",-15.16688346862793,-17.074630737304688,-15.887033462524414,-28.276272773742676,-22.62720012664795,-25.22984027862549
"die fahrgäste , die die familien vermeiden , schaukeln",-15.654678344726562,-17.719226837158203,-15.751596450805664,-26.37812900543213,-18.866342067718506,-23.759777069091797
"der fahrgast , der die familien vermeidet , schaukeln",-15.371718406677246,-17.310157775878906,-15.451284408569336,-28.144158363342285,-21.514389038085938,-25.377821922302246
"der fahrgast , der die familie mag , flüchtet",-19.547729015350342,-18.95719051361084,-17.095585823059082,-13.965775489807129,-14.334004402160645,-14.354953289031982
"die fahrgäste , die die familie mögen , flüchtet",-19.644497394561768,-19.022001266479492,-17.820897579193115,-14.685440063476562,-13.99937391281128,-15.181699752807617
