sentence,en_childes_best_clm_42,en_childes_best_clm_30,en_childes_best_clm_13,en_wikipedia_best_clm_42,en_wikipedia_best_clm_30,en_wikipedia_best_clm_13
the picker grinds the coffee beans and enjoys the company of friends,-21.192209720611572,-20.589760303497314,-20.841888427734375,-13.57921028137207,-14.53739595413208,-9.728052616119385
the pickers grind the coffee beans and enjoys the company of friends,-21.227925300598145,-20.144145011901855,-20.266961097717285,-14.056568622589111,-14.07636308670044,-10.190464973449707
the pickers grind the coffee beans and enjoy the company of friends,-11.58456039428711,-12.556288719177246,-10.262264251708984,-7.973559379577637,-9.683307647705078,-8.264657974243164
the picker grinds the coffee beans and enjoy the company of friends,-11.510425567626953,-12.524338722229004,-10.493642807006836,-8.042987823486328,-10.625053405761719,-9.15115737915039
the picker grinds the coffee beans and draws a nice picture,-12.10201358795166,-13.96392822265625,-15.920053958892822,-8.116089820861816,-8.27049732208252,-7.892067909240723
the pickers grind the coffee beans and draws a nice picture,-13.515645980834961,-14.610516548156738,-15.58084487915039,-9.26126766204834,-9.211834907531738,-7.991602420806885
the pickers grind the coffee beans and draw a nice picture,-9.723137855529785,-11.595827102661133,-11.985786437988281,-8.147829055786133,-7.691521167755127,-7.84060001373291
the picker grinds the coffee beans and draw a nice picture,-9.97753620147705,-12.019716262817383,-12.56700325012207,-7.866595268249512,-8.156251907348633,-7.857112884521484
the picker grinds the coffee beans and rests on the couch,-19.09556293487549,-15.317356586456299,-12.249680519104004,-9.568862915039062,-8.641372680664062,-12.472343444824219
the pickers grind the coffee beans and rests on the couch,-20.567447662353516,-16.286569118499756,-14.093337059020996,-10.260247230529785,-10.117229461669922,-13.338966846466064
the pickers grind the coffee beans and rest on the couch,-10.99974250793457,-9.154006004333496,-9.570304870605469,-8.762118339538574,-8.595548629760742,-9.611523628234863
the picker grinds the coffee beans and rest on the couch,-10.868145942687988,-10.149353981018066,-9.754271507263184,-8.536468505859375,-8.132756233215332,-9.168201446533203
the picker grinds the coffee beans and runs at the park,-13.792418479919434,-13.283819198608398,-11.119345664978027,-7.267229080200195,-7.028041839599609,-9.344752311706543
the pickers grind the coffee beans and runs at the park,-14.01753044128418,-13.120892524719238,-11.34785270690918,-8.676789283752441,-8.645959854125977,-11.157389640808105
the pickers grind the coffee beans and run at the park,-9.723674774169922,-9.379020690917969,-9.272971153259277,-5.8477678298950195,-7.65106201171875,-7.265987873077393
the picker grinds the coffee beans and run at the park,-9.7301607131958,-9.870863914489746,-9.747583389282227,-6.15331506729126,-8.721364974975586,-7.852015972137451
the picker grinds the coffee beans and plays with the toys,-11.09776496887207,-13.107402801513672,-11.026619911193848,-8.901542663574219,-8.717817306518555,-9.883313179016113
the pickers grind the coffee beans and plays with the toys,-10.846062660217285,-12.980422973632812,-11.258601188659668,-9.99936294555664,-9.821094512939453,-10.62216567993164
the pickers grind the coffee beans and play with the toys,-7.1506853103637695,-7.440868377685547,-7.011106491088867,-7.941338539123535,-8.804230690002441,-7.604682922363281
the picker grinds the coffee beans and play with the toys,-7.581719398498535,-7.8850321769714355,-7.545305252075195,-8.630873680114746,-9.432065963745117,-8.378401756286621
the picker grinds the coffee beans and works on a new project,-13.269230842590332,-12.801264762878418,-12.822709083557129,-8.717480659484863,-8.490357398986816,-9.18320083618164
the pickers grind the coffee beans and works on a new project,-13.414802551269531,-12.748198509216309,-13.28770637512207,-9.860365867614746,-9.443819999694824,-10.145251274108887
the pickers grind the coffee beans and work on a new project,-9.171293258666992,-9.783391952514648,-9.642687797546387,-9.580196380615234,-8.712788581848145,-7.6803083419799805
the picker grinds the coffee beans and work on a new project,-9.058045387268066,-9.942072868347168,-9.946182250976562,-9.771011352539062,-9.346158981323242,-7.6197028160095215
the picker exaggerates with laughs and screams very loudly,-5.9242939949035645,-6.98668098449707,-6.01630163192749,-7.6541595458984375,-8.173742294311523,-8.914026260375977
the pickers exaggerate with laughs and screams very loudly,-5.928027629852295,-6.961915016174316,-6.10792350769043,-8.028250694274902,-9.03423261642456,-8.852778434753418
the pickers exaggerate with laughs and scream very loudly,-5.615516185760498,-6.562918663024902,-4.862802505493164,-7.350801467895508,-8.30103349685669,-8.438410758972168
the picker exaggerates with laughs and scream very loudly,-5.64788293838501,-6.593624114990234,-5.033646106719971,-7.512350082397461,-8.051718711853027,-8.714452743530273
the picker exaggerates with laughs and swims in the pool,-10.413599967956543,-11.846817970275879,-11.521269798278809,-10.688154220581055,-14.104614734649658,-10.733124732971191
the pickers exaggerate with laughs and swims in the pool,-10.66645336151123,-11.68212604522705,-11.537882804870605,-10.864962100982666,-14.024654388427734,-11.576461791992188
the pickers exaggerate with laughs and swim in the pool,-8.082292556762695,-9.952784538269043,-9.302518844604492,-6.317260265350342,-7.686832427978516,-8.461095809936523
the picker exaggerates with laughs and swim in the pool,-8.115235328674316,-9.951339721679688,-9.27858829498291,-7.149887561798096,-7.971771717071533,-8.755773544311523
the picker exaggerates with laughs and enjoys the company of friends,-17.09645986557007,-16.093180179595947,-15.396920204162598,-13.851592540740967,-15.333922863006592,-10.207255363464355
the pickers exaggerate with laughs and enjoys the company of friends,-17.397822856903076,-17.305705070495605,-16.42696189880371,-14.672392845153809,-15.310848236083984,-11.271571636199951
the pickers exaggerate with laughs and enjoy the company of friends,-7.787148952484131,-8.559502601623535,-9.139728546142578,-7.168481826782227,-9.771261215209961,-8.786930084228516
the picker exaggerates with laughs and enjoy the company of friends,-7.821516990661621,-8.027156829833984,-8.962972640991211,-8.978425025939941,-10.715579986572266,-9.84288215637207
the picker exaggerates with laughs and draws a nice picture,-10.669319152832031,-11.931509017944336,-14.220062732696533,-6.1184492111206055,-7.50211238861084,-5.888243675231934
the pickers exaggerate with laughs and draws a nice picture,-10.638346672058105,-12.029610633850098,-14.627945899963379,-6.805754661560059,-8.851281642913818,-5.766623497009277
the pickers exaggerate with laughs and draw a nice picture,-9.987445831298828,-10.654985427856445,-11.453125953674316,-6.254222869873047,-6.96475076675415,-5.6881513595581055
the picker exaggerates with laughs and draw a nice picture,-10.006304740905762,-10.72878360748291,-11.565685272216797,-6.04567813873291,-7.381768226623535,-5.826255798339844
the picker exaggerates with laughs and rests on the couch,-13.141640663146973,-10.605838775634766,-10.572741508483887,-8.356578826904297,-8.682274341583252,-9.432130336761475
the pickers exaggerate with laughs and rests on the couch,-13.15427541732788,-10.927850246429443,-10.672571182250977,-9.061711311340332,-9.606131076812744,-10.31924295425415
the pickers exaggerate with laughs and rest on the couch,-6.8458662033081055,-6.3081231117248535,-8.094614028930664,-8.09834098815918,-6.79690408706665,-6.6977458000183105
the picker exaggerates with laughs and rest on the couch,-6.853716850280762,-6.483068943023682,-8.053557395935059,-8.03742790222168,-7.0322794914245605,-6.683859348297119
the picker exaggerates with laughs and runs at the park,-10.114252090454102,-10.605938911437988,-11.796272277832031,-6.980700492858887,-7.296505928039551,-6.719658374786377
the pickers exaggerate with laughs and runs at the park,-10.662447929382324,-10.663366317749023,-12.072285652160645,-8.577584266662598,-8.919156074523926,-8.982500076293945
the pickers exaggerate with laughs and run at the park,-7.516482353210449,-9.11209487915039,-9.321819305419922,-7.119527816772461,-8.348841667175293,-7.485001564025879
the picker exaggerates with laughs and run at the park,-7.444569110870361,-9.060352325439453,-9.491767883300781,-8.738672256469727,-8.963052749633789,-8.098176002502441
the picker exaggerates with laughs and plays with the toys,-8.552663803100586,-10.484495162963867,-9.726861000061035,-6.849145412445068,-7.169928550720215,-5.864486217498779
the pickers exaggerate with laughs and plays with the toys,-9.078182220458984,-10.841816902160645,-10.192434310913086,-8.68132209777832,-8.934935569763184,-7.265138626098633
the pickers exaggerate with laughs and play with the toys,-6.630960464477539,-8.434161186218262,-6.8062543869018555,-6.3947296142578125,-8.167827606201172,-5.833789348602295
the picker exaggerates with laughs and play with the toys,-6.394862174987793,-8.034402847290039,-6.8026227951049805,-8.377004623413086,-8.729191780090332,-6.6982951164245605
the picker exaggerates with laughs and works on a new project,-9.984395980834961,-9.970370292663574,-13.95890998840332,-7.653264999389648,-8.15285587310791,-7.083343982696533
the pickers exaggerate with laughs and works on a new project,-10.431082725524902,-9.99543285369873,-13.985539436340332,-9.584182739257812,-8.946359634399414,-8.710317611694336
the pickers exaggerate with laughs and work on a new project,-7.477619171142578,-9.777253150939941,-8.97953987121582,-7.803901195526123,-8.841941833496094,-7.478553295135498
the picker exaggerates with laughs and work on a new project,-7.385750770568848,-9.473786354064941,-8.882511138916016,-8.488265991210938,-9.539264678955078,-8.186883926391602
the picker screams very loudly and swims in the pool,-14.178187370300293,-11.182206153869629,-13.321626663208008,-12.971167087554932,-15.398533821105957,-12.239729881286621
the pickers scream very loudly and swims in the pool,-13.599199295043945,-10.87299633026123,-12.66206169128418,-13.128727436065674,-15.722804069519043,-11.823404312133789
the pickers scream very loudly and swim in the pool,-9.774764060974121,-9.220992088317871,-10.21672534942627,-9.692084312438965,-8.06626033782959,-10.273297309875488
the picker screams very loudly and swim in the pool,-10.058021545410156,-9.847220420837402,-10.89187240600586,-9.767441749572754,-9.197447776794434,-10.882705688476562
the picker screams very loudly and enjoys the company of friends,-18.27788734436035,-19.289051055908203,-18.398906707763672,-12.54851770401001,-13.589564800262451,-11.225850105285645
the pickers scream very loudly and enjoys the company of friends,-17.658687591552734,-19.372650146484375,-18.431918144226074,-12.405049324035645,-13.293683052062988,-11.687282085418701
the pickers scream very loudly and enjoy the company of friends,-6.87513542175293,-8.279217720031738,-9.064820289611816,-6.587459087371826,-8.708800315856934,-8.14743709564209
the picker screams very loudly and enjoy the company of friends,-7.136545658111572,-8.31293773651123,-8.197385787963867,-6.761613368988037,-10.432920455932617,-8.460970878601074
the picker screams very loudly and draws a nice picture,-13.613110542297363,-13.237335205078125,-17.504379272460938,-6.308401584625244,-8.078201293945312,-6.536756992340088
the pickers scream very loudly and draws a nice picture,-15.183343410491943,-14.317306995391846,-16.787193775177002,-8.512585163116455,-10.000215530395508,-7.041223049163818
the pickers scream very loudly and draw a nice picture,-12.447765350341797,-11.12629222869873,-12.914159774780273,-6.357296466827393,-7.403657913208008,-6.587922096252441
the picker screams very loudly and draw a nice picture,-12.420650482177734,-11.08360767364502,-13.2089204788208,-6.078924655914307,-8.026058197021484,-6.450598239898682
the picker screams very loudly and rests on the couch,-17.03356647491455,-16.45235013961792,-15.638944625854492,-9.079739570617676,-9.290946006774902,-11.038890361785889
the pickers scream very loudly and rests on the couch,-18.952343940734863,-18.040112495422363,-15.73132848739624,-9.787859916687012,-11.909305572509766,-11.3538818359375
the pickers scream very loudly and rest on the couch,-9.577641487121582,-11.069297790527344,-11.43030834197998,-8.466026306152344,-9.179157257080078,-7.619889736175537
the picker screams very loudly and rest on the couch,-9.430024147033691,-10.99211597442627,-11.453779220581055,-8.37535572052002,-8.287518501281738,-7.847585201263428
the picker screams very loudly and runs at the park,-10.972329139709473,-9.579596519470215,-10.448331832885742,-8.815567016601562,-6.223509311676025,-8.505614280700684
the pickers scream very loudly and runs at the park,-11.099030494689941,-9.571590423583984,-11.066388130187988,-9.948487281799316,-8.786603927612305,-9.139952659606934
the pickers scream very loudly and run at the park,-5.601696491241455,-5.938601970672607,-7.92413330078125,-7.787240028381348,-7.605915546417236,-7.809199810028076
the picker screams very loudly and run at the park,-6.151764869689941,-6.525925159454346,-8.062870025634766,-8.533578872680664,-9.574372291564941,-8.358050346374512
the picker screams very loudly and plays with the toys,-10.65308666229248,-10.004781723022461,-10.758837699890137,-8.015281677246094,-6.570797920227051,-6.3269524574279785
the pickers scream very loudly and plays with the toys,-10.803264617919922,-10.424888610839844,-11.330175399780273,-9.334793090820312,-8.815067291259766,-7.009008407592773
the pickers scream very loudly and play with the toys,-6.915640830993652,-7.706584930419922,-8.44103717803955,-6.444519519805908,-7.356363773345947,-5.631704330444336
the picker screams very loudly and play with the toys,-7.027783393859863,-8.090744018554688,-8.720818519592285,-7.825305461883545,-8.868966102600098,-6.015986442565918
the picker screams very loudly and works on a new project,-11.206740379333496,-10.705083847045898,-12.181960105895996,-7.944262981414795,-7.324296951293945,-8.937382698059082
the pickers scream very loudly and works on a new project,-11.313962936401367,-11.067697525024414,-12.693881034851074,-9.212367057800293,-8.71256160736084,-9.843958854675293
the pickers scream very loudly and work on a new project,-9.177899360656738,-9.904138565063477,-10.385971069335938,-8.671655654907227,-8.556385040283203,-7.992417335510254
the picker screams very loudly and work on a new project,-9.10886001586914,-9.800833702087402,-10.127245903015137,-9.170161247253418,-9.732970237731934,-8.052818298339844
the picker swims in the pool and enjoys the company of friends,-21.78154993057251,-20.66313648223877,-19.0446720123291,-12.129364967346191,-13.309514045715332,-13.169105052947998
the pickers swim in the pool and enjoys the company of friends,-21.10163116455078,-20.792393684387207,-19.26128053665161,-12.499068260192871,-11.677852153778076,-12.261101722717285
the pickers swim in the pool and enjoy the company of friends,-8.04940128326416,-8.969884872436523,-10.500741004943848,-8.565628051757812,-9.39715576171875,-8.472813606262207
the picker swims in the pool and enjoy the company of friends,-8.609045028686523,-8.716861724853516,-11.15700912475586,-10.404723167419434,-10.07030963897705,-10.405600547790527
the picker swims in the pool and draws a nice picture,-11.151274681091309,-12.60960578918457,-14.175037860870361,-8.461821556091309,-8.139996528625488,-7.414732456207275
the pickers swim in the pool and draws a nice picture,-12.347063064575195,-13.353959083557129,-14.309661388397217,-8.61442518234253,-8.282549381256104,-6.517601013183594
the pickers swim in the pool and draw a nice picture,-10.64197063446045,-10.42038631439209,-11.10013198852539,-7.7962164878845215,-6.685510158538818,-6.300623893737793
the picker swims in the pool and draw a nice picture,-10.247687339782715,-10.160412788391113,-11.224298477172852,-8.047612190246582,-8.052484512329102,-7.179014682769775
the picker swims in the pool and rests on the couch,-19.05232524871826,-16.36159086227417,-10.803454399108887,-10.751214027404785,-8.009164810180664,-12.1763916015625
the pickers swim in the pool and rests on the couch,-17.85445785522461,-16.86959981918335,-10.03908920288086,-10.329482078552246,-9.670103549957275,-11.100110054016113
the pickers swim in the pool and rest on the couch,-9.34393310546875,-10.177535057067871,-6.091695785522461,-8.327474594116211,-7.212829113006592,-7.658432960510254
the picker swims in the pool and rest on the couch,-10.521430015563965,-9.749438285827637,-6.60203742980957,-9.29707145690918,-7.057426929473877,-8.41472053527832
the picker swims in the pool and runs at the park,-6.975991725921631,-7.923999786376953,-6.996343612670898,-7.613089084625244,-6.8195013999938965,-7.365345001220703
the pickers swim in the pool and runs at the park,-8.537969589233398,-10.587921142578125,-9.403751373291016,-7.71603536605835,-6.822775363922119,-7.936326026916504
the pickers swim in the pool and run at the park,-5.238974571228027,-6.053901672363281,-6.301149368286133,-3.9073190689086914,-6.011600494384766,-5.780272960662842
the picker swims in the pool and run at the park,-5.826563835144043,-5.930909156799316,-7.721035957336426,-6.600225448608398,-7.577968597412109,-6.569235801696777
the picker swims in the pool and plays with the toys,-5.6885480880737305,-6.881051063537598,-5.2394609451293945,-8.033162117004395,-8.576866149902344,-7.585150718688965
the pickers swim in the pool and plays with the toys,-7.685737133026123,-10.519905090332031,-8.949405670166016,-9.146742820739746,-9.465006828308105,-7.708577632904053
the pickers swim in the pool and play with the toys,-5.262547016143799,-5.076244354248047,-3.2864999771118164,-5.730177402496338,-7.141274452209473,-4.302900314331055
the picker swims in the pool and play with the toys,-5.575870513916016,-4.725189685821533,-4.872104644775391,-8.554121017456055,-7.948768615722656,-5.769588470458984
the picker swims in the pool and works on a new project,-9.811497688293457,-10.166325569152832,-8.511472702026367,-9.787144660949707,-9.687475204467773,-10.295869827270508
the pickers swim in the pool and works on a new project,-10.396130561828613,-12.396862983703613,-12.245041847229004,-10.67748737335205,-10.80257511138916,-10.362526893615723
the pickers swim in the pool and work on a new project,-7.747561454772949,-8.860282897949219,-8.74805736541748,-8.24603271484375,-9.51329231262207,-7.755683422088623
the picker swims in the pool and work on a new project,-7.4947590827941895,-8.660309791564941,-9.294739723205566,-10.91856861114502,-10.025097846984863,-9.142919540405273
the picker enjoys the company of friends and draws a nice picture,-14.0709228515625,-13.523160934448242,-15.397705078125,-7.036357402801514,-9.525076866149902,-9.089973449707031
the pickers enjoy the company of friends and draws a nice picture,-14.201873779296875,-14.363917350769043,-15.233837127685547,-8.013498306274414,-10.287487983703613,-10.7482328414917
the pickers enjoy the company of friends and draw a nice picture,-12.20484733581543,-11.50508975982666,-11.951666831970215,-6.457746505737305,-8.03579044342041,-7.009380340576172
the picker enjoys the company of friends and draw a nice picture,-12.207621574401855,-11.54586410522461,-12.347126960754395,-6.398555278778076,-8.292835235595703,-7.012884140014648
the picker enjoys the company of friends and rests on the couch,-17.25834608078003,-13.289417743682861,-10.858470916748047,-11.562753677368164,-13.117863655090332,-12.556041717529297
the pickers enjoy the company of friends and rests on the couch,-16.121488094329834,-15.758565425872803,-13.649630546569824,-12.540264129638672,-14.289991855621338,-13.515846729278564
the pickers enjoy the company of friends and rest on the couch,-8.562921524047852,-9.046614646911621,-8.652400016784668,-9.53378677368164,-9.667160987854004,-8.528253555297852
the picker enjoys the company of friends and rest on the couch,-9.769867897033691,-8.88582706451416,-8.441122055053711,-8.972996711730957,-9.27798843383789,-8.618117332458496
the picker enjoys the company of friends and runs at the park,-11.807104110717773,-11.597978591918945,-12.37758731842041,-6.794529438018799,-7.854335784912109,-10.032512664794922
the pickers enjoy the company of friends and runs at the park,-11.178393363952637,-12.345793724060059,-13.731180191040039,-8.269838333129883,-8.325998306274414,-11.492403984069824
the pickers enjoy the company of friends and run at the park,-8.696131706237793,-8.503863334655762,-10.194002151489258,-6.661933898925781,-10.049886703491211,-10.18741512298584
the picker enjoys the company of friends and run at the park,-9.08565616607666,-8.533050537109375,-9.85024356842041,-7.891176700592041,-10.545594215393066,-9.795074462890625
the picker enjoys the company of friends and plays with the toys,-9.645051956176758,-10.364153861999512,-7.921325206756592,-5.971968650817871,-7.580654621124268,-7.142342567443848
the pickers enjoy the company of friends and plays with the toys,-9.684803009033203,-10.725642204284668,-8.441272735595703,-7.611187934875488,-8.119344711303711,-7.907849311828613
the pickers enjoy the company of friends and play with the toys,-6.329699516296387,-6.51907205581665,-3.862881660461426,-5.081810474395752,-7.892866134643555,-6.551029682159424
the picker enjoys the company of friends and play with the toys,-6.727494239807129,-6.478671550750732,-4.1207170486450195,-6.492971897125244,-8.107561111450195,-6.736138343811035
the picker enjoys the company of friends and works on a new project,-10.61076831817627,-9.961503982543945,-11.14847183227539,-5.945521831512451,-7.26608943939209,-6.26607084274292
the pickers enjoy the company of friends and works on a new project,-10.786345481872559,-10.6138277053833,-11.221924781799316,-7.720688819885254,-7.507885456085205,-6.930566310882568
the pickers enjoy the company of friends and work on a new project,-6.519186496734619,-5.6079230308532715,-6.211239814758301,-5.626557350158691,-7.0604939460754395,-7.857831001281738
the picker enjoys the company of friends and work on a new project,-6.954061508178711,-5.932694911956787,-6.945364475250244,-6.029789924621582,-6.8770599365234375,-8.177494049072266
the picker draws a nice picture and rests on the couch,-15.599043846130371,-15.281891345977783,-13.915399551391602,-7.898981094360352,-7.928293704986572,-7.705206394195557
the pickers draw a nice picture and rests on the couch,-17.11802101135254,-16.552719116210938,-14.441288948059082,-9.336387157440186,-9.243566989898682,-8.901716709136963
the pickers draw a nice picture and rest on the couch,-9.428739547729492,-9.814534187316895,-9.283292770385742,-7.573159694671631,-7.369778156280518,-7.559799671173096
the picker draws a nice picture and rest on the couch,-9.707927703857422,-9.967842102050781,-9.250551223754883,-7.56355094909668,-7.625577449798584,-7.363165378570557
the picker draws a nice picture and runs at the park,-11.680521011352539,-14.357017517089844,-9.629178047180176,-5.403059482574463,-5.876234531402588,-4.888298034667969
the pickers draw a nice picture and runs at the park,-11.686626434326172,-15.006683349609375,-10.857322692871094,-7.011910915374756,-8.435426712036133,-8.268880844116211
the pickers draw a nice picture and run at the park,-8.883780479431152,-10.72884750366211,-9.873098373413086,-5.552369117736816,-6.492170810699463,-6.1009392738342285
the picker draws a nice picture and run at the park,-9.439001083374023,-10.55490779876709,-9.458717346191406,-7.707601547241211,-8.489253997802734,-7.645204067230225
the picker draws a nice picture and plays with the toys,-9.949590682983398,-9.12842845916748,-8.544044494628906,-6.193726062774658,-5.93660831451416,-4.215555667877197
the pickers draw a nice picture and plays with the toys,-9.967018127441406,-9.777826309204102,-8.890300750732422,-7.3932037353515625,-7.764622688293457,-6.424463748931885
the pickers draw a nice picture and play with the toys,-7.260645866394043,-6.872257709503174,-6.589200496673584,-5.005856990814209,-5.462797164916992,-3.659036159515381
the picker draws a nice picture and play with the toys,-7.516575813293457,-6.954588890075684,-7.3194169998168945,-7.339609622955322,-7.716156482696533,-5.837099552154541
the picker draws a nice picture and works on a new project,-8.936752319335938,-10.762187004089355,-9.342057228088379,-6.068718910217285,-7.2475175857543945,-6.251238822937012
the pickers draw a nice picture and works on a new project,-9.151175498962402,-11.225196838378906,-9.92187213897705,-8.075301170349121,-7.88184928894043,-8.40884017944336
the pickers draw a nice picture and work on a new project,-6.311047077178955,-8.136116027832031,-7.160894393920898,-7.332031726837158,-6.755275726318359,-6.998378753662109
the picker draws a nice picture and work on a new project,-6.478079319000244,-8.05342960357666,-7.388087272644043,-8.197396278381348,-8.247100830078125,-7.909578800201416
the picker rests on the couch and runs at the park,-10.186994552612305,-13.630304336547852,-10.904818534851074,-4.804553508758545,-6.051258563995361,-4.398706436157227
the pickers rest on the couch and runs at the park,-10.672141075134277,-14.701265335083008,-12.294987678527832,-8.601858139038086,-9.095232963562012,-8.473462104797363
the pickers rest on the couch and run at the park,-6.469094276428223,-7.10284423828125,-7.7546539306640625,-5.048009395599365,-5.702360153198242,-5.779619216918945
the picker rests on the couch and run at the park,-5.873102188110352,-7.08329963684082,-7.594947814941406,-6.866756439208984,-6.573357582092285,-6.920331954956055
the picker rests on the couch and plays with the toys,-10.044145584106445,-10.729817390441895,-11.494560241699219,-7.099994659423828,-9.365426063537598,-5.681003570556641
the pickers rest on the couch and plays with the toys,-10.200920104980469,-12.086959838867188,-11.98748779296875,-9.603915214538574,-10.831782341003418,-8.420902252197266
the pickers rest on the couch and play with the toys,-4.637897968292236,-4.9973602294921875,-3.6700143814086914,-6.043641567230225,-7.127142906188965,-4.182256698608398
the picker rests on the couch and play with the toys,-4.525662899017334,-5.1920270919799805,-4.989470481872559,-7.786090850830078,-8.629402160644531,-6.3948283195495605
the picker rests on the couch and works on a new project,-11.417710304260254,-13.084412574768066,-10.569639205932617,-7.460450172424316,-9.671241760253906,-8.926499366760254
the pickers rest on the couch and works on a new project,-11.796293258666992,-13.850306510925293,-11.082405090332031,-9.777807235717773,-10.56594181060791,-11.079445838928223
the pickers rest on the couch and work on a new project,-7.192773818969727,-7.750211715698242,-6.285044193267822,-6.930131435394287,-7.941500186920166,-8.340069770812988
the picker rests on the couch and work on a new project,-6.676982879638672,-7.637979507446289,-6.841723918914795,-7.915657043457031,-9.148160934448242,-9.405936241149902
the picker runs at the park and plays with the toys,-5.301710605621338,-6.148611545562744,-5.270952224731445,-6.511857509613037,-7.860846519470215,-6.16684103012085
the pickers run at the park and plays with the toys,-7.466409683227539,-8.704309463500977,-8.02815055847168,-8.680569648742676,-10.401132583618164,-8.162622451782227
the pickers run at the park and play with the toys,-4.844398021697998,-4.823361396789551,-2.1601133346557617,-3.9239015579223633,-5.977243900299072,-4.2592902183532715
the picker runs at the park and play with the toys,-7.879302024841309,-6.262871265411377,-5.268932819366455,-6.850250244140625,-7.869318962097168,-6.562831878662109
the picker runs at the park and works on a new project,-7.457839012145996,-6.0748090744018555,-7.48719596862793,-8.802422523498535,-9.707534790039062,-8.447620391845703
the pickers run at the park and works on a new project,-10.383955955505371,-9.06747817993164,-11.416681289672852,-11.43386173248291,-11.660985946655273,-10.744365692138672
the pickers run at the park and work on a new project,-7.229913234710693,-6.970849990844727,-8.336236953735352,-8.262444496154785,-8.421842575073242,-7.783747673034668
the picker runs at the park and work on a new project,-8.406793594360352,-7.201226234436035,-9.38739013671875,-9.535354614257812,-9.313902854919434,-9.059758186340332
the picker plays with the toys and works on a new project,-11.002607345581055,-11.274824142456055,-9.482782363891602,-6.187462329864502,-9.10486888885498,-6.875452995300293
the pickers play with the toys and works on a new project,-12.668444633483887,-13.678277015686035,-11.837624549865723,-7.76803731918335,-9.727872848510742,-8.844594955444336
the pickers play with the toys and work on a new project,-7.052771091461182,-8.379576683044434,-7.037288188934326,-6.674487113952637,-8.964090347290039,-8.254678726196289
the picker plays with the toys and work on a new project,-6.31895637512207,-7.700060844421387,-7.4701128005981445,-7.2062273025512695,-8.556097030639648,-8.69178581237793
the harvester grinds the coffee beans and exaggerates with laughs,-26.717227458953857,-23.090434551239014,-26.314899444580078,-11.642313003540039,-15.140401363372803,-14.824472904205322
the harvesters grind the coffee beans and exaggerates with laughs,-27.950587272644043,-24.140457153320312,-26.878192901611328,-11.777659893035889,-15.818314552307129,-15.322482109069824
the harvesters grind the coffee beans and exaggerate with laughs,-27.488327026367188,-23.385169982910156,-23.785865783691406,-13.080588817596436,-16.096003532409668,-14.520155906677246
the harvester grinds the coffee beans and exaggerate with laughs,-26.381630897521973,-23.072253227233887,-23.451945781707764,-13.024572372436523,-16.956031322479248,-14.40967321395874
the harvester grinds the coffee beans and screams very loudly,-17.785649299621582,-14.649744033813477,-17.087018966674805,-9.063531875610352,-11.59954833984375,-10.328102111816406
the harvesters grind the coffee beans and screams very loudly,-17.142093658447266,-14.284221649169922,-17.72532558441162,-9.293693542480469,-12.15288496017456,-10.490745067596436
the harvesters grind the coffee beans and scream very loudly,-13.735973358154297,-13.237996101379395,-13.930699348449707,-8.70871639251709,-11.770699977874756,-10.23362684249878
the harvester grinds the coffee beans and scream very loudly,-14.660523414611816,-13.741362571716309,-14.32790756225586,-8.870697021484375,-11.515814781188965,-10.185869216918945
